Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Source_League
fr FRA,"MF,FW",Nantes,22,1997,36,32,"2,787",31.0,10,4,14,10,0,0,5,0,0.32,0.13,0.45,0.32,0.45,8.1,8.1,3.6,11.7,73.0,132.0,148.0,0.26,0.12,0.38,0.26,0.38,13000000.0,Ludovic Blas,193,L. Blas,22,76,82,180,70,Left,78,FW,6,12000000,22000,347,72,70,58,77,70,357,80,71,52,74,80,378,79,71,79,72,77,353,74,65,75,61,78,340,55,65,73,76,71,169,45,64,60,64,12,9,14,14,15,2,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Lorient,23,1997,24,17,"1,314",14.6,2,2,4,2,0,0,5,0,0.14,0.14,0.27,0.14,0.27,2.1,2.1,1.7,3.7,28.0,43.0,107.0,0.14,0.11,0.26,0.14,0.26,2500000.0,Quentin Boisgard,527,Q. Boisgard,23,70,76,174,75,Right,72,FW,6,2500000,14000,315,68,63,48,76,60,351,74,64,69,73,71,326,64,62,64,63,73,313,61,56,72,63,61,324,63,52,68,71,70,168,53,62,53,42,13,5,8,9,7,4,Medium,Medium,1,Ligue1
tr TUR,"MF,FW",Lorient,23,1996,5,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1200000.0,Umut Bozok,1822,U. Bozok,23,69,74,178,75,Right,71,FW,5,2100000,13000,327,58,69,64,68,68,285,70,48,54,41,72,375,79,79,80,65,72,341,67,73,71,67,63,277,56,13,71,65,72,58,35,11,12,48,9,10,8,12,9,3,High,Medium,1,Ligue1
fr FRA,"MF,FW",Reims,23,1997,31,27,"2,074",23.0,4,2,6,4,0,0,3,0,0.17,0.09,0.26,0.17,0.26,2.7,2.7,2.6,5.3,61.0,69.0,111.0,0.12,0.11,0.23,0.12,0.23,7000000.0,Mathieu Cafaro,307,M. Cafaro,23,74,80,178,74,Right,75,FW,6,6500000,19000,318,74,66,47,72,59,370,77,71,75,71,76,398,79,74,86,71,88,331,74,59,70,55,73,321,62,48,70,69,72,130,44,41,45,47,6,10,11,10,10,3,High,Medium,1,Ligue1
fr FRA,FW,Brest,22,1997,36,22,"2,029",22.5,8,1,9,8,0,0,2,0,0.35,0.04,0.4,0.35,0.4,7.7,7.7,1.1,8.8,46.0,34.0,164.0,0.34,0.05,0.39,0.34,0.39,7000000.0,Irvin Cardona,371,I. Cardona,22,73,79,185,76,Right,75,FW,6,4900000,15000,346,56,76,63,74,77,337,77,68,58,58,76,342,72,71,68,68,63,360,72,76,74,70,68,277,31,24,78,72,72,64,27,17,20,52,9,11,6,13,13,3,High,High,1,Ligue1
xk KVX,"MF,FW",Dijon,23,1996,32,25,"2,298",25.5,0,5,5,0,0,0,5,1,0.0,0.2,0.2,0.0,0.2,1.7,1.7,4.6,6.3,68.0,113.0,120.0,0.06,0.18,0.25,0.06,0.25,3000000.0,Bersant Celina,378,B. Celina,23,73,77,181,66,Right,75,FW,4,4400000,11000,313,69,68,43,74,59,363,75,69,74,71,74,379,79,76,78,67,79,321,73,47,69,60,72,277,50,18,66,74,69,68,26,27,15,58,9,15,16,10,8,3,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Nîmes,19,2001,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,250000.0,Nassim Chadli,1099,N. Chadli,18,60,74,181,70,Left,62,FW,14,575000,1000,275,51,61,52,55,56,291,68,67,41,46,69,325,69,65,72,51,68,279,60,59,51,54,55,236,41,22,51,60,62,53,19,18,16,41,5,11,5,13,7,2,Medium,Low,1,Ligue1
fr FRA,"FW,MF",Lyon,16,2003,27,5,698,7.8,1,3,4,1,0,0,1,1,0.13,0.39,0.52,0.13,0.52,1.0,1.0,1.8,2.8,54.0,43.0,81.0,0.13,0.23,0.36,0.13,0.36,27000000.0,Rayan Cherki,468,R. Cherki,16,71,88,176,71,Left,73,FW,17,4700000,7000,282,67,61,28,69,57,368,84,76,72,59,77,373,75,71,82,64,81,295,76,35,55,63,66,269,57,21,64,66,61,54,19,20,15,43,7,14,6,8,8,5,High,Low,1,Ligue1
fr FRA,"FW,MF",Dijon,21,1999,23,14,"1,288",14.3,0,2,2,0,0,1,5,0,0.0,0.14,0.14,0.0,0.14,2.0,1.2,2.4,3.6,49.0,42.0,83.0,0.14,0.17,0.31,0.09,0.25,6000000.0,Mounir Chouiar,431,M. Chouiar,21,72,78,177,75,Right,73,FW,6,3800000,8000,328,68,67,59,71,63,359,75,70,73,67,74,365,75,74,78,64,74,331,69,59,72,66,65,278,47,34,65,71,61,107,37,36,34,36,6,5,11,6,8,3,High,Medium,1,Ligue1
fr FRA,"MF,FW",Nice,22,1998,30,21,"1,910",21.2,4,5,9,4,0,0,2,0,0.19,0.24,0.42,0.19,0.42,3.8,3.8,3.8,7.6,61.0,76.0,116.0,0.18,0.18,0.36,0.18,0.36,12000000.0,Alexis Claude-Maurice,150,A. Claude-Maurice,22,77,83,175,64,Right,81,FW,6,17000000,30000,334,58,72,63,80,61,384,80,78,71,77,78,415,91,86,90,68,80,372,79,69,73,72,79,357,69,70,76,79,63,208,71,74,63,68,11,13,15,14,15,3,Medium,Medium,1,Ligue1
ci CIV,"DF,FW",Lyon,23,1996,36,29,"2,446",27.2,2,5,7,2,0,0,5,0,0.07,0.18,0.26,0.07,0.26,2.1,2.1,3.5,5.6,73.0,128.0,196.0,0.08,0.13,0.21,0.08,0.21,12000000.0,Maxwel Cornet,300,M. Cornet,23,74,78,179,69,Left,77,FW,4,5500000,36000,356,72,75,68,74,67,342,73,68,65,62,74,400,84,87,82,70,77,392,80,76,90,71,75,346,72,65,76,69,64,199,63,70,66,58,16,13,8,12,9,4,High,High,1,Ligue1
pt POR,"MF,FW",Lens,19,2001,7,1,150,1.7,1,1,2,1,0,0,0,0,0.6,0.6,1.2,0.6,1.2,0.4,0.4,0.1,0.6,4.0,4.0,6.0,0.27,0.06,0.33,0.27,0.33,6000000.0,David Costa,944,David Costa,19,62,78,168,64,Left,63,FW,16,1000000,5000,252,53,56,34,54,55,298,72,60,48,50,68,359,73,68,79,54,85,231,56,45,40,41,49,226,43,23,55,57,48,87,22,30,35,43,6,8,9,10,10,3,Medium,Medium,1,Ligue1
pt POR,"MF,FW",Lens,19,2001,7,1,150,1.7,1,1,2,1,0,0,0,0,0.6,0.6,1.2,0.6,1.2,0.4,0.4,0.1,0.6,4.0,4.0,6.0,0.27,0.06,0.33,0.27,0.33,6000000.0,David Costa,944,David Costa,19,62,78,168,64,Left,63,FW,16,1000000,5000,252,53,56,34,54,55,298,72,60,48,50,68,359,73,68,79,54,85,231,56,45,40,41,49,226,43,23,55,57,48,87,22,30,35,43,6,8,9,10,10,3,Medium,Medium,1,PrimeiraLigaPortugal
ca CAN,FW,Lille,20,2000,37,29,"2,354",26.2,13,2,15,13,0,0,0,0,0.5,0.08,0.57,0.5,0.57,9.1,9.1,2.6,11.7,46.0,47.0,173.0,0.35,0.1,0.45,0.35,0.45,400000.0,Jonathan David,144,J. David,20,77,86,177,77,Right,79,FW,9,23500000,29000,361,63,79,72,76,71,317,79,56,34,70,78,389,82,87,78,71,71,384,75,84,83,73,69,267,25,17,77,73,75,61,21,21,19,39,7,7,11,7,7,5,High,High,1,Bundesliga2
ca CAN,FW,Lille,20,2000,37,29,"2,354",26.2,13,2,15,13,0,0,0,0,0.5,0.08,0.57,0.5,0.57,9.1,9.1,2.6,11.7,46.0,47.0,173.0,0.35,0.1,0.45,0.35,0.45,400000.0,Jonathan David,144,J. David,20,77,86,177,77,Right,79,FW,9,23500000,29000,361,63,79,72,76,71,317,79,56,34,70,78,389,82,87,78,71,71,384,75,84,83,73,69,267,25,17,77,73,75,61,21,21,19,39,7,7,11,7,7,5,High,High,1,Ligue1
sn SEN,"FW,MF",Reims,23,1996,36,35,"2,930",32.6,14,1,15,9,5,5,2,0,0.43,0.03,0.46,0.28,0.31,12.5,8.6,1.8,10.4,68.0,56.0,163.0,0.39,0.06,0.44,0.26,0.32,14000000.0,Boulaye Dia,198,B. Dia,23,76,82,180,75,Right,78,FW,6,12000000,24000,318,36,79,72,66,65,290,77,54,42,42,75,360,79,79,66,74,62,369,77,73,72,81,66,295,60,22,77,59,77,59,28,17,14,60,11,10,15,14,10,3,High,Medium,1,Ligue1
fr FRA,"MF,FW",Lorient,21,1998,13,2,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,8.0,8.0,30.0,0.04,0.12,0.17,0.04,0.17,2500000.0,Stéphane Diarra,631,S. Diarra,21,68,73,173,58,Left,69,FW,5,1900000,9000,266,62,59,31,68,46,311,70,57,56,61,67,401,89,86,84,56,86,273,56,59,74,36,48,282,61,44,60,57,60,136,24,57,55,65,12,13,14,13,13,2,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Dijon,19,2000,30,25,"2,144",23.8,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,3.4,3.4,2.4,5.8,65.0,67.0,145.0,0.14,0.1,0.24,0.14,0.24,6000000.0,Junior Dina Ebimbe,484,J. Dina Ebimbe,19,71,81,175,66,Right,72,FW,10,4000000,22000,315,62,62,64,70,57,319,74,54,51,66,74,373,81,80,76,65,71,356,74,73,75,72,62,302,67,52,63,62,58,158,51,53,54,48,6,11,14,12,5,3,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Monaco,20,2000,32,24,"2,023",22.5,7,1,8,7,0,0,4,0,0.31,0.04,0.36,0.31,0.36,4.8,4.8,2.8,7.6,65.0,127.0,132.0,0.21,0.12,0.34,0.21,0.34,16000000.0,Sofiane Diop,191,S. Diop,20,76,84,175,65,Right,77,FW,8,16500000,32000,309,67,66,39,75,62,363,81,73,67,63,79,396,77,74,83,76,86,310,74,53,79,36,68,322,63,54,74,76,55,143,49,56,38,53,14,13,8,9,9,3,High,Medium,1,Ligue1
dk DEN,FW,Nice,22,1997,25,21,"1,928",21.4,6,2,8,4,2,2,2,0,0.28,0.09,0.37,0.19,0.28,8.4,6.8,1.1,7.9,15.0,21.0,92.0,0.39,0.05,0.44,0.32,0.37,20000000.0,Kasper Dolberg,106,K. Dolberg,22,78,82,187,84,Right,80,FW,4,21000000,36000,361,50,80,74,79,78,360,78,73,70,60,79,354,69,75,72,74,64,387,86,71,72,79,79,288,32,21,80,77,78,71,28,24,19,51,7,15,13,9,7,4,High,Medium,2,Ligue1
ml MLI,"FW,MF",Nîmes,20,2000,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,100000.0,Mahamadou Doucouré,962,M. Doucouré,22,62,75,183,78,Left,64,FW,13,925000,5000,205,35,21,56,62,31,219,48,30,35,50,56,315,62,64,65,58,66,261,56,74,34,69,28,242,63,58,29,48,44,190,63,65,62,40,12,7,6,9,6,3,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Paris S-G,19,2001,6,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.04,0.0,0.04,0.04,0.04,1200000.0,Bandiougou Fadiga,805,B. Fadiga,19,64,81,178,70,Right,66,FW,17,1500000,8000,253,48,46,55,67,37,286,67,42,47,61,69,368,72,74,81,65,76,267,52,55,71,46,43,296,65,61,58,62,50,174,55,63,56,70,12,14,14,15,15,3,High,Medium,1,Ligue1
fr FRA,"MF,FW",Brest,22,1998,36,33,"2,891",32.1,6,5,11,5,1,1,0,0,0.19,0.16,0.34,0.16,0.31,6.2,5.4,7.2,12.7,141.0,171.0,166.0,0.19,0.23,0.42,0.17,0.39,13000000.0,Romain Faivre,372,R. Faivre,21,73,82,180,69,Left,75,FW,9,7000000,12000,332,69,71,61,72,59,376,76,77,79,69,75,354,74,72,70,69,69,346,74,65,71,60,76,318,53,67,71,74,53,184,59,66,59,69,14,13,13,14,15,3,High,Medium,1,Ligue1
fr FRA,"FW,MF",Angers,18,2002,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,300000.0,Noah Fatar,1032,N. Fatar,18,61,79,167,62,Left,63,FW,18,825000,2000,297,52,67,56,57,65,299,60,63,51,58,67,340,70,72,68,42,88,300,72,54,59,49,66,241,35,22,56,59,69,71,21,26,24,58,12,10,15,10,11,2,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Reims,20,2000,2,0,43,0.5,1,0,1,1,0,0,0,0,2.09,0.0,2.09,2.09,2.09,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.1,0.0,0.1,0.1,0.1,525000.0,Alexis Flips,957,A. Flips,20,62,74,173,68,Right,63,FW,12,950000,3000,282,64,51,50,62,55,308,65,62,55,60,66,328,66,64,68,52,78,273,60,47,55,55,56,253,43,26,58,61,65,130,37,49,44,43,10,10,6,7,10,3,High,Low,1,Ligue1
cm CMR,FW,Lens,21,1999,24,16,"1,304",14.5,7,0,7,7,0,0,0,0,0.48,0.0,0.48,0.48,0.48,7.8,7.8,1.3,9.1,27.0,13.0,107.0,0.54,0.09,0.63,0.54,0.63,8000000.0,Ignatius Ganago,358,I. Ganago,21,73,79,179,82,Right,75,FW,6,4900000,25000,328,62,75,65,66,60,302,75,59,40,54,74,385,81,82,77,67,78,356,78,66,69,75,68,279,48,45,72,48,66,70,39,17,14,48,9,10,8,8,13,3,High,Medium,1,Ligue1
fr FRA,"MF,FW",Rennes,19,2001,10,2,303,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,18.0,13.0,44.0,0.26,0.06,0.32,0.26,0.32,4500000.0,Yann Gboho,630,Y. Gboho,19,68,76,178,64,Right,70,FW,8,2600000,11000,304,62,64,53,66,59,318,74,62,54,59,69,380,78,76,80,67,79,283,67,45,63,52,56,270,52,30,64,64,60,115,36,36,43,56,7,15,11,13,10,3,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Monaco,18,2001,14,2,294,3.3,1,0,1,1,0,0,3,1,0.31,0.0,0.31,0.31,0.31,1.2,1.2,0.5,1.7,3.0,5.0,26.0,0.36,0.15,0.51,0.36,0.51,6000000.0,Willem Geubbels,717,W. Geubbels,18,66,79,185,72,Right,68,FW,13,2000000,6000,302,52,67,59,58,66,275,64,57,43,47,64,367,82,88,75,63,59,294,65,61,50,59,59,237,36,21,66,56,58,67,27,21,19,53,5,13,6,15,14,3,Medium,Low,1,Ligue1
dz ALG,"FW,MF",Nice,20,2000,34,31,"2,747",30.5,12,7,19,8,4,4,5,0,0.39,0.23,0.62,0.26,0.49,14.4,11.5,7.1,18.6,87.0,78.0,269.0,0.47,0.23,0.7,0.38,0.61,30000000.0,Amine Gouiri,151,A. Gouiri,20,77,84,180,72,Right,78,FW,7,21000000,29000,362,75,80,62,75,70,361,79,70,70,66,76,374,77,75,77,72,73,366,77,68,74,71,76,326,61,41,79,73,72,111,40,39,32,42,6,12,8,9,7,3,High,Medium,1,Ligue1
sn SEN,"FW,MF",Metz,22,1998,26,19,"1,454",16.2,3,2,5,3,0,0,1,0,0.19,0.12,0.31,0.19,0.31,4.6,4.6,2.3,6.9,42.0,30.0,142.0,0.29,0.14,0.43,0.29,0.43,3000000.0,Lamine Gueye,625,L. Gueye,22,68,77,178,74,Right,70,FW,9,2700000,8000,324,67,72,58,65,62,338,70,65,73,58,72,352,76,77,70,57,72,312,70,53,66,55,68,251,38,19,69,62,63,60,19,23,18,48,6,10,11,13,8,3,High,Low,1,Ligue1
br BRA,"FW,DF",Marseille,18,2001,19,6,675,7.5,0,5,5,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67,0.3,0.3,2.2,2.4,27.0,23.0,83.0,0.03,0.29,0.33,0.03,0.33,8000000.0,Luis Henrique,426,Luis Henrique,18,72,79,181,74,Right,74,FW,7,4400000,11000,339,75,68,67,70,59,309,75,59,41,60,74,359,85,83,69,60,62,341,76,54,72,75,64,276,49,24,69,71,63,105,40,34,31,46,9,5,7,10,15,3,High,Medium,1,BrazilSerieA
br BRA,"FW,DF",Marseille,18,2001,19,6,675,7.5,0,5,5,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67,0.3,0.3,2.2,2.4,27.0,23.0,83.0,0.03,0.29,0.33,0.03,0.33,8000000.0,Luis Henrique,426,Luis Henrique,18,72,79,181,74,Right,74,FW,7,4400000,11000,339,75,68,67,70,59,309,75,59,41,60,74,359,85,83,69,60,62,341,76,54,72,75,64,276,49,24,69,71,63,105,40,34,31,46,9,5,7,10,15,3,High,Medium,1,Ligue1
fr FRA,"MF,FW",Brest,23,1996,36,28,"2,458",27.3,8,4,12,8,0,0,3,0,0.29,0.15,0.44,0.29,0.44,4.2,4.2,7.9,12.1,83.0,83.0,227.0,0.15,0.29,0.44,0.15,0.44,7000000.0,Franck Honorat,369,F. Honorat,23,73,78,180,70,Right,74,FW,5,4600000,14000,336,77,73,59,67,60,301,76,53,42,56,74,357,75,74,71,69,68,342,73,80,65,52,72,289,49,30,71,71,68,129,49,41,39,61,10,15,7,14,15,2,Medium,Medium,1,Ligue1
fr FRA,FW,Paris S-G,18,2002,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,11.0,0.23,0.05,0.29,0.23,0.29,10000000.0,Arnaud Kalimuendo,466,A. Kalimuendo,18,71,82,175,78,Right,73,FW,11,4000000,17000,316,47,74,69,58,68,276,69,57,39,40,71,383,81,81,74,68,79,328,72,58,59,70,69,275,60,23,72,58,62,70,32,21,17,52,9,12,9,14,8,3,High,Medium,1,Ligue1
ng NGA,"FW,MF",Bordeaux,22,1997,20,14,964,10.7,4,1,5,4,0,0,3,0,0.37,0.09,0.47,0.37,0.47,1.8,1.8,0.6,2.4,34.0,26.0,80.0,0.16,0.06,0.22,0.16,0.22,7000000.0,Samuel Kalu,242,S. Kalu,22,75,80,176,74,Right,76,FW,5,8500000,25000,326,76,69,62,70,49,360,81,72,71,61,75,398,87,83,80,69,79,328,66,83,69,46,64,282,57,31,70,72,52,89,30,32,27,52,11,13,6,10,12,4,High,Medium,1,Ligue1
it ITA,FW,Paris S-G,20,2000,26,22,"1,698",18.9,13,0,13,13,0,0,4,0,0.69,0.0,0.69,0.69,0.69,10.2,10.2,0.9,11.1,31.0,22.0,104.0,0.54,0.05,0.59,0.54,0.59,35000000.0,Moise Kean,107,M. Kean,20,78,86,182,72,Right,80,FW,8,31000000,62000,339,42,81,76,68,72,304,80,67,43,38,76,392,83,84,74,73,78,372,84,75,70,83,60,286,57,25,81,58,65,105,40,35,30,47,13,8,10,7,9,3,High,Medium,1,Ligue1
fr FRA,FW,Nantes,21,1998,37,35,"3,029",33.7,9,4,13,9,0,0,3,0,0.27,0.12,0.39,0.27,0.39,9.5,9.5,6.9,16.5,89.0,39.0,206.0,0.28,0.21,0.49,0.28,0.49,9000000.0,Randal Kolo Muani,419,R. Kolo Muani,21,72,82,187,73,Right,74,FW,10,5500000,15000,315,37,70,75,72,61,318,75,57,50,60,76,359,81,80,76,68,54,340,71,72,66,68,63,246,31,22,72,60,61,79,24,24,31,49,7,14,15,8,5,3,Medium,Medium,1,Ligue1
sn SEN,FW,Nîmes,23,1996,33,21,"1,755",19.5,9,0,9,9,0,0,2,0,0.46,0.0,0.46,0.46,0.46,6.4,6.4,1.0,7.4,22.0,26.0,85.0,0.33,0.05,0.38,0.33,0.38,400000.0,Moussa Koné,477,M. Koné,23,71,76,175,68,Right,73,FW,5,2900000,14000,310,51,74,60,66,59,270,71,55,27,45,72,406,89,90,78,73,76,319,59,72,64,59,65,289,57,31,76,55,70,81,33,27,21,45,9,12,5,12,7,3,High,Medium,1,Ligue1
sn SEN,FW,Nîmes,23,1996,33,21,"1,755",19.5,9,0,9,9,0,0,2,0,0.46,0.0,0.46,0.46,0.46,6.4,6.4,1.0,7.4,22.0,26.0,85.0,0.33,0.05,0.38,0.33,0.38,400000.0,Moussa Koné,477,M. Koné,23,71,76,175,68,Right,73,FW,5,2900000,14000,310,51,74,60,66,59,270,71,55,27,45,72,406,89,90,78,73,76,319,59,72,64,59,65,289,57,31,76,55,70,81,33,27,21,45,9,12,5,12,7,3,High,Medium,1,Ligue2
ch SUI,"MF,FW",Reims,22,1997,28,6,687,7.6,1,2,3,1,0,0,2,0,0.13,0.26,0.39,0.13,0.39,1.0,1.0,0.7,1.7,30.0,11.0,68.0,0.14,0.09,0.23,0.14,0.23,2000000.0,Dereck Kutesa,635,D. Kutesa,22,68,77,176,67,Right,69,FW,9,2700000,9000,259,56,59,37,66,41,278,72,44,38,55,69,397,86,90,86,57,78,341,60,90,68,65,58,248,39,33,61,62,53,114,41,39,34,41,6,11,6,11,7,3,High,Medium,1,Ligue1
fr FRA,"FW,MF",Brest,22,1998,28,7,816,9.1,1,2,3,1,0,0,0,0,0.11,0.22,0.33,0.11,0.33,2.2,2.2,0.5,2.8,22.0,10.0,68.0,0.25,0.06,0.31,0.25,0.31,1200000.0,Jérémy Le Douaron,806,J. Le Douaron,22,64,72,189,77,Left,65,FW,8,1300000,4000,304,62,65,71,65,41,244,61,38,31,48,66,309,74,74,43,60,58,298,41,66,71,77,43,269,71,29,61,52,56,66,26,22,18,48,12,12,6,8,10,2,High,Medium,1,Ligue1
be BEL,FW,Metz,22,1997,21,12,"1,008",11.2,4,0,4,2,2,3,4,0,0.36,0.0,0.36,0.18,0.18,4.8,2.5,0.6,3.0,13.0,12.0,51.0,0.43,0.05,0.48,0.22,0.27,2500000.0,Aaron Leya Iseka,519,A. Leya Iseka,22,70,76,183,82,Right,72,FW,6,2600000,5000,337,68,72,67,62,68,301,71,63,48,51,68,360,83,79,67,62,69,374,75,85,69,75,70,277,59,26,65,59,68,65,16,25,24,65,14,15,9,12,15,3,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Lille,18,2002,15,1,196,2.2,0,1,1,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,0.7,0.7,0.5,1.2,11.0,10.0,30.0,0.34,0.24,0.57,0.34,0.57,4000000.0,Isaac Lihadji,679,I. Lihadji,18,67,82,177,70,Left,68,FW,15,2400000,4000,271,63,59,33,64,52,315,74,61,56,53,71,370,80,77,78,59,76,239,61,37,40,43,58,242,34,23,62,62,61,77,22,28,27,47,10,7,7,10,13,3,Medium,Medium,1,Ligue1
es ESP,"DF,FW",Marseille,22,1997,19,17,"1,553",17.3,2,2,4,2,0,0,3,0,0.12,0.12,0.23,0.12,0.23,1.3,1.3,2.2,3.5,63.0,55.0,128.0,0.08,0.13,0.2,0.08,0.2,9000000.0,Pol Lirola,424,Pol Lirola,22,72,76,183,70,Right,75,FW,4,3400000,29000,308,76,40,62,72,58,318,74,72,30,68,74,368,78,76,70,70,74,314,58,66,73,65,52,302,70,70,66,66,30,217,70,74,73,51,12,12,5,9,13,3,Medium,Medium,1,Ligue1
fr FRA,"FW,MF",Marseille,22,1997,4,2,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,5.0,5.0,0.0,0.05,0.05,0.0,0.05,10000000.0,Maxime Lopez,332,M. Lopez,22,74,78,167,58,Right,76,FW,4,6000000,24000,348,75,66,62,80,65,373,75,75,73,75,75,392,73,68,83,75,93,308,63,67,72,38,68,356,75,68,69,76,68,191,66,66,59,51,7,14,13,11,6,3,Medium,Medium,1,Ligue1
ng NGA,FW,Bordeaux,21,1998,17,11,804,8.9,2,0,2,2,0,0,2,0,0.22,0.0,0.22,0.22,0.22,2.4,2.4,0.4,2.8,7.0,8.0,57.0,0.27,0.04,0.31,0.27,0.31,5000000.0,Josh Maja,409,J. Maja,21,72,81,180,74,Right,74,FW,9,5500000,18000,324,51,73,65,73,62,310,74,62,44,56,74,364,74,77,68,74,71,321,70,56,62,65,68,255,38,14,74,64,65,78,33,22,23,49,14,8,15,5,7,3,Medium,Low,1,Ligue1
cf CTA,"FW,MF",Nîmes,19,2001,8,0,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.8,5.0,6.0,8.0,0.12,0.47,0.58,0.12,0.58,500000.0,Marco Majouga,1097,M. Majouga,19,60,75,182,78,Right,62,FW,15,575000,2000,285,61,61,49,56,58,284,66,56,49,49,64,307,71,73,59,46,58,293,70,53,47,70,53,223,35,26,51,49,62,97,28,36,33,63,13,14,14,11,11,3,Medium,Medium,1,Ligue1
fr FRA,"MF,FW",Brest,20,1999,12,4,458,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,9.0,16.0,4.0,0.03,0.01,0.04,0.03,0.04,2000000.0,Hianga Mananga Mbock,883,H. Mbock,20,63,74,186,82,Right,66,FW,11,1000000,3000,256,48,51,54,70,33,298,69,52,40,68,69,312,65,61,58,59,69,277,76,59,31,43,68,279,64,53,56,61,45,183,57,64,62,46,9,7,12,8,10,3,Medium,Medium,1,Ligue1
km COM,"FW,MF",Nice,21,1999,19,11,"1,077",12.0,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33,2.2,2.2,1.9,4.1,35.0,20.0,92.0,0.19,0.16,0.34,0.19,0.34,7000000.0,Myziane Maolida,471,M. Maolida,21,71,77,182,78,Right,73,FW,6,3000000,17000,320,56,69,61,70,64,314,76,66,41,57,74,376,76,80,76,69,75,319,69,63,59,63,65,261,39,24,70,67,61,59,21,17,21,47,9,10,7,13,8,3,Medium,Low,1,Ligue1
fr FRA,"FW,MF",Bordeaux,18,2002,8,2,229,2.5,1,2,3,1,0,0,0,0,0.39,0.79,1.18,0.39,1.18,0.5,0.5,0.4,0.9,5.0,3.0,17.0,0.2,0.16,0.36,0.2,0.36,800000.0,Sekou Mara,868,S. Mara,17,63,80,184,79,Right,65,FW,17,1200000,1000,278,39,67,65,54,53,251,59,47,41,43,61,321,71,69,66,58,57,314,59,64,63,70,58,245,49,22,66,46,62,60,18,23,19,52,12,6,12,12,10,3,Medium,Medium,1,Ligue1
