Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Source_League
gh GHA,"FW,MF",Bristol City,20,2000,44,24,"2,444",27.2,2,4,6,2,0,0,2,0,0.07,0.15,0.22,0.07,0.22,4.4,4.4,3.6,8.0,71.0,43.0,168.0,0.16,0.13,0.3,0.16,0.3,1500000.0,Antoine Semenyo,2094,A. Semenyo,20,67,77,180,70,Right,68,FW,10,2200000,12000,281,59,63,56,63,40,252,71,49,30,34,68,375,82,86,75,64,68,342,68,69,70,75,60,249,62,14,62,60,51,50,20,19,11,57,10,11,14,15,7,4,High,Medium,1,Championship
eng ENG,"DF,FW",Bristol City,20,2000,16,10,979,10.9,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,0.3,0.4,23.0,21.0,13.0,0.01,0.03,0.04,0.01,0.04,2000000.0,Steven Sessegnon,2268,S. Sessegnon,20,66,80,175,69,Right,66,FW,14,2000000,15000,235,63,32,46,64,30,224,60,31,28,44,61,354,75,69,68,64,78,249,38,62,62,58,29,237,55,64,44,41,33,191,63,65,63,58,15,10,12,9,12,4,Medium,Medium,1,Championship
ie IRL,"MF,FW",Coventry City,22,1997,27,15,"1,370",15.2,3,1,4,3,0,0,1,0,0.2,0.07,0.26,0.2,0.26,0.9,0.9,1.3,2.2,15.0,40.0,54.0,0.06,0.09,0.14,0.06,0.14,300000.0,Jordan Shipley,2419,J. Shipley,22,65,71,183,73,Left,67,FW,6,1100000,9000,299,66,62,44,68,59,325,65,67,62,65,66,307,59,60,60,62,66,309,65,54,61,65,64,309,63,57,65,67,57,170,54,60,56,52,15,10,14,5,8,2,Medium,Medium,1,Championship
eng ENG,"MF,FW",Derby County,18,2001,30,10,"1,045",11.6,1,0,1,1,0,0,5,0,0.09,0.0,0.09,0.09,0.09,2.3,2.3,0.7,3.0,20.0,23.0,67.0,0.19,0.06,0.26,0.19,0.26,3000000.0,Louie Sibley,2081,L. Sibley,18,67,82,180,74,Left,69,FW,15,2400000,3000,276,52,65,48,70,41,295,70,49,43,65,68,337,70,63,72,59,73,312,58,65,64,59,66,287,70,57,64,67,29,167,46,59,62,47,11,6,12,6,12,3,High,Medium,1,Championship
eng ENG,FW,Bournemouth,22,1997,40,38,"3,343",37.1,15,8,23,15,0,0,2,0,0.4,0.22,0.62,0.4,0.62,17.8,17.8,4.2,22.0,56.0,71.0,225.0,0.48,0.11,0.59,0.48,0.59,12000000.0,Dominic Solanke,1558,D. Solanke,22,72,78,187,80,Right,74,FW,6,3800000,11000,333,54,73,68,69,69,303,74,54,42,59,74,345,66,74,67,70,68,353,73,72,65,78,65,292,65,22,70,65,70,68,21,25,22,57,9,15,14,9,10,3,High,Medium,1,Championship
eng ENG,"FW,DF",Middlesbrough,19,2000,38,22,"2,091",23.2,1,0,1,1,0,0,1,0,0.04,0.0,0.04,0.04,0.04,1.6,1.6,1.4,3.0,60.0,47.0,122.0,0.07,0.06,0.13,0.07,0.13,2000000.0,Djed Spence,2416,D. Spence,19,65,79,184,71,Right,65,FW,14,1600000,2000,222,59,31,46,59,27,237,67,49,28,32,61,352,79,79,69,64,61,247,37,60,64,57,29,239,46,62,50,44,37,181,60,64,57,45,13,8,7,11,6,3,High,Medium,1,Championship
wls WAL,"FW,DF",Brentford,17,2003,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,400000.0,Finley Stevens,3295,F. Stevens,17,59,74,173,73,Right,59,FW,15,500000,500,219,58,33,44,53,31,231,53,35,38,51,54,318,63,66,65,55,69,256,39,65,66,58,28,243,58,57,51,44,33,164,58,55,51,52,10,11,6,11,14,3,Medium,High,1,Championship
eng ENG,"FW,MF",Bournemouth,22,1998,29,7,"1,028",11.4,4,1,5,4,0,0,2,0,0.35,0.09,0.44,0.35,0.44,4.9,4.9,2.0,7.0,11.0,14.0,50.0,0.43,0.18,0.61,0.43,0.61,1800000.0,Sam Surridge,2100,S. Surridge,21,67,75,191,77,Right,69,FW,8,2300000,4000,289,33,68,67,57,64,232,64,42,28,31,67,309,58,63,64,65,59,336,68,66,66,78,58,264,59,21,71,49,64,71,22,26,23,53,10,8,7,13,15,3,High,Medium,1,Championship
eng ENG,"MF,FW",Middlesbrough,21,1999,29,25,"2,202",24.5,3,4,7,3,0,1,3,0,0.12,0.16,0.29,0.12,0.29,5.8,5.0,3.6,8.6,47.0,79.0,126.0,0.24,0.15,0.38,0.2,0.35,3000000.0,Marcus Tavernier,1710,M. Tavernier,21,70,80,177,70,Left,71,FW,10,3600000,8000,300,65,64,47,67,57,310,74,57,53,56,70,375,79,79,71,67,79,304,67,47,66,59,65,268,39,36,62,68,63,118,30,47,41,49,9,14,6,12,8,3,High,Medium,1,Championship
rs SRB,"MF,FW",Reading,17,2002,7,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,4.0,1.0,0.01,0.29,0.3,0.01,0.3,300000.0,Dejan Tetek,3291,D. Tetek,17,59,73,181,65,Right,60,FW,14,475000,500,257,48,41,55,65,48,261,55,45,41,59,61,310,64,68,50,59,69,288,65,64,59,52,48,279,66,51,54,55,53,163,49,56,58,40,11,9,7,8,5,3,Medium,Medium,1,Championship
wls WAL,"MF,FW",QPR,23,1997,17,5,486,5.4,0,1,1,0,0,0,0,0,0.0,0.19,0.19,0.0,0.19,0.9,0.9,0.8,1.7,9.0,12.0,43.0,0.16,0.15,0.31,0.16,0.31,600000.0,George Thomas,2583,G. Thomas,23,64,70,173,76,Right,66,FW,6,925000,2000,288,58,62,46,63,59,307,65,58,61,59,64,359,77,75,73,58,76,320,61,74,70,57,58,287,64,36,62,62,63,100,35,38,27,52,11,13,10,7,11,3,High,Medium,1,Championship
eng ENG,"MF,FW",Barnsley,21,1999,19,7,730,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.3,1.9,14.0,13.0,44.0,0.08,0.16,0.24,0.08,0.24,5000000.0,Luke Thomas,567,L. Thomas,19,69,82,177,68,Left,69,FW,13,3200000,15000,273,68,38,57,63,47,277,67,51,42,51,66,353,79,75,68,64,67,285,44,66,77,59,39,295,72,62,66,56,39,195,68,65,62,52,12,7,10,11,12,2,High,High,1,Championship
be BEL,FW,Stoke City,21,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,250000.0,Thibaud Verlinden,2725,T. Verlinden,20,63,75,173,65,Right,64,FW,12,1200000,2000,273,64,50,46,60,53,286,68,55,42,56,65,351,70,74,75,51,81,254,69,46,54,36,49,225,39,20,57,59,50,131,48,37,46,53,9,7,10,15,12,3,Medium,Medium,1,Championship
eng ENG,FW,Coventry City,23,1996,31,20,"1,801",20.0,7,2,9,6,1,1,1,0,0.35,0.1,0.45,0.3,0.4,6.1,5.3,1.1,6.4,17.0,10.0,127.0,0.3,0.06,0.36,0.26,0.32,500000.0,Tyler Walker,1926,T. Walker,23,68,74,183,67,Right,70,FW,6,1900000,16000,308,60,72,61,58,57,277,65,60,45,40,67,377,77,80,82,66,72,348,66,78,72,68,64,281,46,31,72,64,68,91,39,34,18,55,7,13,15,12,8,4,Medium,Low,1,Championship
ie IRL,"MF,FW",Derby County,19,2001,9,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,6.0,0.01,0.0,0.01,0.01,0.01,150000.0,Louie Watson,3639,L. Watson,18,54,71,176,60,Right,56,FW,17,275000,1000,229,45,42,39,60,43,258,56,51,47,50,54,320,68,63,67,52,70,224,50,53,48,39,34,230,48,31,44,55,52,117,46,41,30,68,14,15,13,15,11,3,Medium,Medium,1,Championship
eng ENG,FW,Reading,23,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,150000.0,Tennai Watson,3043,T. Watson,23,61,67,183,73,Right,61,FW,6,475000,2000,223,55,30,50,59,29,233,59,33,30,51,60,330,69,76,71,56,58,228,32,61,51,56,28,234,48,57,44,46,39,181,59,62,60,56,11,12,8,12,13,3,Medium,Medium,1,Championship
eng ENG,FW,Cardiff City,21,1999,3,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3.0,0.03,0.05,0.08,0.03,0.08,150000.0,Max Watters,3174,M. Watters,21,60,71,184,80,Right,62,FW,11,550000,4000,256,36,62,58,50,50,234,57,42,40,39,56,332,73,73,66,56,64,312,54,70,67,68,53,216,36,13,62,48,57,49,20,14,15,59,14,8,14,10,13,3,Medium,Medium,1,Championship
eng ENG,"FW,DF",Derby County,19,2001,9,1,214,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,17.0,7.0,36.0,0.18,0.05,0.23,0.18,0.23,1000000.0,Morgan Whittaker,3171,M. Whittaker,19,60,77,183,76,Left,62,FW,17,650000,3000,265,47,65,49,51,53,260,64,59,31,44,62,329,67,69,68,59,66,301,56,61,66,62,56,228,34,23,58,57,56,64,23,20,21,53,13,15,14,6,5,3,Medium,Medium,1,Championship
eng ENG,"MF,FW",QPR,22,1998,38,20,"1,941",21.6,3,5,8,3,0,0,1,0,0.14,0.23,0.37,0.14,0.37,2.5,2.5,5.4,7.8,98.0,107.0,192.0,0.12,0.25,0.36,0.12,0.36,1500000.0,Chris Willock,1805,C. Willock,22,69,77,178,67,Right,70,FW,8,3100000,5000,260,60,58,38,61,43,287,75,65,30,43,74,384,82,82,79,68,73,280,50,62,66,52,50,244,33,23,64,64,60,64,21,27,16,45,9,10,8,9,9,3,Medium,Medium,1,Championship
wls WAL,"MF,FW",Cardiff City,23,1997,37,33,"2,811",31.2,7,11,18,7,0,0,3,0,0.22,0.35,0.58,0.22,0.58,6.3,6.3,8.4,14.7,43.0,66.0,114.0,0.2,0.27,0.47,0.2,0.47,17000000.0,Harry Wilson,1433,H. Wilson,23,75,81,173,70,Left,77,FW,6,9000000,58000,342,76,75,46,74,71,387,73,86,85,68,75,392,79,75,79,75,84,336,84,43,72,54,83,311,42,40,75,76,78,133,48,45,40,51,7,13,9,15,7,3,High,Medium,1,Championship
zw ZIM,"FW,DF",Bournemouth,20,1999,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,Jordan Zemura,3646,J. Zemura,20,54,68,173,75,Left,54,FW,14,250000,1000,175,50,26,39,34,26,180,51,31,29,29,40,302,63,67,54,54,64,229,31,64,59,53,22,222,53,49,45,33,42,163,51,55,57,50,11,10,13,8,8,3,High,Medium,1,Championship
nl NED,"FW,MF",Cádiz,21,1999,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,0.0,4.0,0.85,0.0,0.85,0.85,0.85,600000.0,Bobby Adekanye,2570,B. Adekanye,21,64,76,175,70,Left,64,FW,12,1400000,9000,290,62,64,49,60,55,280,69,53,44,46,68,343,73,69,68,59,74,265,63,52,49,53,48,229,45,21,60,51,52,90,25,35,30,42,8,9,5,11,9,3,Medium,Medium,1,Laliga
br BRA,FW,Valladolid,23,1996,23,11,"1,177",13.1,4,1,5,4,0,0,3,0,0.31,0.08,0.38,0.31,0.38,4.9,4.9,0.7,5.6,26.0,15.0,67.0,0.38,0.05,0.43,0.38,0.43,3500000.0,Marcos André,340,Marcos André,23,74,80,184,78,Right,76,FW,6,6500000,17000,340,51,76,74,70,69,303,75,50,45,59,74,347,75,74,72,58,68,373,78,76,68,74,77,288,62,33,77,55,61,100,33,36,31,51,6,14,11,8,12,4,High,Low,1,Laliga
es ESP,"MF,FW",Celta Vigo,20,2000,22,4,543,6.0,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,1.6,1.6,0.7,2.3,9.0,15.0,26.0,0.26,0.12,0.38,0.26,0.38,2500000.0,Miguel Baeza,747,Miguel Baeza,20,66,80,177,76,Left,68,FW,14,2100000,5000,287,66,62,46,72,41,306,63,68,37,70,68,320,59,68,64,55,74,303,59,66,63,50,65,258,49,36,62,68,43,136,41,45,50,48,7,8,6,14,13,3,Medium,Medium,1,Laliga
es ESP,"MF,FW",Osasuna,23,1997,33,17,"1,433",15.9,2,3,5,2,0,0,2,0,0.13,0.19,0.31,0.13,0.31,2.6,2.6,2.0,4.6,46.0,55.0,143.0,0.16,0.12,0.29,0.16,0.29,3000000.0,Kike Barja,512,Kike Barja,23,71,77,178,69,Right,72,FW,6,3000000,16000,315,69,71,59,67,49,294,73,42,41,66,72,357,79,74,77,62,65,314,63,67,65,61,58,274,47,33,69,67,58,91,35,25,31,53,6,12,12,15,8,3,Medium,Medium,1,Laliga
es ESP,"MF,FW",Celta Vigo,21,1999,32,13,"1,399",15.5,3,0,3,3,0,0,3,0,0.19,0.0,0.19,0.19,0.19,1.2,1.2,0.3,1.4,8.0,55.0,21.0,0.08,0.02,0.09,0.08,0.09,12000000.0,Fran Beltrán,275,Fran Beltrán,21,75,82,165,64,Right,77,FW,7,11500000,16000,319,72,53,60,79,55,341,79,54,55,77,76,360,66,65,77,75,77,312,61,58,69,64,60,333,68,76,63,77,49,231,78,77,76,55,14,11,8,13,9,3,Medium,Medium,1,Laliga
es ESP,FW,Valladolid,21,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,Sergio Benito,845,Sergio Benito,21,64,75,173,73,Right,66,FW,11,1300000,4000,295,36,67,68,59,65,265,75,46,37,45,62,316,72,69,51,49,75,319,74,61,55,70,59,238,36,21,53,59,69,61,25,20,16,62,12,12,12,14,12,3,High,Medium,1,Laliga
ng NGA,"MF,FW",Villarreal,21,1999,28,13,"1,365",15.2,4,2,6,4,0,0,0,0,0.26,0.13,0.4,0.26,0.4,2.4,2.4,3.0,5.4,84.0,53.0,177.0,0.16,0.2,0.36,0.16,0.36,20000000.0,Samuel Chukwueze,177,S. Chukwueze,21,77,85,172,70,Left,78,FW,8,23500000,23000,325,69,73,44,69,70,352,87,71,58,56,80,418,92,85,87,72,82,353,76,67,73,63,74,278,47,33,75,68,55,105,40,32,33,42,13,7,9,7,6,2,High,Low,1,Laliga
it ITA,FW,Valencia,22,1998,7,0,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,1.0,3.0,6.0,0.36,0.24,0.61,0.36,0.61,9000000.0,Patrick Cutrone,337,P. Cutrone,22,74,79,183,79,Right,76,FW,5,6500000,56000,337,48,80,75,64,70,297,70,66,42,44,75,362,71,75,68,72,76,347,74,74,67,72,60,280,62,14,80,56,68,74,36,20,18,39,10,7,7,10,5,3,High,Medium,1,Laliga
fr FRA,FW,Barcelona,23,1997,30,19,"1,774",19.7,6,3,9,6,0,0,2,0,0.3,0.15,0.46,0.3,0.46,5.6,5.6,4.2,9.8,140.0,87.0,288.0,0.28,0.21,0.5,0.28,0.5,50000000.0,Ousmane Dembélé,24,O. Dembélé,23,83,89,178,67,Left,85,FW,6,57500000,175000,353,81,75,43,78,76,395,89,82,64,76,84,433,93,92,89,78,81,336,83,58,68,51,76,318,54,36,77,76,75,105,42,30,33,49,6,6,14,10,13,5,High,Medium,3,Laliga
us USA,"DF,FW",Barcelona,19,2000,30,23,"1,909",21.2,2,1,3,2,0,0,1,0,0.09,0.05,0.14,0.09,0.14,1.7,1.7,2.1,3.8,74.0,76.0,218.0,0.08,0.1,0.18,0.08,0.18,30000000.0,Sergiño Dest,273,S. Dest,19,75,88,175,62,Right,79,FW,13,13000000,50000,309,72,58,58,77,44,337,83,72,38,67,77,418,90,86,88,76,78,321,65,56,79,59,62,321,68,67,75,72,39,205,67,70,68,61,11,10,10,15,15,4,High,Low,1,Laliga
es ESP,FW,Real Madrid,20,1999,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,1.0,4.0,0.1,0.12,0.22,0.1,0.22,5000000.0,Hugo Duro,607,Hugo Duro,20,69,81,180,76,Left,71,FW,12,3400000,10000,287,31,74,62,56,64,244,71,38,27,34,74,346,74,73,64,66,69,323,67,71,55,65,65,231,35,22,69,49,56,74,37,17,20,57,8,14,6,14,15,3,Medium,Medium,1,Laliga
ma MAR,FW,Sevilla,23,1997,38,23,"2,311",25.7,18,0,18,18,0,0,2,0,0.7,0.0,0.7,0.7,0.7,15.6,15.6,2.6,18.2,29.0,13.0,114.0,0.61,0.1,0.71,0.61,0.71,40000000.0,Youssef En-Nesyri,94,Y. En-Nesyri,23,79,84,188,78,Left,81,FW,5,27000000,30000,354,48,87,80,63,76,313,81,63,47,46,76,349,74,82,67,76,50,382,82,80,76,75,69,308,76,31,82,52,67,85,27,31,27,58,13,9,14,9,13,4,High,High,1,Laliga
es ESP,"FW,MF",Huesca,22,1998,23,7,857,9.5,1,1,2,1,0,0,5,1,0.11,0.11,0.21,0.11,0.21,2.1,2.1,1.3,3.4,28.0,27.0,48.0,0.23,0.13,0.36,0.23,0.36,1000000.0,Dani Escriche,755,Dani Escriche,22,66,74,178,75,Right,68,FW,8,1900000,7000,295,35,69,69,63,59,267,64,49,46,40,68,336,72,68,61,64,71,323,64,69,67,62,61,266,59,23,65,55,64,86,55,17,14,54,12,8,11,13,10,3,Medium,Medium,1,Laliga
es ESP,FW,Barcelona,17,2002,7,6,431,4.8,4,0,4,4,0,0,1,0,0.84,0.0,0.84,0.84,0.84,1.8,1.8,1.7,3.5,32.0,12.0,60.0,0.37,0.36,0.73,0.37,0.73,60000000.0,Ansu Fati,222,Ansu Fati,17,76,90,178,66,Right,77,FW,14,17000000,24000,338,69,80,58,72,59,333,79,64,45,69,76,423,90,87,90,74,82,323,68,73,64,48,70,277,48,19,69,67,74,83,23,32,28,40,6,9,8,10,7,4,High,Medium,1,Laliga
pt POR,"FW,MF",Atlético Madrid,20,1999,31,14,"1,572",17.5,7,5,12,6,1,2,6,0,0.4,0.29,0.69,0.34,0.63,5.5,3.9,4.3,8.1,49.0,73.0,94.0,0.31,0.24,0.56,0.22,0.47,80000000.0,João Félix,23,João Félix,20,83,93,181,70,Right,85,FW,10,80500000,61000,386,73,82,69,80,82,387,87,82,64,67,87,412,81,83,85,83,80,373,80,73,75,64,81,341,69,38,84,82,68,107,30,42,35,66,13,12,14,13,14,4,Medium,Medium,1,Laliga
es ESP,FW,Sevilla,19,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30000000.0,Bryan Gil,453,Bryan Gil,19,72,82,175,65,Left,73,FW,10,5000000,10000,307,70,73,34,68,62,361,79,68,72,65,77,386,79,76,84,67,80,255,64,51,50,30,60,226,32,21,66,60,47,76,25,29,22,49,13,10,14,6,6,3,High,Medium,1,Laliga
es ESP,FW,Levante,22,1998,34,17,"1,666",18.5,2,2,4,2,0,0,3,0,0.11,0.11,0.22,0.11,0.22,2.7,2.7,0.8,3.5,42.0,33.0,133.0,0.15,0.04,0.19,0.15,0.19,1500000.0,Dani Gómez,457,Dani Gómez,21,72,81,178,69,Right,74,FW,9,5500000,14000,301,45,75,62,65,54,303,73,56,45,57,72,367,77,84,72,66,68,352,79,64,69,75,65,272,38,31,75,64,64,115,48,32,35,52,7,10,13,8,14,3,Medium,Medium,1,Laliga
uy URU,FW,Valencia,23,1996,31,31,"2,689",29.9,7,1,8,7,0,0,7,1,0.23,0.03,0.27,0.23,0.27,6.6,6.6,0.9,7.5,19.0,41.0,102.0,0.22,0.03,0.25,0.22,0.25,8000000.0,Maxi Gómez,73,M. Gómez,23,80,85,186,84,Right,82,FW,5,32000000,40000,378,59,84,87,73,75,345,72,75,57,64,77,342,67,68,67,80,60,404,81,83,79,87,74,324,74,21,87,70,72,78,35,20,23,46,7,8,13,12,6,3,High,Low,1,Laliga
es ESP,"MF,FW",Huesca,19,2000,29,4,792,8.8,0,1,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,0.8,0.8,1.5,2.4,22.0,34.0,57.0,0.09,0.17,0.27,0.09,0.27,3000000.0,Sergio Gómez,670,Sergio Gómez,19,68,83,171,68,Left,70,FW,15,2900000,11000,312,67,64,43,74,64,360,74,75,71,68,72,366,73,68,82,59,84,268,66,52,53,35,62,250,39,32,58,61,60,133,58,37,38,48,11,7,9,11,10,3,Medium,Medium,1,Laliga
pt POR,"MF,FW",Valencia,23,1996,31,27,"2,287",25.4,5,5,10,5,0,0,3,1,0.2,0.2,0.39,0.2,0.39,3.7,3.7,4.0,7.7,111.0,115.0,154.0,0.15,0.16,0.3,0.15,0.3,25000000.0,Gonçalo Guedes,57,Gonçalo Guedes,23,81,86,179,68,Right,81,FW,5,39000000,39000,362,81,76,58,76,71,379,83,76,70,69,81,411,85,87,83,79,77,374,84,63,75,68,84,336,64,50,77,76,69,88,24,34,30,50,9,12,11,9,9,4,High,Low,2,BrazilSerieA
pt POR,"MF,FW",Valencia,23,1996,31,27,"2,287",25.4,5,5,10,5,0,0,3,1,0.2,0.2,0.39,0.2,0.39,3.7,3.7,4.0,7.7,111.0,115.0,154.0,0.15,0.16,0.3,0.15,0.3,25000000.0,Gonçalo Guedes,57,Gonçalo Guedes,23,81,86,179,68,Right,81,FW,5,39000000,39000,362,81,76,58,76,71,379,83,76,70,69,81,411,85,87,83,79,77,374,84,63,75,68,84,336,64,50,77,76,69,88,24,34,30,50,9,12,11,9,9,4,High,Low,2,Laliga
se SWE,FW,Real Sociedad,20,1999,34,30,"2,340",26.0,17,2,19,17,0,1,4,0,0.65,0.08,0.73,0.65,0.73,16.8,16.0,1.8,17.8,44.0,44.0,153.0,0.64,0.07,0.71,0.61,0.68,40000000.0,Alexander Isak,72,A. Isak,20,80,85,192,77,Right,82,FW,5,31500000,29000,377,61,83,75,77,81,333,78,70,57,47,81,390,82,83,79,78,68,376,84,71,70,75,76,316,52,29,84,76,75,64,25,21,18,40,7,6,9,7,11,5,High,Low,1,Laliga
co COL,"FW,MF",Granada,22,1997,27,18,"1,666",18.5,5,1,6,5,0,0,6,0,0.27,0.05,0.32,0.27,0.32,6.4,6.4,2.0,8.4,33.0,33.0,90.0,0.34,0.11,0.45,0.34,0.45,15000000.0,Luis Javier Suárez,179,L. Suárez,22,77,86,185,74,Right,79,FW,9,24000000,26000,356,71,83,65,66,71,335,74,70,60,59,72,405,87,86,79,75,78,373,78,63,79,82,71,335,80,44,79,60,72,102,26,48,28,44,6,8,13,11,6,4,High,Medium,1,Laliga
pt POR,"MF,FW",Valladolid,21,1999,17,7,668,7.4,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,1.5,1.5,0.4,1.8,20.0,14.0,50.0,0.2,0.05,0.25,0.2,0.25,3500000.0,Jota,510,Jota,21,71,82,175,67,Right,72,FW,11,4200000,6000,318,66,63,60,64,65,354,78,74,70,56,76,399,83,83,85,70,78,317,74,78,61,41,63,276,50,37,66,64,59,78,22,31,25,51,14,7,14,5,11,3,High,Medium,1,Laliga
jp JPN,"MF,FW",Villarreal,19,2001,13,2,299,3.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.1,2.5,18.0,15.0,31.0,0.45,0.32,0.76,0.45,0.76,15000000.0,Takefusa Kubo,282,T. Kubo,19,75,88,173,67,Left,76,FW,13,13500000,59000,300,61,70,39,73,57,364,85,68,72,58,81,402,90,76,87,65,84,309,66,54,77,52,60,273,43,29,68,72,61,131,40,43,48,48,6,7,15,10,10,4,High,Medium,1,Laliga
mx MEX,"FW,MF",Betis,20,2000,21,8,862,9.6,0,2,2,0,0,0,5,0,0.0,0.21,0.21,0.0,0.21,0.7,0.7,0.5,1.3,49.0,36.0,80.0,0.07,0.06,0.13,0.07,0.13,8000000.0,Diego Lainez,333,D. Lainez,20,74,84,168,58,Left,75,FW,10,9500000,15000,319,71,64,48,74,62,336,81,67,50,63,75,405,85,74,88,67,91,296,61,59,63,48,65,305,63,39,70,67,66,155,50,54,51,57,14,13,14,7,9,3,High,Medium,1,Laliga
br BRA,"DF,FW",Atlético Madrid,22,1998,23,11,"1,129",12.5,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,0.8,0.8,1.8,2.6,44.0,36.0,126.0,0.06,0.14,0.21,0.06,0.21,25000000.0,Renan Lodi,56,Renan Lodi,22,81,86,173,70,Left,81,FW,5,37000000,49000,349,82,64,68,76,59,375,81,81,57,75,81,414,85,83,84,80,82,374,76,76,84,70,68,357,78,76,76,73,54,230,75,77,78,55,12,7,11,10,15,3,High,Medium,1,Laliga
es ESP,"MF,FW",Real Sociedad,20,2000,17,4,505,5.6,3,0,3,3,0,0,0,0,0.53,0.0,0.53,0.53,0.53,0.5,0.5,1.0,1.5,7.0,30.0,29.0,0.1,0.18,0.27,0.1,0.27,8000000.0,Roberto López,669,Roberto López,20,68,81,179,70,Left,70,FW,13,2900000,8000,270,63,67,21,71,48,341,68,64,75,64,70,331,61,65,66,63,76,313,69,44,60,67,73,236,35,18,66,71,46,43,15,13,15,54,13,11,10,13,7,2,Medium,Medium,1,Laliga
es ESP,"MF,FW",Osasuna,20,1999,13,6,460,5.1,1,1,2,1,0,0,1,0,0.2,0.2,0.39,0.2,0.39,0.7,0.7,0.4,1.0,4.0,11.0,19.0,0.13,0.07,0.2,0.13,0.2,1200000.0,Javi Martínez,649,Josep Martínez,22,68,78,191,78,Right,68,FW,10,2300000,11000,60,12,6,11,25,6,64,8,11,12,22,11,162,24,30,32,54,22,192,48,37,42,58,7,116,24,11,11,52,18,43,15,13,15,338,70,68,64,67,69,3,Medium,Medium,1,Laliga
