MarketValue,Growth,league_score,Season,country_score,Source_League,Nation,Best position,Matches Played,International reputation,Sprint speed,Age,Best overall,Name,foot,team_score
2100000,4,4,2023,5,PremierLeague,ie IRL,G,12,1,38,23,73,M. Travers,Right,4
950000,19,4,2023,4,PremierLeague,eng ENG,G,2,1,29,18,53,J. Whitworth,Right,3
2600000,9,3,2023,5,PrimeiraLigaPortugal,br BRA,G,24,1,41,21,74,Andrew,Right,4
1100000,12,3,2023,4,PrimeiraLigaPortugal,pt POR,G,5,1,21,21,66,Celton Biai,Right,3
5300000,8,3,2023,4,PrimeiraLigaPortugal,pt POR,M,33,1,72,22,75,David Costa,Left,5
160000,10,3,2023,4,PrimeiraLigaPortugal,pt POR,G,1,1,29,21,63,João Gonçalves,Right,2
2600000,10,3,2023,3,PrimeiraLigaPortugal,uy URU,G,3,1,32,22,70,F. Israel,Right,4
950000,10,3,2023,5,PrimeiraLigaPortugal,br BRA,G,33,1,31,21,73,Luiz Júnior,Right,3
210000,8,3,2023,5,PrimeiraLigaPortugal,br BRA,G,2,1,21,22,63,Magrão,Right,2
110000,6,3,2023,4,PrimeiraLigaPortugal,pt POR,G,1,1,33,22,62,Gonçalo Pinto,Right,1
2100000,17,3,2023,4,PrimeiraLigaPortugal,pt POR,G,1,1,57,20,66,Samuel Soares,Right,4
420000,6,3,2023,2,PrimeiraLigaPortugal,cz CZE,G,6,1,27,23,69,M. Trmal,Right,3
260000,7,3,2023,4,PrimeiraLigaPortugal,pt POR,G,1,1,26,22,65,João Valido,Right,2
14000000,8,4,2023,5,SerieA,it ITA,G,27,1,39,22,77,M. Carnesecchi,Right,5
530000,7,4,2023,5,SerieA,it ITA,G,5,1,37,23,60,M. Cerofolini,Right,3
6300000,6,4,2023,4,SerieA,pt POR,G,1,1,55,23,78,Luís Maximiano,Right,5
370000,9,4,2023,5,SerieA,it ITA,G,1,1,33,21,64,A. Russo,Right,3
1600000,6,4,2023,3,SerieA,rs SRB,G,3,1,55,22,71,M. Svilar,Right,4
420000,15,4,2023,2,SerieA,si SVN,G,4,1,34,18,63,M. Turk,Left,3
110000,12,4,2023,1,SerieA,ba BIH,G,1,1,17,20,58,P. Zovko,Left,1
420000,8,3,2023,5,SerieB,br BRA,G,1,1,31,21,65,Gabriel Brazão,Right,3
4200000,14,3,2023,5,SerieB,it ITA,G,37,1,52,20,70,E. Caprile,Right,5
320000,7,3,2023,5,SerieB,it ITA,G,5,1,26,21,55,E. Corvi,Left,3
370000,8,3,2023,5,SerieB,it ITA,G,18,1,26,22,57,S. Ghidotti,Right,3
290000,7,3,2023,5,SerieB,it ITA,G,1,1,29,23,59,L. Loria,Right,5
470000,10,3,2023,5,SerieB,it ITA,G,4,1,39,22,65,F. Ravaglia,Right,3
4700000,11,3,2023,5,SerieB,it ITA,G,37,1,31,20,70,S. Turati,Right,5
100000,14,3,2024,4,BelgianProLeague,be BEL,G,1,1,44,19,58,M. Delavallée,Right,1
200000,8,3,2024,1,BelgianProLeague,se SWE,G,1,1,40,21,60,J. Imbrechts,Right,2
2500000,9,3,2024,4,BelgianProLeague,be BEL,G,16,1,25,21,67,T. Leysen,Left,4
4000000,13,3,2024,3,BelgianProLeague,us USA,G,28,1,47,19,68,G. Slonina,Right,4
2500000,9,3,2024,3,BelgianProLeague,jp JPN,G,22,1,58,20,69,Z. Suzuki,Right,4
11000000,9,3,2024,4,BelgianProLeague,be BEL,G,30,1,39,21,75,M. Vandevoordt,Right,5
45000000,0,5,2024,4,BrazilSerieA,br BRA,D,3,1,72,22,74,Mardial Cunha,Right,5
10000000,8,3,2024,4,Bundesliga,de GER,G,34,1,36,21,73,N. Atubolu,Right,5
3000000,9,3,2024,3,Bundesliga,il ISR,G,1,1,42,23,72,D. Peretz,Right,4
50000,13,2,2024,4,Bundesliga2,de GER,G,1,1,29,19,56,L. Böggemann,Right,1
2500000,11,2,2024,4,Bundesliga2,de GER,G,27,1,24,20,68,T. Ernst,Right,3
900000,7,2,2024,4,Bundesliga2,de GER,G,30,1,36,23,68,J. Krahl,Right,3
800000,4,2,2024,4,Bundesliga2,de GER,G,33,1,18,23,69,N. Kristof,Right,3
200000,15,2,2024,4,Bundesliga2,de GER,G,1,1,26,19,59,R. Kwasigroch,Right,3
400000,8,2,2024,4,Bundesliga2,de GER,G,1,1,30,22,58,J. Reichert,Right,2
4000000,13,2,2024,4,Bundesliga2,de GER,G,33,1,33,19,71,J. Urbig,Right,4
400000,15,2,2024,4,Bundesliga2,de GER,G,2,1,33,19,62,M. Weiß,Right,2
15000000,9,4,2024,5,Championship,ie IRL,G,41,1,45,21,73,G. Bazunu,Right,5
5000000,15,4,2024,5,Championship,eng ENG,G,19,1,45,19,67,J. Beadle,Right,4
300000,6,4,2024,5,Championship,eng ENG,G,1,1,40,23,64,N. Bishop,Right,5
1000000,8,4,2024,5,Championship,eng ENG,G,19,1,36,23,71,M. Cooper,Right,3
9000000,9,4,2024,4,Championship,dk DEN,G,44,1,51,23,75,M. Hermansen,Right,5
1800000,9,4,2024,2,Championship,no NOR,G,1,1,33,22,64,K. Klaesson,Left,5
18000000,7,4,2024,5,Championship,fr FRA,G,44,1,40,23,74,I. Meslier,Left,5
12000000,8,4,2024,5,Championship,eng ENG,G,45,1,32,23,72,A. Patterson,Right,5
3000000,11,4,2024,5,Championship,eng ENG,G,46,1,54,22,70,C. Rushworth,Left,4
400000,7,4,2024,3,Championship,pl POL,G,2,1,43,22,64,J. Stolarczyk,Right,5
150000,12,4,2024,5,Championship,eng ENG,G,1,1,65,21,58,J. Walsh,Right,2
35000000,3,5,2024,5,Laliga,ge GEO,G,37,2,48,22,82,G. Mamardashvili,Left,5
300000,12,5,2024,2,Laliga,es ESP,G,2,1,24,21,65,Unai Marrero,Right,2
800000,8,1,2024,2,Laliga2,ad AND,G,32,1,33,22,67,Iker Álvarez,Right,3
800000,11,1,2024,2,Laliga2,es ESP,G,26,1,29,21,66,Pablo Cuñat,Left,3
20000,7,1,2024,2,Laliga2,es ESP,D,14,1,84,22,72,J. García,Right,1
100000,10,1,2024,2,Laliga2,es ESP,G,1,1,29,21,62,Rubén Gómez,Right,3
500000,10,1,2024,2,Laliga2,es ESP,G,7,1,29,22,63,Luis López,Right,3
300000,8,1,2024,2,Laliga2,es ESP,G,42,1,50,23,73,Leo Román,Right,2
1200000,8,2,2024,2,LigaProfesionalArgentina,ar ARG,G,12,1,53,21,71,L. Morales,Right,3
2000000,9,4,2024,2,Ligue1,ma MAR,G,15,1,52,21,67,A. Bellaarouch,Right,3
25000000,6,4,2024,5,Ligue1,fr FRA,G,33,1,43,21,79,L. Chevalier,Right,5
600000,7,4,2024,5,Ligue1,fr FRA,G,1,1,17,22,67,G. Dietsch,Right,3
8000000,5,4,2024,5,Ligue1,fr FRA,G,34,1,44,23,77,Y. Diouf,Right,4
5000000,8,4,2024,3,Ligue1,pl POL,G,12,1,34,23,75,R. Majecki,Right,4
150000,10,4,2024,1,Ligue1,sn SEN,G,4,1,33,21,66,M. Ndiaye,Left,2
18000000,12,4,2024,5,Ligue1,fr FRA,G,34,1,38,18,75,G. Restes,Left,5
5000000,9,4,2024,2,Ligue1,es ESP,G,6,1,48,22,74,Arnau Tenas,Right,4
2500000,6,2,2024,3,Ligue2,tr TUR,G,35,1,39,20,71,D. Alemdar,Right,4
150000,10,2,2024,5,Ligue2,fr FRA,G,2,1,17,22,61,K. Bonnevie,Left,2
100000,10,2,2024,5,Ligue2,fr FRA,G,2,1,15,20,58,E. Crombez,Right,2
100000,9,2,2024,1,Ligue2,mq MTQ,G,1,1,18,22,61,T. De Percin,Right,1
300000,11,2,2024,1,Ligue2,ml MLI,G,7,1,22,19,60,L. Diabaté,Right,2
3500000,8,2,2024,3,Ligue2,ci CIV,G,33,1,43,22,71,Y. Fofana,Right,4
700000,6,2,2024,5,Ligue2,eng ENG,G,6,1,22,23,69,E. Green,Right,3
400000,17,2,2024,5,Ligue2,fr FRA,G,6,1,38,17,65,E. Jaouen,Right,2
500000,9,2,2024,3,Ligue2,ci CIV,G,15,1,37,21,63,M. Koné,Right,3
1500000,10,2,2024,5,Ligue2,fr FRA,G,30,1,28,20,66,O. Nkambadio,Right,3
150000,10,2,2024,5,Ligue2,fr FRA,G,5,1,24,21,62,M. Zinga,Left,4
1000000,15,3,2024,4,Netherlands,de GER,G,33,1,24,19,64,M. Backhaus,Right,3
1500000,8,3,2024,4,Netherlands,nl NED,G,8,1,48,23,72,J. Gorter,Right,5
50000,11,3,2024,4,Netherlands,nl NED,G,1,1,26,21,59,T. Hendriks,Right,3
150000,5,3,2024,4,Netherlands,nl NED,G,1,1,15,23,60,B. Lauwers,Left,3
900000,16,3,2024,4,Netherlands,nl NED,G,4,1,19,19,65,R. Owusu-Oduro,Right,3
2000000,6,3,2024,2,Netherlands,hr CRO,G,16,1,41,23,72,I. Pandur,Right,3
18000000,11,3,2024,4,Netherlands,de GER,G,22,1,25,21,71,D. Ramaj,Right,5
600000,14,3,2024,4,Netherlands,nl NED,G,5,1,19,20,64,R. Roefs,Left,3
1300000,9,3,2024,4,Netherlands,nl NED,G,32,1,32,22,68,J. Schendelaar,Right,3
18000000,13,5,2024,5,PremierLeague,eng ENG,G,28,1,17,20,71,J. Trafford,Right,5
18000000,10,5,2024,4,PremierLeague,nl NED,G,21,1,55,20,75,B. Verbruggen,Right,5
3000000,9,4,2024,4,PrimeiraLigaPortugal,br BRA,G,32,1,41,22,75,Andrew,Right,4
40000000,5,4,2024,5,PrimeiraLigaPortugal,pt POR,M,33,1,74,23,78,David Costa,Right,5
700000,8,4,2024,5,PrimeiraLigaPortugal,pt POR,G,34,1,29,22,70,João Gonçalves,Right,3
3500000,8,4,2024,3,PrimeiraLigaPortugal,uy URU,G,10,1,32,23,74,F. Israel,Right,4
6000000,8,4,2024,4,PrimeiraLigaPortugal,br BRA,G,33,1,31,22,75,Luiz Júnior,Right,4
300000,8,4,2024,4,PrimeiraLigaPortugal,br BRA,G,7,1,21,23,66,Magrão,Right,2
400000,9,4,2024,3,PrimeiraLigaPortugal,pl POL,G,1,1,42,21,64,C. Miszta,Right,2
500000,9,4,2024,5,PrimeiraLigaPortugal,pt POR,D,2,1,72,19,64,Dinis Pinto,Right,4
100000,6,4,2024,5,PrimeiraLigaPortugal,pt POR,G,1,1,33,23,62,Gonçalo Pinto,Right,1
250000,13,4,2024,5,PrimeiraLigaPortugal,pt POR,D,1,1,61,17,66,Felipe Silva,Left,4
3000000,14,4,2024,5,PrimeiraLigaPortugal,pt POR,G,5,1,57,21,68,Samuel Soares,Right,5
25000000,8,4,2024,5,PrimeiraLigaPortugal,ua UKR,G,28,1,38,21,78,A. Trubin,Right,5
200000,7,4,2024,5,PrimeiraLigaPortugal,pt POR,G,1,1,26,23,65,João Valido,Right,2
200000,17,3,2024,4,SerieA,it ITA,G,1,1,38,19,55,N. Bagnolini,Right,3
6000000,10,3,2024,4,SerieA,it ITA,G,23,1,52,21,74,E. Caprile,Right,4
16000000,6,3,2024,4,SerieA,it ITA,G,27,1,39,23,81,M. Carnesecchi,Right,5
300000,10,3,2024,4,SerieA,it ITA,G,2,1,31,23,64,L. Gemello,Right,2
3000000,10,3,2024,3,SerieA,gr GRE,G,9,1,25,21,66,C. Mandas,Right,4
1000000,23,3,2024,4,SerieA,it ITA,G,1,1,19,17,56,T. Martinelli,Right,3
150000,17,3,2024,4,SerieA,it ITA,G,1,1,17,19,56,L. Nava,Right,2
4000000,5,3,2024,3,SerieA,ng NGA,G,21,1,26,23,71,M. Okoye,Right,4
1000000,8,3,2024,4,SerieA,it ITA,G,6,1,39,23,67,F. Ravaglia,Right,3
800000,12,3,2024,4,SerieA,it ITA,G,7,1,41,21,63,A. Sorrentino,Right,3
9000000,5,3,2024,5,SerieA,rs SRB,G,15,1,55,23,72,M. Svilar,Right,5
7000000,9,3,2024,4,SerieA,it ITA,G,31,1,31,21,74,S. Turati,Right,4
250000,5,1,2024,4,SerieB,it ITA,G,5,1,16,23,56,M. Avella,Left,2
350000,10,1,2024,4,SerieB,it ITA,G,2,1,26,22,60,E. Corvi,Left,2
1300000,14,1,2024,4,SerieB,it ITA,G,2,1,34,20,69,S. Desplanches,Left,3
250000,7,1,2024,4,SerieB,it ITA,G,1,1,41,22,58,G. Drago,Right,2
1500000,11,1,2024,4,SerieB,dk DEN,G,18,1,25,21,64,A. Jungdal,Right,3
400000,11,1,2024,4,SerieB,it ITA,G,38,1,31,21,66,S. Pizzignacco,Right,2
400000,8,1,2024,4,SerieB,it ITA,G,8,1,26,23,58,G. Saro,Right,3
20000,8,1,2024,4,SerieB,it ITA,G,1,1,33,22,53,F. Vandelli,Left,1
150000,4,1,2024,4,SerieB,it ITA,G,6,1,28,23,51,T. Vitali,Right,2
1700000,7,2,2021,4,BelgianProLeague,ci CIV,DF,23,1,70,23,70,E. Agbadou,Right,3
1300000,7,2,2021,5,BelgianProLeague,ma MAR,DF,33,1,57,22,69,S. Agouzoul,Left,2
7100000,7,2,2021,4,BelgianProLeague,mx MEX,DF,19,1,78,21,74,G. Arteaga,Left,4
4000000,8,2,2021,3,BelgianProLeague,be BEL,DF,31,1,81,21,71,J. Bataille,Right,3
1000000,5,2,2021,5,BelgianProLeague,sct SCO,DF,19,1,65,23,69,D. Bates,Right,3
1900000,10,2,2021,5,BelgianProLeague,fr FRA,DF,18,1,75,20,68,G. Biancone,Right,3
710000,9,2,2021,5,BelgianProLeague,fr FRA,DF,7,1,62,20,65,W. Bianda,Left,3
280000,11,2,2021,5,BelgianProLeague,eng ENG,DF,2,1,66,19,62,G. Broadbent,Right,1
850000,9,2,2021,3,BelgianProLeague,be BEL,DF,6,1,67,20,67,R. Bushiri,Right,2
6400000,6,2,2021,3,BelgianProLeague,be BEL,DF,7,1,73,20,69,M. Busi,Right,3
1700000,11,2,2021,3,BelgianProLeague,nz NZL,DF,27,1,82,19,72,L. Cacace,Left,3
7100000,6,2,2021,3,BelgianProLeague,be BEL,DF,31,1,72,23,74,A. Castro-Montes,Right,4
1200000,6,2,2021,3,BelgianProLeague,be BEL,DF,4,1,60,23,68,M. Caufriez,Right,2
5000000,6,2,2021,3,BelgianProLeague,be BEL,DF,8,1,71,22,73,E. Cobbaut,Left,3
8500000,8,2,2021,3,BelgianProLeague,co COL,DF,30,1,76,21,74,C. Cuesta,Right,4
1700000,6,2,2021,4,BelgianProLeague,ci CIV,DF,7,1,54,23,69,K. Dabila,Right,2
850000,7,2,2021,3,BelgianProLeague,be BEL,DF,16,1,76,22,66,R. Decostere,Left,3
5000000,8,2,2021,3,BelgianProLeague,be BEL,DF,23,1,69,21,72,H. Delcroix,Left,3
1400000,9,2,2021,3,BelgianProLeague,be BEL,DF,1,1,70,21,67,D. Foulon,Left,2
5000000,6,2,2021,5,BelgianProLeague,fr FRA,DF,11,1,60,23,73,J. Gélin,Right,4
210000,9,2,2021,3,BelgianProLeague,sn SEN,DF,3,1,71,20,62,E. Gueye,Left,2
3600000,6,2,2021,3,BelgianProLeague,no NOR,DF,25,1,69,23,73,A. Hanche-Olsen,Right,4
1400000,8,2,2021,4,BelgianProLeague,jp JPN,DF,6,1,74,21,69,D. Hashioka,Right,3
710000,11,2,2021,3,BelgianProLeague,de GER,DF,11,1,60,19,65,F. Jäkel,Right,3
4000000,18,2,2021,3,BelgianProLeague,be BEL,DF,8,1,69,17,67,M. Kana,Right,3
570000,7,2,2021,5,BelgianProLeague,ma MAR,DF,12,1,80,21,66,A. Khammas,Left,2
1400000,6,2,2021,4,BelgianProLeague,ci CIV,DF,5,1,69,23,70,C. Kipré,Right,3
19000000,11,2,2021,4,BelgianProLeague,ci CIV,DF,27,1,82,19,73,O. Kossounou,Right,5
2100000,7,2,2021,4,BelgianProLeague,ci CIV,DF,17,1,68,22,68,E. Kouassi,Right,4
1100000,6,2,2021,3,BelgianProLeague,be BEL,DF,11,1,66,23,68,D. Lavalée,Left,3
1100000,14,2,2021,3,BelgianProLeague,be BEL,DF,2,1,69,19,65,L. Lissens,Right,3
1400000,8,2,2021,3,BelgianProLeague,co COL,DF,32,1,69,22,76,J. Lucumí,Left,4
710000,5,2,2021,4,BelgianProLeague,jp JPN,DF,7,1,75,23,68,K. Matsubara,Left,3
500000,5,2,2021,3,BelgianProLeague,be BEL,DF,4,1,78,22,64,A. Mboko,Right,1
7100000,10,2,2021,4,BelgianProLeague,us USA,DF,8,1,73,21,71,M. McKenzie,Right,4
430000,9,2,2021,3,BelgianProLeague,be BEL,DF,14,1,71,20,64,J. Mertens,Right,2
1000000,5,2,2021,3,BelgianProLeague,be BEL,DF,24,1,64,23,68,S. Miangue,Left,3
2600000,5,2,2021,3,BelgianProLeague,be BEL,DF,23,1,70,23,73,C. De Norre,Right,3
140000,14,2,2021,3,BelgianProLeague,be BEL,DF,3,1,70,18,59,E. Patoulidis,Right,3
570000,13,2,2021,3,BelgianProLeague,be BEL,DF,2,1,77,19,59,L. Patris,Right,3
570000,13,2,2021,5,BelgianProLeague,rs SRB,DF,7,1,74,19,63,D. Pavlovic,Right,4
11000000,14,2,2021,5,BelgianProLeague,rs SRB,DF,11,1,68,19,70,S. Pavlović,Left,3
2300000,11,2,2021,3,BelgianProLeague,be BEL,DF,23,1,52,19,69,E. Pletinckx,Right,3
570000,14,2,2021,3,BelgianProLeague,be BEL,DF,9,1,77,18,64,R. Quirynen,Right,2
500000,11,2,2021,3,BelgianProLeague,be BEL,DF,10,1,62,19,66,T. Raemaekers,Right,3
3600000,16,2,2021,3,BelgianProLeague,be BEL,DF,14,1,72,18,68,K. Sardella,Right,3
850000,9,2,2021,3,BelgianProLeague,be BEL,DF,27,1,66,20,68,B. Schoonbaert,Right,2
780000,4,2,2021,3,BelgianProLeague,be BEL,DF,25,1,66,23,67,J. Schryvers,Right,2
7100000,16,2,2021,3,BelgianProLeague,be BEL,DF,16,1,75,18,67,H. Siquet,Right,4
1700000,8,2,2021,5,BelgianProLeague,fr FRA,DF,20,1,71,22,70,A. Sissako,Right,3
1100000,11,2,2021,3,BelgianProLeague,ml MLI,DF,6,1,70,19,68,M. Sissako,Left,4
2300000,8,2,2021,3,BelgianProLeague,be BEL,DF,29,1,63,21,68,A. Tanghe,Right,3
7100000,11,2,2021,3,BelgianProLeague,be BEL,DF,29,1,74,20,71,A. Theate,Left,3
1400000,5,2,2021,3,BelgianProLeague,be BEL,DF,1,1,69,23,71,J. Van Cleemput,Right,2
1700000,16,2,2021,3,BelgianProLeague,be BEL,DF,5,1,78,18,66,I. Van der Brempt,Right,5
17000000,10,2,2021,3,BelgianProLeague,be BEL,DF,8,1,62,21,76,Z. Vanheusden,Right,4
1300000,9,2,2021,4,BelgianProLeague,br BRA,DF,28,1,79,21,68,Vitinho,Right,3
1000000,5,2,2021,3,BelgianProLeague,be BEL,DF,19,1,78,22,68,T. Vlietinck,Right,3
570000,9,2,2021,3,BelgianProLeague,be BEL,DF,9,1,60,20,66,S. Voet,Left,2
8500000,12,4,2021,5,LigaProfesionalArgentina,ar ARG,DF,1,1,66,23,65,B. Aguirre,Right,4
5700000,6,3,2021,4,,br BRA,DF,35,1,66,22,81,Gabriel,Left,4
7100000,9,5,2021,4,SerieA,br BRA,DF,1,1,68,16,70,Igor,Left,4
57000000,10,3,2021,4,PrimeiraLigaPortugal,br BRA,DF,16,1,86,21,77,Nuno Mendes,Left,5
710000,15,3,2021,4,BrazilSerieA,br BRA,DF,29,1,63,22,64,Kaique Rocha,Right,2
2600000,10,4,2021,3,Bundesliga,de GER,DF,7,1,78,22,69,R. Ache,Right,4
28000000,6,4,2021,4,Bundesliga,us USA,DF,27,1,74,21,78,T. Adams,Right,5
3600000,13,4,2021,3,Bundesliga,de GER,DF,15,1,85,20,71,F. Agu,Right,4
6400000,6,4,2021,4,Bundesliga,py PAR,DF,17,1,65,23,75,O. Alderete,Left,4
50000000,3,4,2021,4,Bundesliga,es ESP,DF,26,2,64,23,83,Angeliño,Left,5
36000000,7,4,2021,3,Bundesliga,de GER,DF,32,1,86,22,80,R. Baku,Right,5
5000000,7,4,2021,5,Bundesliga,ma MAR,DF,26,1,75,22,75,A. Barkok,Right,4
1900000,7,4,2021,3,Bundesliga,de GER,DF,20,1,69,23,67,T. Becker,Right,4
2800000,14,4,2021,3,Bundesliga,de GER,DF,3,1,53,17,64,M. Beier,Right,5
2800000,9,4,2021,3,Bundesliga,de GER,DF,4,1,76,20,71,J. Beyer,Right,5
3600000,18,4,2021,5,Bundesliga,nl NED,DF,9,1,60,18,65,M. Bogarde,Right,5
17000000,8,4,2021,3,Bundesliga,be BEL,DF,24,1,77,21,76,S. Bornauw,Right,4
1400000,12,4,2021,2,Bundesliga,mk MKD,DF,14,1,72,20,65,D. Churlinov,Right,4
7100000,11,4,2021,5,Bundesliga,fr FRA,DF,31,1,78,19,71,T. Coulibaly,Left,4
8500000,11,4,2021,3,Bundesliga,hu HUN,DF,12,1,65,18,70,M. Dárdai,Left,4
100000000,8,4,2021,5,Bundesliga,ca CAN,DF,23,1,96,19,81,A. Davies,Left,5
40000000,4,4,2021,5,Bundesliga,ch SUI,DF,29,2,79,23,80,N. Elvedi,Right,5
5700000,8,4,2021,5,Bundesliga,nl NED,DF,6,1,82,22,74,T. Fosu-Mensah,Right,5
11000000,5,4,2021,4,Bundesliga,at AUT,DF,32,1,73,22,75,M. Friedl,Left,4
14000000,12,4,2021,5,Bundesliga,nl NED,DF,10,1,89,19,73,J. Frimpong,Right,5
4300000,9,4,2021,5,Bundesliga,pl POL,DF,24,1,76,22,70,R. Gumny,Right,3
17000000,4,4,2021,3,Bundesliga,de GER,DF,13,2,75,23,76,B. Henrichs,Right,5
4300000,5,4,2021,3,Bundesliga,de GER,DF,29,1,78,23,71,J. Horn,Left,4
7100000,4,4,2021,4,Bundesliga,br BRA,DF,18,1,79,23,75,Iago,Left,3
5700000,15,4,2021,3,Bundesliga,de GER,DF,14,1,64,18,66,M. John,Left,5
36000000,9,4,2021,5,Bundesliga,tr TUR,DF,14,1,74,20,78,O. Kabak,Right,4
2800000,4,4,2021,3,Bundesliga,,DF,19,1,50,23,72,A. Karazor,Right,4
7800000,14,4,2021,3,Bundesliga,de GER,DF,21,1,74,19,71,N. Katterbach,Left,4
1900000,9,4,2021,3,Bundesliga,de GER,DF,6,1,71,20,71,L. Kilian,Right,5
50000000,9,4,2021,5,Bundesliga,fr FRA,DF,14,1,79,21,80,I. Konaté,Right,5
40000000,7,4,2021,5,Bundesliga,fr FRA,DF,30,1,89,20,79,M. Lacroix,Right,5
37000000,4,4,2021,4,Bundesliga,at AUT,DF,3,1,86,23,83,K. Laimer,Right,5
4300000,6,4,2021,3,Bundesliga,de GER,DF,7,1,55,23,75,E. Löwen,Right,4
1400000,6,4,2021,3,Bundesliga,ao ANG,DF,21,1,77,23,69,A. Lucoqui,Left,4
2100000,13,4,2021,3,Bundesliga,de GER,DF,6,1,69,20,65,K. Ludewig,Right,4
6400000,12,4,2021,4,Bundesliga,es ESP,DF,5,1,78,23,68,Andrés Martín,Left,5
6400000,12,2,2021,4,Laliga2,es ESP,DF,5,1,78,23,68,Andrés Martín,Left,5
3600000,11,4,2021,3,Bundesliga,de GER,DF,18,1,89,19,67,R. Massimo,Right,4
140000,8,4,2021,3,Bundesliga,de GER,DF,1,1,62,20,62,H. Matriciani,Right,4
8500000,10,4,2021,3,Bundesliga,gr GRE,DF,21,1,79,22,74,K. Mavropanos,Right,4
4300000,11,4,2021,3,Bundesliga,de GER,DF,21,1,66,20,70,J. Mbom,Right,4
930000,6,4,2021,3,Bundesliga,be BEL,DF,16,1,74,22,68,N. De Medina,Right,4
1400000,6,4,2021,5,Bundesliga,ma MAR,DF,3,1,86,22,68,H. Mendyl,Left,4
5000000,6,4,2021,4,Bundesliga,es ESP,DF,16,1,65,23,75,Jorge Meré,Right,4
10000000,5,4,2021,3,Bundesliga,de GER,DF,27,1,77,23,75,M. Mittelstädt,Left,4
10000000,8,4,2021,4,Bundesliga,es ESP,DF,13,1,75,20,75,Mateu Morey,Right,4
36000000,6,4,2021,5,Bundesliga,fr FRA,DF,28,1,87,22,82,N. Mukiele,Right,5
430000,14,4,2021,3,Bundesliga,de GER,DF,2,1,66,19,62,S. Müller,Right,4
7100000,17,4,2021,3,Bundesliga,de GER,DF,11,1,69,17,67,L. Netz,Left,4
16000000,14,4,2021,5,Bundesliga,fr FRA,DF,6,1,68,18,73,T. Nianzou,Right,5
4300000,8,4,2021,5,Bundesliga,eng ENG,DF,24,1,67,21,71,R. Oxford,Right,3
570000,16,4,2021,3,Bundesliga,de GER,DF,1,1,64,19,60,M. Papela,Right,5
3600000,6,4,2021,3,Bundesliga,de GER,DF,7,1,72,22,71,F. Passlack,Right,4
1600000,5,4,2021,3,Bundesliga,dk DEN,DF,15,1,85,23,70,M. Pedersen,Left,3
10000000,6,4,2021,3,Bundesliga,de GER,DF,30,1,67,22,76,A. Pieper,Right,4
12000000,7,4,2021,4,Bundesliga,hr CRO,DF,10,1,78,22,77,M. Pongračić,Right,5
19000000,4,4,2021,4,Bundesliga,at AUT,DF,26,1,71,23,77,S. Posch,Right,5
11000000,14,4,2021,4,Bundesliga,us USA,DF,11,1,77,20,71,C. Richards,Right,5
3600000,7,4,2021,3,Bundesliga,no NOR,DF,24,1,64,22,68,J. Ryerson,Right,4
11000000,5,4,2021,3,Bundesliga,de GER,DF,24,1,77,23,73,K. Schlotterbeck,Left,4
11000000,10,4,2021,3,Bundesliga,de GER,DF,16,1,73,20,71,N. Schlotterbeck,Right,4
26000000,11,4,2021,5,Bundesliga,eng ENG,DF,23,1,81,20,76,R. Sessegnon,Left,5
360000,12,4,2021,3,Bundesliga,de GER,DF,1,1,67,20,64,T. Siersleben,Left,5
23000000,5,4,2021,4,Bundesliga,hr CRO,DF,26,1,81,22,77,B. Sosa,Left,4
23000000,5,4,2021,5,Bundesliga,nl NED,DF,32,1,88,23,77,J. St. Juste,Right,5
57000000,7,4,2021,5,Bundesliga,bf BFA,DF,31,1,76,21,83,E. Tapsoba,Right,5
1000000,16,4,2021,3,Bundesliga,de GER,DF,5,1,55,19,61,N. Tauer,Right,5
5000000,18,4,2021,3,Bundesliga,de GER,DF,19,1,66,18,68,M. Thiaw,Right,4
1700000,6,4,2021,3,Bundesliga,de GER,DF,6,1,60,22,66,S. Tigges,Left,4
13000000,8,4,2021,3,Bundesliga,de GER,DF,14,1,75,22,75,J. Torunarigha,Left,4
13000000,9,4,2021,4,Bundesliga,br BRA,DF,19,1,69,21,73,Tuta,Right,4
85000000,9,4,2021,5,Bundesliga,fr FRA,DF,29,1,89,21,83,D. Upamecano,Right,5
570000,17,4,2021,3,Bundesliga,de GER,DF,2,1,68,18,62,J. Wosz,Right,5
26000000,7,4,2021,5,Bundesliga,fr FRA,DF,9,1,66,21,80,D. Zagadou,Left,4
43000000,6,4,2021,5,Bundesliga,ch SUI,DF,25,1,85,23,83,D. Zakaria,Right,5
5700000,5,4,2021,5,Bundesliga,nl NED,DF,22,1,87,22,74,D. Zeefuik,Right,4
2600000,9,1,2021,3,Bundesliga2,gh GHA,DF,26,1,70,21,70,S. Ambrosius,Right,3
570000,6,1,2021,1,Bundesliga2,tg TOG,DF,15,1,76,22,68,F. Ananou,Right,2
360000,13,1,2021,3,Bundesliga2,de GER,DF,5,1,66,19,61,S. Asta,Right,3
320000,11,1,2021,3,Bundesliga2,de GER,DF,1,1,56,21,61,T. Baack,Right,2
780000,8,1,2021,3,Bundesliga2,de GER,DF,17,1,68,23,70,M. Bader,Right,3
430000,9,1,2021,4,Bundesliga2,gn GUI,DF,9,1,78,20,65,A. Barry,Right,3
3600000,8,1,2021,3,Bundesliga2,de GER,DF,29,1,59,20,69,M. Bauer,Right,3
