Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season
Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,22,2000,21.7,44.0,29,15.0,17.0,12.0,18.0,41.0,43.9,23.0,28.0,7.0,21.0,9,53.0,39.0,1.0,Bundesliga,2023-2024
Eren Dinkçi,de GER,"FW,MF",Heidenheim,21,2001,29.4,32.0,18,16.0,13.0,3.0,19.0,48.0,39.6,29.0,40.0,4.0,36.0,12,44.0,21.0,0.0,Bundesliga,2023-2024
Damion Downs,us USA,"FW,MF",Köln,19,2004,2.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,Bundesliga,2023-2024
Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,21,2002,6.5,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,1.0,7.0,1,1.0,4.0,0.0,Bundesliga,2023-2024
Tim Drexler,de GER,DF,Hoffenheim,18,2005,6.4,16.0,9,12.0,4.0,0.0,8.0,17.0,47.1,9.0,12.0,8.0,4.0,8,24.0,14.0,0.0,Bundesliga,2023-2024
Julien Duranville,be BEL,"FW,MF",Dortmund,17,2006,0.1,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2023-2024
Lilian Egloff,de GER,"MF,DF",Stuttgart,20,2002,1.2,4.0,1,3.0,1.0,0.0,2.0,4.0,50.0,2.0,3.0,1.0,2.0,1,5.0,0.0,0.0,Bundesliga,2023-2024
Hugo Ekitike,fr FRA,FW,Eint Frankfurt,21,2002,8.0,11.0,7,3.0,6.0,2.0,4.0,6.0,66.7,2.0,10.0,0.0,10.0,2,13.0,4.0,0.0,Bundesliga,2023-2024
Elif Elmas,mk MKD,"MF,FW",RB Leipzig,23,1999,3.0,8.0,6,1.0,6.0,1.0,6.0,8.0,75.0,2.0,5.0,0.0,5.0,1,9.0,2.0,0.0,Bundesliga,2023-2024
Arne Engels,be BEL,"MF,DF",Augsburg,19,2003,15.6,33.0,18,15.0,14.0,4.0,12.0,29.0,41.4,17.0,23.0,1.0,22.0,15,48.0,21.0,0.0,Bundesliga,2023-2024
Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,18,2004,0.8,3.0,3,1.0,2.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0,3.0,2.0,0.0,Bundesliga,2023-2024
Max Finkgräfe,de GER,"DF,FW",Köln,19,2004,19.5,65.0,39,40.0,25.0,0.0,39.0,74.0,52.7,35.0,35.0,10.0,25.0,22,87.0,39.0,0.0,Bundesliga,2023-2024
Kilian Fischer,de GER,"DF,MF",Wolfsburg,22,2000,3.2,8.0,6,4.0,3.0,1.0,2.0,5.0,40.0,3.0,8.0,1.0,7.0,1,9.0,12.0,0.0,Bundesliga,2023-2024
Bartol Franjić,hr CRO,MF,Darmstadt 98,23,2000,13.7,15.0,12,4.0,10.0,1.0,7.0,28.0,25.0,21.0,12.0,4.0,8.0,30,45.0,29.0,2.0,Bundesliga,2023-2024
Jeremie Frimpong,nl NED,DF,Leverkusen,22,2000,25.0,26.0,17,12.0,7.0,7.0,8.0,20.0,40.0,12.0,26.0,0.0,26.0,7,33.0,17.0,0.0,Bundesliga,2023-2024
Shiō Fukuda,jp JPN,"FW,MF",Gladbach,19,2004,0.4,2.0,0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,3.0,0.0,0.0,Bundesliga,2023-2024
Jamie Gittens,eng ENG,"FW,MF",Dortmund,18,2004,11.8,14.0,7,6.0,7.0,1.0,2.0,17.0,11.8,15.0,11.0,2.0,9.0,4,18.0,7.0,0.0,Bundesliga,2023-2024
Ryan Gravenberch,nl NED,FW,Bayern Munich,21,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Brajan Gruda,de GER,"MF,FW",Mainz 05,19,2004,18.2,22.0,14,5.0,11.0,6.0,14.0,24.0,58.3,10.0,15.0,0.0,15.0,5,27.0,4.0,0.0,Bundesliga,2023-2024
Ilia Gruev,bg BUL,MF,Werder Bremen,23,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Isak Hansen-Aarøen,no NOR,MF,Werder Bremen,18,2004,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,0.0,0.0,Bundesliga,2023-2024
Piero Hincapié,ec ECU,DF,Leverkusen,21,2002,16.5,35.0,22,14.0,17.0,4.0,13.0,17.0,76.5,4.0,18.0,7.0,11.0,13,48.0,43.0,0.0,Bundesliga,2023-2024
Adam Hložek,cz CZE,"MF,FW",Leverkusen,21,2002,5.1,10.0,4,2.0,4.0,4.0,3.0,7.0,42.9,4.0,4.0,1.0,3.0,2,12.0,1.0,0.0,Bundesliga,2023-2024
Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22,2001,14.2,17.0,11,5.0,7.0,5.0,7.0,22.0,31.8,15.0,28.0,0.0,28.0,4,21.0,3.0,0.0,Bundesliga,2023-2024
Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,23,1999,2.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0,0.0,4.0,0.0,Bundesliga,2023-2024
Denis Huseinbasic,ba BIH,MF,Köln,22,2001,18.1,38.0,18,17.0,15.0,6.0,20.0,31.0,64.5,11.0,26.0,1.0,25.0,13,51.0,14.0,0.0,Bundesliga,2023-2024
Joel Imasuen,us USA,FW,Werder Bremen,18,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Nuha Jatta,gm GAM,FW,RB Leipzig,17,2006,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
David Jurásek,cz CZE,DF,Hoffenheim,22,2000,5.5,14.0,11,13.0,1.0,0.0,7.0,17.0,41.2,10.0,7.0,2.0,5.0,3,17.0,22.0,1.0,Bundesliga,2023-2024
Ozan Kabak,tr TUR,DF,Hoffenheim,23,2000,25.4,48.0,35,32.0,14.0,2.0,19.0,33.0,57.6,14.0,43.0,21.0,22.0,46,94.0,106.0,2.0,Bundesliga,2023-2024
Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,21,2002,5.3,14.0,5,12.0,2.0,0.0,3.0,6.0,50.0,3.0,3.0,0.0,3.0,2,16.0,5.0,0.0,Bundesliga,2023-2024
Mikkel Kaufmann,dk DEN,FW,Union Berlin,22,2001,5.4,6.0,3,2.0,3.0,1.0,3.0,10.0,30.0,7.0,12.0,0.0,12.0,1,7.0,4.0,0.0,Bundesliga,2023-2024
Yannik Keitel,de GER,"DF,MF",Freiburg,23,2000,10.2,20.0,15,14.0,5.0,1.0,10.0,15.0,66.7,5.0,17.0,8.0,9.0,12,32.0,44.0,3.0,Bundesliga,2023-2024
Thomas Keller,de GER,"MF,FW",Heidenheim,23,1999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Aljoscha Kemlein,de GER,MF,Union Berlin,18,2004,0.3,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Luca Kilian,de GER,DF,Köln,23,1999,7.1,16.0,9,15.0,1.0,0.0,9.0,14.0,64.3,5.0,12.0,5.0,7.0,7,23.0,28.0,0.0,Bundesliga,2023-2024
Christoph Klarer,at AUT,DF,Darmstadt 98,23,2000,26.2,37.0,22,30.0,4.0,3.0,24.0,36.0,66.7,12.0,31.0,20.0,11.0,21,58.0,94.0,1.0,Bundesliga,2023-2024
Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,21,2002,23.4,43.0,26,17.0,16.0,10.0,17.0,31.0,54.8,14.0,40.0,3.0,37.0,20,63.0,15.0,0.0,Bundesliga,2023-2024
Mert Kömür,de GER,"MF,DF",Augsburg,18,2005,1.3,3.0,3,3.0,0.0,0.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,0,3.0,1.0,0.0,Bundesliga,2023-2024
Manu Koné,fr FRA,MF,Gladbach,22,2001,17.3,45.0,26,20.0,20.0,5.0,17.0,25.0,68.0,8.0,22.0,1.0,21.0,15,60.0,16.0,1.0,Bundesliga,2023-2024
Odilon Kossounou,ci CIV,DF,Leverkusen,22,2001,20.1,30.0,20,11.0,12.0,7.0,15.0,26.0,57.7,11.0,27.0,3.0,24.0,27,57.0,43.0,1.0,Bundesliga,2023-2024
Matej Kovar,cz CZE,GK,Leverkusen,23,2000,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Frans Krätzig,de GER,DF,Bayern Munich,20,2003,0.6,2.0,0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Bundesliga,2023-2024
Tom Krauß,de GER,MF,Mainz 05,22,2001,15.0,57.0,33,22.0,31.0,4.0,21.0,58.0,36.2,37.0,33.0,4.0,29.0,17,74.0,28.0,0.0,Bundesliga,2023-2024
Mahmut Kücüksahin,,MF,Augsburg,19,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Maxence Lacroix,fr FRA,DF,Wolfsburg,23,2000,26.2,48.0,29,28.0,18.0,2.0,29.0,41.0,70.7,12.0,35.0,12.0,23.0,24,72.0,121.0,0.0,Bundesliga,2023-2024
Hugo Larsson,se SWE,MF,Eint Frankfurt,19,2004,21.0,32.0,18,18.0,10.0,4.0,15.0,28.0,53.6,13.0,34.0,7.0,27.0,29,61.0,30.0,1.0,Bundesliga,2023-2024
Jamie Leweling,de GER,"FW,MF",Stuttgart,22,2001,16.9,18.0,10,4.0,6.0,8.0,5.0,17.0,29.4,12.0,21.0,1.0,20.0,5,23.0,13.0,0.0,Bundesliga,2023-2024
Matthijs de Ligt,nl NED,DF,Bayern Munich,23,1999,15.4,15.0,12,4.0,8.0,3.0,6.0,11.0,54.5,5.0,14.0,10.0,4.0,19,34.0,52.0,0.0,Bundesliga,2023-2024
Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,23,2000,0.9,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2023-2024
Castello Lukeba,fr FRA,DF,RB Leipzig,20,2002,24.3,19.0,12,10.0,9.0,0.0,10.0,12.0,83.3,2.0,35.0,13.0,22.0,12,31.0,94.0,2.0,Bundesliga,2023-2024
Ian Maatsen,nl NED,DF,Dortmund,21,2002,14.0,30.0,22,15.0,9.0,6.0,16.0,30.0,53.3,14.0,22.0,4.0,18.0,13,43.0,26.0,0.0,Bundesliga,2023-2024
Jordy Makengo,fr FRA,DF,Freiburg,21,2001,11.4,17.0,11,11.0,5.0,1.0,6.0,10.0,60.0,4.0,16.0,4.0,12.0,11,28.0,37.0,0.0,Bundesliga,2023-2024
Julián Malatini,ar ARG,DF,Werder Bremen,22,2001,6.7,18.0,13,12.0,3.0,3.0,16.0,24.0,66.7,8.0,8.0,1.0,7.0,13,31.0,26.0,0.0,Bundesliga,2023-2024
Lennard Maloney,us USA,MF,Heidenheim,23,1999,25.4,43.0,26,14.0,24.0,5.0,25.0,59.0,42.4,34.0,33.0,9.0,24.0,25,68.0,88.0,0.0,Bundesliga,2023-2024
David Mamutovic,de GER,"FW,DF",Mainz 05,22,2000,0.1,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2023-2024
Eric Martel,de GER,MF,Köln,21,2002,27.3,70.0,43,32.0,34.0,4.0,37.0,67.0,55.2,30.0,65.0,19.0,46.0,43,113.0,80.0,0.0,Bundesliga,2023-2024
Roberto Massimo,de GER,"FW,DF",Stuttgart,22,2000,0.9,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Bundesliga,2023-2024
Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,18,2005,2.0,3.0,1,0.0,3.0,0.0,1.0,4.0,25.0,3.0,2.0,0.0,2.0,1,4.0,1.0,0.0,Bundesliga,2023-2024
Noah Mbamba,be BEL,MF,Leverkusen,18,2005,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Bundesliga,2023-2024
Nathanael Mbuku,cd COD,FW,Augsburg,21,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Enzo Millot,fr FRA,"MF,FW",Stuttgart,21,2002,24.9,40.0,22,9.0,21.0,10.0,18.0,39.0,46.2,21.0,24.0,2.0,22.0,16,56.0,7.0,1.0,Bundesliga,2023-2024
Jovan Milošević,rs SRB,"FW,MF",Stuttgart,18,2005,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Marko Mladenović,rs SRB,MF,Eint Frankfurt,18,2005,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Mateu Morey,es ESP,DF,Dortmund,23,2000,1.2,2.0,2,1.0,1.0,0.0,2.0,4.0,50.0,2.0,3.0,1.0,2.0,1,3.0,3.0,0.0,Bundesliga,2023-2024
Youssoufa Moukoko,de GER,FW,Dortmund,18,2004,6.9,4.0,1,2.0,2.0,0.0,3.0,7.0,42.9,4.0,4.0,1.0,3.0,2,6.0,4.0,0.0,Bundesliga,2023-2024
Andreas Müller,de GER,MF,Darmstadt 98,23,2000,3.9,14.0,9,8.0,5.0,1.0,4.0,9.0,44.4,5.0,5.0,2.0,3.0,4,18.0,5.0,0.0,Bundesliga,2023-2024
Marcus Müller,de GER,MF,Mainz 05,20,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Jamal Musiala,de GER,"MF,FW",Bayern Munich,20,2003,19.5,40.0,25,9.0,21.0,10.0,14.0,36.0,38.9,22.0,25.0,1.0,24.0,16,56.0,5.0,0.0,Bundesliga,2023-2024
Nathan N'Goumou,fr FRA,"FW,MF",Gladbach,23,2000,15.4,37.0,22,17.0,18.0,2.0,16.0,34.0,47.1,18.0,22.0,0.0,22.0,5,42.0,17.0,1.0,Bundesliga,2023-2024
Luca Netz,de GER,DF,Gladbach,20,2003,24.7,38.0,22,19.0,16.0,3.0,23.0,43.0,53.5,20.0,36.0,10.0,26.0,22,60.0,76.0,1.0,Bundesliga,2023-2024
Jessic Ngankam,de GER,"FW,MF",Mainz 05,23,2000,2.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,1.0,2.0,3,4.0,0.0,0.0,Bundesliga,2023-2024
Jessic Ngankam,de GER,FW,Eint Frankfurt,23,2000,3.1,3.0,2,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,3.0,1.0,0.0,Bundesliga,2023-2024
Justin Njinmah,de GER,FW,Werder Bremen,22,2000,11.3,5.0,1,2.0,2.0,1.0,3.0,9.0,33.3,6.0,9.0,1.0,8.0,2,7.0,6.0,0.0,Bundesliga,2023-2024
Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,22,2000,14.5,54.0,30,34.0,17.0,3.0,29.0,64.0,45.3,35.0,30.0,2.0,28.0,16,70.0,30.0,0.0,Bundesliga,2023-2024
Felix Nmecha,de GER,MF,Dortmund,22,2000,11.3,19.0,13,7.0,8.0,4.0,11.0,22.0,50.0,11.0,18.0,5.0,13.0,11,30.0,19.0,0.0,Bundesliga,2023-2024
Jonathan Norbye,no NOR,MF,RB Leipzig,16,2007,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Tim Oermann,de GER,DF,Bochum,19,2003,7.9,19.0,11,11.0,4.0,4.0,9.0,14.0,64.3,5.0,15.0,6.0,9.0,2,21.0,22.0,0.0,Bundesliga,2023-2024
Finn Ole Becker,de GER,MF,Hoffenheim,23,2000,6.7,10.0,9,8.0,2.0,0.0,4.0,17.0,23.5,13.0,9.0,1.0,8.0,1,11.0,10.0,0.0,Bundesliga,2023-2024
Mathias Olesen,lu LUX,"MF,FW",Köln,22,2001,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,2.0,2.0,0.0,Bundesliga,2023-2024
Loïs Openda,be BEL,FW,RB Leipzig,23,2000,30.0,3.0,3,0.0,1.0,2.0,0.0,6.0,0.0,6.0,19.0,3.0,16.0,5,8.0,14.0,0.0,Bundesliga,2023-2024
Leon Opitz,de GER,"FW,DF",Werder Bremen,18,2005,0.2,2.0,2,1.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Bundesliga,2023-2024
Patrick Osterhage,de GER,MF,Bochum,23,2000,20.7,38.0,26,14.0,23.0,1.0,17.0,36.0,47.2,19.0,36.0,9.0,27.0,27,65.0,32.0,1.0,Bundesliga,2023-2024
Willian Pacho,ec ECU,DF,Eint Frankfurt,21,2001,33.0,62.0,37,38.0,23.0,1.0,31.0,53.0,58.5,22.0,51.0,22.0,29.0,47,109.0,152.0,2.0,Bundesliga,2023-2024
Antonios Papadopoulos,de GER,DF,Dortmund,23,1999,1.3,6.0,3,6.0,0.0,0.0,6.0,7.0,85.7,1.0,3.0,2.0,1.0,2,8.0,7.0,0.0,Bundesliga,2023-2024
Merveille Papela,de GER,"MF,DF",Mainz 05,22,2001,2.9,5.0,4,2.0,3.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,4,9.0,2.0,0.0,Bundesliga,2023-2024
Kevin Paredes,us USA,"FW,MF",Wolfsburg,20,2003,15.9,42.0,21,22.0,13.0,7.0,20.0,34.0,58.8,14.0,27.0,2.0,25.0,23,65.0,26.0,0.0,Bundesliga,2023-2024
Aleksandar Pavlovic,de GER,MF,Bayern Munich,19,2004,13.6,28.0,16,10.0,14.0,4.0,17.0,33.0,51.5,16.0,13.0,3.0,10.0,17,45.0,12.0,0.0,Bundesliga,2023-2024
Dženan Pejčinović,de GER,FW,Wolfsburg,18,2005,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Daniel Peretz,il ISR,GK,Bayern Munich,23,2000,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bundesliga,2023-2024
Matteo Perez Vinlöf,se SWE,FW,Bayern Munich,17,2005,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Bundesliga,2023-2024
Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,23,1999,1.6,2.0,1,1.0,0.0,1.0,2.0,7.0,28.6,5.0,5.0,1.0,4.0,0,2.0,1.0,0.0,Bundesliga,2023-2024
Patric Pfeiffer,de GER,DF,Augsburg,23,1999,5.7,11.0,7,6.0,4.0,1.0,5.0,6.0,83.3,1.0,10.0,6.0,4.0,11,22.0,21.0,0.0,Bundesliga,2023-2024
Marvin Pieringer,de GER,"MF,FW",Heidenheim,23,1999,16.8,19.0,12,5.0,11.0,3.0,8.0,20.0,40.0,12.0,28.0,4.0,24.0,12,31.0,21.0,0.0,Bundesliga,2023-2024
Ole Pohlmann,de GER,MF,Dortmund,22,2001,0.6,1.0,0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Bundesliga,2023-2024
Gustavo Puerta,co COL,"DF,MF",Leverkusen,20,2003,0.5,5.0,3,2.0,2.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,5.0,0.0,0.0,Bundesliga,2023-2024
Luca Raimund,de GER,"FW,MF",Stuttgart,18,2005,0.3,3.0,1,2.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,3.0,0.0,0.0,Bundesliga,2023-2024
Grant Ranos,am ARM,"MF,FW",Gladbach,20,2003,0.5,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bundesliga,2023-2024
Rocco Reitz,de GER,MF,Gladbach,21,2002,23.7,61.0,36,28.0,29.0,4.0,28.0,55.0,50.9,27.0,61.0,20.0,41.0,44,105.0,31.0,1.0,Bundesliga,2023-2024
Gio Reyna,us USA,"MF,FW",Dortmund,20,2002,3.1,9.0,6,3.0,4.0,2.0,2.0,5.0,40.0,3.0,5.0,1.0,4.0,2,11.0,5.0,0.0,Bundesliga,2023-2024
Clemens Riedel,de GER,DF,Darmstadt 98,20,2003,8.4,22.0,13,16.0,5.0,1.0,15.0,24.0,62.5,9.0,11.0,3.0,8.0,11,33.0,26.0,0.0,Bundesliga,2023-2024
Merlin Röhl,de GER,"MF,FW",Freiburg,21,2002,16.4,21.0,13,10.0,9.0,2.0,8.0,21.0,38.1,13.0,27.0,3.0,24.0,9,30.0,22.0,0.0,Bundesliga,2023-2024
Anthony Rouault,fr FRA,DF,Stuttgart,22,2001,11.2,21.0,12,14.0,5.0,2.0,13.0,21.0,61.9,8.0,14.0,8.0,6.0,8,29.0,28.0,0.0,Bundesliga,2023-2024
Jadon Sancho,eng ENG,"FW,MF",Dortmund,23,2000,10.5,5.0,4,1.0,3.0,1.0,0.0,4.0,0.0,4.0,11.0,0.0,11.0,4,9.0,6.0,0.0,Bundesliga,2023-2024
Amin Sarr,se SWE,"FW,MF",Wolfsburg,22,2001,4.3,3.0,2,1.0,2.0,0.0,1.0,2.0,50.0,1.0,6.0,1.0,5.0,2,5.0,1.0,0.0,Bundesliga,2023-2024
Joe Scally,us USA,DF,Gladbach,20,2002,24.8,41.0,28,21.0,17.0,3.0,23.0,40.0,57.5,17.0,31.0,11.0,20.0,18,59.0,78.0,2.0,Bundesliga,2023-2024
Nico Schlotterbeck,de GER,DF,Dortmund,23,1999,31.8,70.0,50,36.0,27.0,7.0,41.0,65.0,63.1,24.0,52.0,25.0,27.0,45,115.0,101.0,3.0,Bundesliga,2023-2024
Romano Schmid,at AUT,"MF,FW",Werder Bremen,23,2000,28.9,35.0,20,7.0,22.0,6.0,14.0,46.0,30.4,32.0,36.0,7.0,29.0,11,46.0,17.0,2.0,Bundesliga,2023-2024
Kenneth Schmidt,de GER,DF,Freiburg,21,2002,0.8,2.0,2,2.0,0.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,1,3.0,2.0,0.0,Bundesliga,2023-2024
Nicolas Seiwald,at AUT,MF,RB Leipzig,22,2001,8.0,33.0,18,16.0,15.0,2.0,16.0,25.0,64.0,9.0,12.0,2.0,10.0,8,41.0,15.0,0.0,Bundesliga,2023-2024
Benjamin Šeško,si SVN,FW,RB Leipzig,20,2003,17.0,13.0,5,2.0,7.0,4.0,2.0,9.0,22.2,7.0,23.0,2.0,21.0,3,16.0,27.0,0.0,Bundesliga,2023-2024
Kevin Sessa,de GER,"MF,FW",Heidenheim,23,2000,11.2,17.0,10,9.0,6.0,2.0,7.0,16.0,43.8,9.0,12.0,1.0,11.0,4,21.0,17.0,0.0,Bundesliga,2023-2024
Tim Siersleben,de GER,DF,Heidenheim,23,2000,10.1,27.0,11,21.0,6.0,0.0,8.0,20.0,40.0,12.0,16.0,10.0,6.0,21,48.0,29.0,1.0,Bundesliga,2023-2024
Kiliann Sildillia,fr FRA,DF,Freiburg,21,2002,20.1,43.0,19,28.0,8.0,7.0,26.0,42.0,61.9,16.0,33.0,15.0,18.0,22,65.0,64.0,0.0,Bundesliga,2023-2024
Mohamed Simakan,fr FRA,DF,RB Leipzig,23,2000,23.8,48.0,29,28.0,19.0,1.0,32.0,44.0,72.7,12.0,36.0,14.0,22.0,29,77.0,69.0,0.0,Bundesliga,2023-2024
Xavi Simons,nl NED,MF,RB Leipzig,20,2003,29.5,30.0,17,10.0,11.0,9.0,15.0,31.0,48.4,16.0,23.0,0.0,23.0,16,46.0,4.0,0.0,Bundesliga,2023-2024
Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,22,2000,3.9,7.0,3,7.0,0.0,0.0,4.0,5.0,80.0,1.0,3.0,1.0,2.0,6,13.0,23.0,1.0,Bundesliga,2023-2024
Josip Stanišić,hr CRO,DF,Leverkusen,23,2000,14.0,38.0,20,19.0,13.0,6.0,22.0,33.0,66.7,11.0,18.0,3.0,15.0,9,47.0,26.0,0.0,Bundesliga,2023-2024
Leonidas Stergiou,ch SUI,DF,Stuttgart,21,2002,6.6,15.0,8,7.0,7.0,1.0,9.0,13.0,69.2,4.0,8.0,1.0,7.0,5,20.0,13.0,0.0,Bundesliga,2023-2024
Angelo Stiller,de GER,MF,Hoffenheim,22,2001,0.9,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,0.0,3.0,0.0,Bundesliga,2023-2024
Angelo Stiller,de GER,MF,Stuttgart,22,2001,29.9,55.0,33,15.0,34.0,6.0,24.0,42.0,57.1,18.0,41.0,13.0,28.0,28,83.0,25.0,2.0,Bundesliga,2023-2024
Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,23,2000,1.7,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Bundesliga,2023-2024
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,18,2005,11.7,12.0,2,3.0,4.0,5.0,4.0,6.0,66.7,2.0,11.0,0.0,11.0,6,18.0,6.0,0.0,Bundesliga,2023-2024
Jan Thielmann,de GER,"FW,DF",Köln,21,2002,17.5,28.0,18,13.0,9.0,6.0,12.0,24.0,50.0,12.0,31.0,6.0,25.0,8,36.0,28.0,0.0,Bundesliga,2023-2024
Umut Tohumcu,de GER,MF,Hoffenheim,18,2004,11.2,16.0,12,9.0,7.0,0.0,6.0,19.0,31.6,13.0,11.0,1.0,10.0,6,22.0,12.0,0.0,Bundesliga,2023-2024
Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21,2002,11.5,5.0,2,3.0,0.0,2.0,1.0,6.0,16.7,5.0,13.0,0.0,13.0,3,8.0,9.0,0.0,Bundesliga,2023-2024
Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,18,2005,1.7,1.0,0,1.0,0.0,0.0,1.0,8.0,12.5,7.0,1.0,0.0,1.0,1,2.0,1.0,0.0,Bundesliga,2023-2024
Lukas Ullrich,de GER,"DF,FW",Gladbach,19,2004,0.5,1.0,0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Bundesliga,2023-2024
