Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League,Season,Tackles %,keeper_GA,defense_Tkl+Int,defense_Blocks,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Clr,defense_Tkl%,defense_Tkl,defense_Int,Team_Def_Score,Team_Def_Score_Norm,Tackles_Contribution,Tackles Won_Contribution,Interceptions_Contribution,Blocks_Contribution,Clearances_Contribution,Tackles (Def 3rd)_Contribution,Tackles (Mid 3rd)_Contribution,Tackles %_Contribution,Total_Player_Contribution,Role_Adjustment,Final_Contribution_Index
William Saliba,fr FRA,DF,Arsenal,22,2001,38.0,41.0,26,28.0,12.0,1.0,20.0,27.0,74.1,7.0,32.0,17.0,15.0,29,70.0,81.0,3.0,PremierLeague,2023-2024,157.69230769230768,29,902,412,348,257,246,107,515,49.9,610,292,0.034482758620689655,0.6157635467980294,0.06721311475409836,0.07471264367816093,0.09931506849315068,0.07766990291262135,0.15728155339805824,0.10894941634241245,0.04878048780487805,3.160166486819793,3.7940886742031736,1.0,2.3362614988935793
Albert Sambi Lokonga,be BEL,MF,Luton Town,23,1999,14.5,29.0,18,14.0,12.0,3.0,17.0,24.0,70.8,7.0,23.0,13.0,10.0,11,40.0,14.0,0.0,PremierLeague,2023-2024,161.11111111111111,85,979,493,368,330,236,88,916,48.5,654,325,0.011764705882352941,0.05322128851540614,0.04434250764525994,0.04891304347826087,0.033846153846153845,0.04665314401622718,0.015283842794759825,0.04242424242424243,0.05084745762711865,3.3218785796105386,3.6041889714425612,0.6,0.11509174866791366
Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23,2000,0.9,1.0,0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1,2.0,0.0,0.0,PremierLeague,2023-2024,inf,58,989,534,409,334,240,102,884,48.8,676,313,0.017241379310344827,0.18883415435139567,0.0014792899408284023,0.0,0.003194888178913738,0.0018726591760299626,0.0,0.0029940119760479044,0.0,0.0,0.009540849271820008,0.44999999999999996,0.0008107371918172171
Andrey Santos,br BRA,MF,Nott'ham Forest,19,2004,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,PremierLeague,2023-2024,,67,1059,489,430,437,219,72,968,53.5,728,331,0.014925373134328358,0.13148542999289264,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.002044989775051125,0.6,0.0001613318159421996
Dane Scarlett,eng ENG,FW,Tottenham,19,2004,0.2,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,PremierLeague,2023-2024,100.0,61,1079,445,451,335,264,125,707,52.1,724,355,0.01639344262295082,0.16783762685402026,0.0013812154696132596,0.0022172949002217295,0.0,0.0,0.0,0.0,0.0,1.9193857965451055,1.9229843069149406,0.3,0.09682473676503796
Kevin Schade,de GER,"FW,MF",Brentford,21,2001,3.7,3.0,1,1.0,2.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,1,4.0,4.0,0.0,PremierLeague,2023-2024,300.0,65,1055,474,399,349,250,78,903,45.5,677,378,0.015384615384615385,0.14285714285714285,0.004431314623338257,0.002506265664160401,0.0026455026455026454,0.004219409282700422,0.004429678848283499,0.0028653295128939827,0.008,6.593406593406593,6.622504093983473,0.44999999999999996,0.42573240604179463
Alex Scott,eng ENG,MF,Bournemouth,19,2003,11.3,24.0,15,8.0,10.0,6.0,12.0,28.0,42.9,16.0,14.0,4.0,10.0,12,36.0,18.0,2.0,PremierLeague,2023-2024,160.0,67,1050,504,410,301,281,111,817,47.2,693,357,0.014925373134328358,0.13148542999289264,0.03463203463203463,0.036585365853658534,0.03361344537815126,0.027777777777777776,0.022031823745410038,0.026578073089700997,0.03558718861209965,3.389830508474576,3.606636217563409,0.6,0.2845320683365588
Antoine Semenyo,gh GHA,FW,Bournemouth,23,2000,23.4,24.0,17,7.0,9.0,8.0,9.0,27.0,33.3,18.0,39.0,2.0,37.0,6,30.0,21.0,0.0,PremierLeague,2023-2024,141.1764705882353,67,1050,504,410,301,281,111,817,47.2,693,357,0.014925373134328358,0.13148542999289264,0.03463203463203463,0.041463414634146344,0.01680672268907563,0.07738095238095238,0.025703794369645042,0.023255813953488372,0.03202846975088968,2.991026919242273,3.2422981216525053,0.3,0.12789448880718834
Fábio Silva,pt POR,FW,Wolves,21,2002,2.9,7.0,4,3.0,4.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,2,9.0,0.0,0.0,PremierLeague,2023-2024,175.0,65,1023,506,430,415,247,77,828,51.4,739,284,0.015384615384615385,0.14285714285714285,0.009472259810554804,0.009302325581395349,0.007042253521126761,0.001976284584980237,0.0,0.007228915662650603,0.016194331983805668,3.404669260700389,3.4558856318449025,0.3,0.14810938422192438
Oliver Skipp,eng ENG,"MF,DF",Tottenham,22,2000,7.9,18.0,12,9.0,6.0,3.0,11.0,18.0,61.1,7.0,12.0,1.0,11.0,3,21.0,9.0,0.0,PremierLeague,2023-2024,150.0,61,1079,445,451,335,264,125,707,52.1,724,355,0.01639344262295082,0.16783762685402026,0.024861878453038673,0.026607538802660754,0.008450704225352112,0.02696629213483146,0.01272984441301273,0.026865671641791045,0.022727272727272728,2.8790786948176583,3.028287897215618,0.8,0.40660852327953645
Emile Smith Rowe,eng ENG,MF,Arsenal,23,2000,3.9,4.0,1,2.0,2.0,0.0,2.0,4.0,50.0,2.0,3.0,1.0,2.0,3,7.0,1.0,0.0,PremierLeague,2023-2024,400.0,29,902,412,348,257,246,107,515,49.9,610,292,0.034482758620689655,0.6157635467980294,0.006557377049180328,0.0028735632183908046,0.010273972602739725,0.007281553398058253,0.001941747572815534,0.007782101167315175,0.008130081300813009,8.016032064128257,8.06087246043757,0.6,2.9781548499153576
Dominik Szoboszlai,hu HUN,MF,Liverpool,22,2000,23.4,32.0,19,12.0,12.0,8.0,16.0,50.0,32.0,34.0,37.0,2.0,35.0,15,47.0,16.0,1.0,PremierLeague,2023-2024,168.42105263157893,41,969,475,418,274,290,113,583,44.4,677,292,0.024390243902439025,0.3658536585365853,0.047267355982274745,0.045454545454545456,0.05136986301369863,0.07789473684210527,0.0274442538593482,0.043795620437956206,0.041379310344827586,3.7932669511616877,4.127872637096444,0.6,0.9061183837528778
Jimi Tauriainen,eng ENG,FW,Chelsea,19,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague,2023-2024,,63,961,448,376,325,235,103,785,51.3,663,298,0.015873015873015872,0.15495086923658347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Nuno Tavares,pt POR,DF,Nott'ham Forest,23,2000,5.1,11.0,7,9.0,1.0,1.0,8.0,9.0,88.9,1.0,6.0,0.0,6.0,1,12.0,21.0,0.0,PremierLeague,2023-2024,157.14285714285714,67,1059,489,430,437,219,72,968,53.5,728,331,0.014925373134328358,0.13148542999289264,0.01510989010989011,0.01627906976744186,0.0030211480362537764,0.012269938650306749,0.02169421487603306,0.020594965675057208,0.0045662100456621,2.937249666221629,3.0307851033822737,1.0,0.39850408253427183
Luke Thomas,eng ENG,DF,Sheffield Utd,22,2001,10.2,20.0,9,13.0,6.0,1.0,8.0,14.0,57.1,6.0,23.0,5.0,18.0,10,30.0,27.0,0.0,PremierLeague,2023-2024,222.22222222222223,104,1057,514,405,375,248,86,1042,47.1,709,348,0.009615384615384616,0.0,0.028208744710860368,0.022222222222222223,0.028735632183908046,0.04474708171206226,0.025911708253358926,0.034666666666666665,0.024193548387096774,4.718093890068412,4.926779494204587,1.0,0.0
Jurriën Timber,nl NED,DF,Arsenal,22,2001,0.8,2.0,2,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,2.0,1.0,0.0,PremierLeague,2023-2024,100.0,29,902,412,348,257,246,107,515,49.9,610,292,0.034482758620689655,0.6157635467980294,0.003278688524590164,0.005747126436781609,0.0,0.0024271844660194173,0.001941747572815534,0.0038910505836575876,0.0040650406504065045,2.0040080160320644,2.025358854266335,1.0,1.2471421516418317
Sandro Tonali,it ITA,MF,Newcastle Utd,23,2000,4.9,7.0,7,4.0,2.0,1.0,3.0,9.0,33.3,6.0,3.0,0.0,3.0,2,9.0,4.0,0.0,PremierLeague,2023-2024,100.0,62,946,497,391,316,254,91,682,44.3,661,285,0.016129032258064516,0.16129032258064513,0.01059001512859304,0.017902813299232736,0.007017543859649123,0.006036217303822937,0.005865102639296188,0.012658227848101266,0.007874015748031496,2.2573363431151243,2.325280278941851,0.6,0.2250271237685662
James Trafford,eng ENG,GK,Burnley,20,2002,28.0,2.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1,3.0,18.0,1.0,PremierLeague,2023-2024,200.0,78,887,477,342,282,247,78,837,48.6,607,280,0.01282051282051282,0.0793650793650793,0.0032948929159802307,0.0029239766081871343,0.0035714285714285713,0.0,0.021505376344086023,0.0070921985815602835,0.0,4.11522633744856,4.153614210469802,0.5,0.16482596073292852
Bénie Traoré,ci CIV,"FW,MF",Sheffield Utd,20,2002,4.3,4.0,2,1.0,2.0,1.0,0.0,4.0,0.0,4.0,4.0,1.0,3.0,1,5.0,1.0,0.0,PremierLeague,2023-2024,200.0,104,1057,514,405,375,248,86,1042,47.1,709,348,0.009615384615384616,0.0,0.005641748942172073,0.0049382716049382715,0.0028735632183908046,0.007782101167315175,0.0009596928982725527,0.0026666666666666666,0.008064516129032258,4.246284501061571,4.2792110616883585,0.44999999999999996,0.0
Boubacar Traoré,ml MLI,MF,Wolves,21,2001,9.1,35.0,23,16.0,17.0,2.0,9.0,21.0,42.9,12.0,12.0,2.0,10.0,5,40.0,7.0,0.0,PremierLeague,2023-2024,152.17391304347828,65,1023,506,430,415,247,77,828,51.4,739,284,0.015384615384615385,0.14285714285714285,0.04736129905277402,0.053488372093023255,0.017605633802816902,0.023715415019762844,0.008454106280193236,0.03855421686746988,0.06882591093117409,2.960581965826426,3.21858691987364,0.6,0.275878878846312
Destiny Udogie,it ITA,DF,Tottenham,20,2002,26.6,68.0,33,41.0,16.0,11.0,27.0,49.0,55.1,22.0,27.0,8.0,19.0,37,105.0,80.0,5.0,PremierLeague,2023-2024,206.06060606060606,61,1079,445,451,335,264,125,707,52.1,724,355,0.01639344262295082,0.16783762685402026,0.09392265193370165,0.07317073170731707,0.10422535211267606,0.060674157303370786,0.11315417256011315,0.12238805970149254,0.06060606060606061,3.9550980050020357,4.583239190926768,1.0,0.7692399891094885
Lesley Ugochukwu,fr FRA,MF,Chelsea,19,2004,3.3,14.0,10,4.0,8.0,2.0,4.0,10.0,40.0,6.0,6.0,2.0,4.0,1,15.0,5.0,0.0,PremierLeague,2023-2024,140.0,63,961,448,376,325,235,103,785,51.3,663,298,0.015873015873015872,0.15495086923658347,0.021116138763197588,0.026595744680851064,0.003355704697986577,0.013392857142857142,0.006369426751592357,0.012307692307692308,0.03404255319148936,2.7290448343079925,2.846224951843659,0.6,0.2646150181986167
Alejo Véliz,ar ARG,FW,Tottenham,19,2003,0.6,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,PremierLeague,2023-2024,inf,61,1079,445,451,335,264,125,707,52.1,724,355,0.01639344262295082,0.16783762685402026,0.0013812154696132596,0.0,0.0,0.0,0.0,0.0029850746268656717,0.0,0.0,0.004366290096478931,0.3,0.00021984833038477046
Micky van de Ven,nl NED,DF,Tottenham,22,2001,26.0,49.0,35,34.0,12.0,3.0,24.0,33.0,72.7,9.0,25.0,15.0,10.0,18,67.0,78.0,1.0,PremierLeague,2023-2024,140.0,61,1079,445,451,335,264,125,707,52.1,724,355,0.01639344262295082,0.16783762685402026,0.06767955801104972,0.07760532150776053,0.05070422535211268,0.056179775280898875,0.11032531824611033,0.10149253731343283,0.045454545454545456,2.6871401151631478,3.196581396329058,1.0,0.5365066356055795
Bart Verbruggen,nl NED,GK,Brighton,20,2002,21.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,11.0,3.0,PremierLeague,2023-2024,100.0,62,932,437,366,292,252,100,603,46.7,644,288,0.016129032258064516,0.16129032258064513,0.0015527950310559005,0.00273224043715847,0.0,0.0,0.01824212271973466,0.003424657534246575,0.0,2.141327623126338,2.1672794388485337,0.5,0.1747805999071398
Fabio Vieira,pt POR,"MF,FW",Arsenal,23,2000,3.3,3.0,2,2.0,0.0,1.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2,5.0,2.0,0.0,PremierLeague,2023-2024,150.0,29,902,412,348,257,246,107,515,49.9,610,292,0.034482758620689655,0.6157635467980294,0.004918032786885246,0.005747126436781609,0.00684931506849315,0.0,0.003883495145631068,0.007782101167315175,0.0,3.006012024048096,3.0351920946532025,0.44999999999999996,0.8410322922376481
Lewis Warrington,eng ENG,FW,Everton,20,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,PremierLeague,2023-2024,,51,1101,479,442,371,261,111,882,49.5,743,358,0.0196078431372549,0.24743230625583562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Deivid Washington,br BRA,"DF,FW",Chelsea,18,2005,0.1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,PremierLeague,2023-2024,100.0,63,961,448,376,325,235,103,785,51.3,663,298,0.015873015873015872,0.15495086923658347,0.0015082956259426848,0.0026595744680851063,0.0,0.0,0.0,0.003076923076923077,0.0,1.9493177387914231,1.956562531962374,0.65,0.19706119227814534
Adam Wharton,eng ENG,MF,Crystal Palace,19,2004,14.4,48.0,32,18.0,22.0,8.0,23.0,46.0,50.0,23.0,17.0,3.0,14.0,20,68.0,24.0,1.0,PremierLeague,2023-2024,150.0,58,1111,456,464,373,301,114,927,55.3,788,323,0.017241379310344827,0.18883415435139567,0.06091370558375635,0.06896551724137931,0.06191950464396285,0.03728070175438596,0.025889967637540454,0.04825737265415549,0.07308970099667775,2.7124773960217,3.088793866533558,0.6,0.34996186665158524
Ethan Wheatley,eng ENG,FW,Manchester Utd,17,2006,0.2,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,2,3.0,0.0,0.0,PremierLeague,2023-2024,100.0,58,989,534,409,334,240,102,884,48.8,676,313,0.017241379310344827,0.18883415435139567,0.0014792899408284023,0.0024449877750611247,0.006389776357827476,0.003745318352059925,0.0,0.0,0.004166666666666667,2.0491803278688527,2.0674063669612965,0.3,0.11711907990174827
Joe White,eng ENG,MF,Newcastle Utd,20,2002,0.1,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,PremierLeague,2023-2024,100.0,62,946,497,391,316,254,91,682,44.3,661,285,0.016129032258064516,0.16129032258064513,0.0015128593040847202,0.0025575447570332483,0.0,0.0,0.0,0.0031645569620253164,0.0,2.2573363431151243,2.2645713041382676,0.6,0.21915206169080007
Neco Williams,wls WAL,DF,Nott'ham Forest,22,2001,18.2,69.0,40,42.0,18.0,9.0,35.0,56.0,62.5,21.0,44.0,13.0,31.0,22,91.0,53.0,0.0,PremierLeague,2023-2024,172.5,67,1059,489,430,437,219,72,968,53.5,728,331,0.014925373134328358,0.13148542999289264,0.09478021978021978,0.09302325581395349,0.06646525679758308,0.08997955010224949,0.05475206611570248,0.09610983981693363,0.0821917808219178,3.2242990654205608,3.8016010346691207,1.0,0.4998551467048949
Joe Willock,eng ENG,MF,Newcastle Utd,23,1999,4.7,13.0,7,7.0,6.0,0.0,4.0,11.0,36.4,7.0,7.0,0.0,7.0,1,14.0,1.0,0.0,PremierLeague,2023-2024,185.71428571428572,62,946,497,391,316,254,91,682,44.3,661,285,0.016129032258064516,0.16129032258064513,0.019667170953101363,0.017902813299232736,0.0035087719298245615,0.014084507042253521,0.001466275659824047,0.022151898734177215,0.023622047244094488,4.192196065785231,4.294599550647739,0.6,0.41560640812720046
Yehor Yarmoliuk,ua UKR,MF,Brentford,19,2004,7.6,17.0,11,6.0,8.0,3.0,7.0,17.0,41.2,10.0,17.0,4.0,13.0,6,23.0,5.0,0.0,PremierLeague,2023-2024,154.54545454545453,65,1055,474,399,349,250,78,903,45.5,677,378,0.015384615384615385,0.14285714285714285,0.025110782865583457,0.02756892230576441,0.015873015873015872,0.035864978902953586,0.005537098560354375,0.017191977077363897,0.032,3.396603396603396,3.5557501721884317,0.6,0.30477858618757986
Illia Zabarnyi,ua UKR,DF,Bournemouth,20,2002,37.0,59.0,32,29.0,29.0,1.0,23.0,50.0,46.0,27.0,53.0,34.0,19.0,33,92.0,143.0,4.0,PremierLeague,2023-2024,184.375,67,1050,504,410,301,281,111,817,47.2,693,357,0.014925373134328358,0.13148542999289264,0.08513708513708514,0.07804878048780488,0.09243697478991597,0.10515873015873016,0.17503059975520197,0.09634551495016612,0.10320284697508897,3.9062499999999996,4.641610532253993,1.0,0.6103041566929556
Anass Zaroury,ma MAR,"FW,MF",Burnley,22,2000,1.7,1.0,0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0,1.0,1.0,1.0,PremierLeague,2023-2024,inf,78,887,477,342,282,247,78,837,48.6,607,280,0.01282051282051282,0.0793650793650793,0.0016474464579901153,0.0,0.0,0.0041928721174004195,0.0011947431302270011,0.0035460992907801418,0.0,0.0,0.010581160996397677,0.44999999999999996,0.0003778986070142024
Yacine Adli,fr FRA,MF,Milan,23,2000,15.6,34.0,17,17.0,13.0,4.0,13.0,35.0,37.1,22.0,22.0,8.0,14.0,20,54.0,15.0,1.0,SerieA,2023-2024,200.0,49,828,367,333,274,232,70,548,52.4,576,252,0.02040816326530612,0.2672497570456754,0.059027777777777776,0.05105105105105105,0.07936507936507936,0.05994550408719346,0.02737226277372263,0.06204379562043796,0.05603448275862069,3.816793893129771,4.211633846563654,0.6,0.6753348733556878
Lucien Agoume,fr FRA,MF,Inter,21,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,22,820,365,321,252,219,69,576,49.4,540,280,0.045454545454545456,0.8874458874458873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Marley Aké,fr FRA,FW,Udinese,22,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,53,933,437,381,345,213,48,988,52.4,606,327,0.018867924528301886,0.22911051212938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Ebenezer Akinsanmiro,ng NGA,MF,Inter,18,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,22,820,365,321,252,219,69,576,49.4,540,280,0.045454545454545456,0.8874458874458873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
David Akpan Ankeye,ng NGA,FW,Genoa,21,2002,0.6,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,SerieA,2023-2024,inf,45,957,462,352,315,247,63,796,49.6,625,332,0.022222222222222223,0.31216931216931215,0.0016,0.0,0.0,0.0021645021645021645,0.0,0.0,0.004048582995951417,0.0,0.007813085160453582,0.3,0.0007317016261377163
Carlos Alcaraz,ar ARG,MF,Juventus,20,2002,4.2,6.0,6,0.0,6.0,0.0,5.0,10.0,50.0,5.0,5.0,2.0,3.0,5,11.0,4.0,0.0,SerieA,2023-2024,100.0,31,830,375,369,270,233,74,725,59.3,577,253,0.03225806451612903,0.5606758832565284,0.010398613518197574,0.016260162601626018,0.019762845849802372,0.013333333333333334,0.005517241379310344,0.0,0.02575107296137339,1.6863406408094437,1.7773639104530867,0.6,0.597915048216937
Lorenzo Amatucci,it ITA,MF,Fiorentina,19,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,46,800,388,320,242,231,91,509,53.7,564,236,0.021739130434782608,0.3002070393374741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Bruno Amione,ar ARG,DF,Hellas Verona,21,2002,6.4,11.0,3,9.0,2.0,0.0,4.0,5.0,80.0,1.0,4.0,2.0,2.0,9,20.0,19.0,2.0,SerieA,2023-2024,366.66666666666663,51,923,414,387,302,245,74,784,50.7,621,302,0.0196078431372549,0.24743230625583562,0.017713365539452495,0.007751937984496124,0.029801324503311258,0.00966183574879227,0.02423469387755102,0.029801324503311258,0.00816326530612245,7.232084155161077,7.359211902624114,1.0,1.8209067732916806
Kristjan Asllani,al ALB,MF,Inter,21,2002,8.7,7.0,2,3.0,4.0,0.0,2.0,11.0,18.2,9.0,9.0,3.0,6.0,11,18.0,8.0,0.0,SerieA,2023-2024,350.0,22,820,365,321,252,219,69,576,49.4,540,280,0.045454545454545456,0.8874458874458873,0.012962962962962963,0.006230529595015576,0.039285714285714285,0.024657534246575342,0.013888888888888888,0.011904761904761904,0.0182648401826484,7.08502024291498,7.212215474981547,0.6,3.8402705775875763
Yann Aurel Bisseck,de GER,DF,Inter,22,2000,10.0,14.0,6,10.0,3.0,1.0,6.0,9.0,66.7,3.0,10.0,7.0,3.0,5,19.0,23.0,0.0,SerieA,2023-2024,233.33333333333334,22,820,365,321,252,219,69,576,49.4,540,280,0.045454545454545456,0.8874458874458873,0.025925925925925925,0.018691588785046728,0.017857142857142856,0.0273972602739726,0.03993055555555555,0.03968253968253968,0.0136986301369863,4.723346828609987,4.906530471827157,1.0,4.354280288850939
Oussama El Azzouzi,ma MAR,MF,Bologna,22,2001,6.1,12.0,7,4.0,5.0,3.0,7.0,14.0,50.0,7.0,8.0,2.0,6.0,6,18.0,12.0,0.0,SerieA,2023-2024,171.42857142857142,32,891,426,385,299,267,67,677,52.3,633,258,0.03125,0.5357142857142856,0.018957345971563982,0.01818181818181818,0.023255813953488372,0.018779342723004695,0.01772525849335303,0.013377926421404682,0.018726591760299626,3.2777929527451515,3.406797050250084,0.6,1.0950419090089554
Nicola Bagnolini,it ITA,GK,Bologna,19,2004,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,SerieA,2023-2024,,32,891,426,385,299,267,67,677,52.3,633,258,0.03125,0.5357142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Mitchel Bakker,nl NED,DF,Atalanta,23,2000,4.2,7.0,3,6.0,1.0,0.0,2.0,12.0,16.7,10.0,5.0,0.0,5.0,3,10.0,6.0,0.0,SerieA,2023-2024,233.33333333333334,42,953,483,369,273,249,91,614,48.7,613,340,0.023809523809523808,0.3514739229024943,0.011419249592169658,0.008130081300813009,0.008823529411764706,0.010351966873706004,0.009771986970684038,0.02197802197802198,0.004016064257028112,4.791238877481177,4.865729777865365,1.0,1.710177132809822
Tommaso Baldanzi,it ITA,"MF,FW",Empoli,20,2003,8.3,4.0,2,1.0,1.0,2.0,3.0,10.0,30.0,7.0,7.0,0.0,7.0,2,6.0,0.0,0.0,SerieA,2023-2024,200.0,54,881,462,378,311,227,80,840,53.2,618,263,0.018518518518518517,0.22045855379188706,0.006472491909385114,0.005291005291005291,0.0076045627376425855,0.015151515151515152,0.0,0.003215434083601286,0.004405286343612335,3.7593984962406015,3.801538791757363,0.44999999999999996,0.3771367848965636
Tommaso Baldanzi,it ITA,"FW,MF",Roma,20,2003,5.8,9.0,5,3.0,4.0,2.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0,9.0,4.0,0.0,SerieA,2023-2024,180.0,46,811,370,336,261,229,79,623,46.5,569,242,0.021739130434782608,0.3002070393374741,0.015817223198594025,0.01488095238095238,0.0,0.005405405405405406,0.006420545746388443,0.011494252873563218,0.017467248908296942,3.870967741935484,3.9424533704486846,0.44999999999999996,0.5325985143308004
Lameck Banda,zm ZAM,FW,Lecce,22,2001,15.0,27.0,23,11.0,12.0,4.0,7.0,21.0,33.3,14.0,18.0,0.0,18.0,3,30.0,7.0,0.0,SerieA,2023-2024,117.3913043478261,54,913,429,374,285,252,68,751,51.1,605,308,0.018518518518518517,0.22045855379188706,0.04462809917355372,0.06149732620320856,0.00974025974025974,0.04195804195804196,0.009320905459387484,0.03859649122807018,0.047619047619047616,2.2972857993703735,2.5506459707519427,0.3,0.16869351658412313
Daniel Bandeira,pt POR,MF,Hellas Verona,23,2000,5.0,6.0,5,1.0,4.0,1.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,3,9.0,9.0,0.0,SerieA,2023-2024,120.0,51,923,414,387,302,245,74,784,50.7,621,302,0.0196078431372549,0.24743230625583562,0.00966183574879227,0.012919896640826873,0.009933774834437087,0.007246376811594203,0.011479591836734694,0.0033112582781456954,0.0163265306122449,2.3668639053254434,2.4377431700882193,0.6,0.36190584878060394
Enzo Barrenechea,ar ARG,MF,Frosinone,22,2001,31.2,65.0,42,28.0,29.0,8.0,28.0,70.0,40.0,42.0,47.0,12.0,35.0,27,92.0,61.0,2.0,SerieA,2023-2024,154.76190476190476,69,786,439,322,244,225,76,789,48.2,545,241,0.014492753623188406,0.12077294685990336,0.11926605504587157,0.13043478260869565,0.11203319502074689,0.1070615034168565,0.07731305449936629,0.11475409836065574,0.1288888888888889,3.21082789962458,4.000579477465662,0.6,0.28989706358446815
Davide Bartesaghi,it ITA,"DF,MF",Milan,17,2005,0.9,2.0,0,1.0,1.0,0.0,2.0,4.0,50.0,2.0,1.0,1.0,0.0,0,2.0,7.0,0.0,SerieA,2023-2024,inf,49,828,367,333,274,232,70,548,52.4,576,252,0.02040816326530612,0.2672497570456754,0.003472222222222222,0.0,0.0,0.0027247956403269754,0.012773722627737226,0.0036496350364963502,0.004310344827586207,0.0,0.026930720354368977,0.8,0.0057577827774161075
Reda Belahyane,ma MAR,MF,Hellas Verona,19,2004,1.0,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,SerieA,2023-2024,100.0,51,923,414,387,302,245,74,784,50.7,621,302,0.0196078431372549,0.24743230625583562,0.001610305958132045,0.002583979328165375,0.0033112582781456954,0.0,0.0,0.0,0.004081632653061225,1.972386587771203,1.9839737639887074,0.6,0.29453952238487807
Raoul Bellanova,it ITA,DF,Torino,23,2000,33.8,36.0,26,15.0,17.0,4.0,18.0,31.0,58.1,13.0,21.0,4.0,17.0,15,51.0,36.0,3.0,SerieA,2023-2024,138.46153846153845,36,800,303,275,207,213,51,594,49.5,471,329,0.027777777777777776,0.4497354497354496,0.07643312101910828,0.09454545454545454,0.04559270516717325,0.06930693069306931,0.06060606060606061,0.07246376811594203,0.07981220657276995,2.797202797202797,3.295963043922375,1.0,1.4823114218698508
