Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Source_League
Andre Martins,br BRA,"FW,MF",Grêmio,21,2001,4.1,9.0,9,2.0,5.0,2.0,4.0,7.0,57.1,3.0,6.0,1.0,5.0,1,10.0,5.0,0.0,BrazilSerieA
Gustavo Martins Santos,br BRA,"DF,MF",Grêmio,20,2002,7.7,21.0,13,15.0,5.0,1.0,7.0,11.0,63.6,4.0,14.0,8.0,6.0,5,26.0,37.0,0.0,BrazilSerieA
Matheuzinho,br BRA,DF,Flamengo,22,2000,6.9,20.0,9,12.0,6.0,2.0,12.0,20.0,60.0,8.0,12.0,4.0,8.0,7,27.0,15.0,0.0,BrazilSerieA
Mauricio,br BRA,"FW,MF",Internacional,21,2001,19.6,19.0,11,7.0,10.0,2.0,12.0,36.0,33.3,24.0,14.0,2.0,12.0,10,29.0,9.0,0.0,BrazilSerieA
Matheus Mendes,br BRA,GK,Atlético Mineiro,23,1999,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,BrazilSerieA
Nathan Mendes,br BRA,DF,São Paulo,20,2002,13.1,21.0,14,11.0,7.0,3.0,10.0,16.0,62.5,6.0,15.0,3.0,12.0,17,38.0,21.0,0.0,BrazilSerieA
Vitor Mendes,br BRA,DF,Fluminense,23,1999,1.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,13.0,0.0,BrazilSerieA
Bruno Méndez,uy URU,DF,Corinthians,23,1999,18.3,39.0,22,22.0,15.0,2.0,23.0,40.0,57.5,17.0,23.0,11.0,12.0,22,61.0,71.0,0.0,BrazilSerieA
Gabriel Menino,br BRA,MF,Palmeiras,22,2000,17.7,36.0,24,18.0,14.0,4.0,18.0,42.0,42.9,24.0,28.0,4.0,24.0,15,51.0,14.0,0.0,BrazilSerieA
Mikael,br BRA,FW,América (MG),23,1999,1.7,2.0,1,0.0,2.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,0,2.0,0.0,0.0,BrazilSerieA
Lucas Milla,br BRA,MF,Grêmio,20,2003,3.4,10.0,4,3.0,6.0,1.0,5.0,14.0,35.7,9.0,10.0,4.0,6.0,4,14.0,6.0,0.0,BrazilSerieA
Mina,br BRA,DF,Goiás,19,2003,0.5,2.0,0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,BrazilSerieA
Vinicius Mingotti,br BRA,FW,Bahia,23,2000,7.3,5.0,4,3.0,1.0,1.0,1.0,4.0,25.0,3.0,3.0,1.0,2.0,2,7.0,4.0,0.0,BrazilSerieA
Miranda,br BRA,DF,Vasco da Gama,23,2000,4.3,4.0,3,2.0,2.0,0.0,3.0,5.0,60.0,2.0,2.0,1.0,1.0,4,8.0,19.0,0.0,BrazilSerieA
Rafael Monteiro,br BRA,MF,Fluminense,18,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
João Moreira,pt POR,DF,São Paulo,18,2004,0.8,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,BrazilSerieA
Pedro Morisco,br BRA,GK,Coritiba,19,2004,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,BrazilSerieA
Gabriel Moscardo,br BRA,MF,Corinthians,17,2005,12.6,37.0,22,20.0,15.0,2.0,19.0,42.0,45.2,23.0,29.0,9.0,20.0,20,57.0,28.0,0.0,BrazilSerieA
Henry Mosquera,co COL,"FW,MF",RB Bragantino,21,2001,11.8,16.0,11,6.0,7.0,3.0,9.0,15.0,60.0,6.0,13.0,4.0,9.0,1,17.0,3.0,0.0,BrazilSerieA
Murillo,br BRA,DF,Corinthians,20,2002,12.9,16.0,9,7.0,9.0,0.0,4.0,12.0,33.3,8.0,31.0,22.0,9.0,16,32.0,65.0,1.0,BrazilSerieA
Matheus Nascimento,br BRA,"FW,MF",Botafogo (RJ),18,2004,1.1,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,1.0,0.0,0.0,BrazilSerieA
Nata,br BRA,"FW,DF",Grêmio,21,2001,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,BrazilSerieA
Natan,br BRA,DF,RB Bragantino,21,2001,9.3,6.0,5,5.0,1.0,0.0,4.0,7.0,57.1,3.0,15.0,10.0,5.0,9,15.0,30.0,1.0,BrazilSerieA
Natanael,br BRA,DF,Coritiba,21,2002,27.8,91.0,63,55.0,29.0,7.0,54.0,87.0,62.1,33.0,39.0,10.0,29.0,31,122.0,70.0,1.0,BrazilSerieA
Nathan,br BRA,DF,Santos,21,2001,5.5,14.0,13,10.0,3.0,1.0,10.0,19.0,52.6,9.0,4.0,0.0,4.0,8,22.0,8.0,0.0,BrazilSerieA
Rafael Navarro,br BRA,FW,Palmeiras,22,2000,1.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,4.0,1,1.0,1.0,0.0,BrazilSerieA
Kaiky Naves,br BRA,"DF,FW",Palmeiras,20,2002,5.8,14.0,9,6.0,8.0,0.0,11.0,16.0,68.8,5.0,10.0,6.0,4.0,4,18.0,17.0,0.0,BrazilSerieA
Felipe Negrucci,br BRA,MF,São Paulo,18,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,BrazilSerieA
Emerson Negueba,br BRA,FW,Cuiabá,22,2000,5.4,7.0,4,2.0,4.0,1.0,2.0,5.0,40.0,3.0,8.0,0.0,8.0,3,10.0,5.0,0.0,BrazilSerieA
Rodrigo Nestor,br BRA,"MF,FW",São Paulo,22,2000,16.1,23.0,15,6.0,16.0,1.0,11.0,34.0,32.4,23.0,11.0,0.0,11.0,11,34.0,5.0,0.0,BrazilSerieA
João Neto,br BRA,"MF,DF",Fluminense,19,2003,0.6,1.0,1,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,BrazilSerieA
Newton,br BRA,MF,Botafogo (RJ),22,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Freddy Noguera,py PAR,FW,Grêmio,19,2004,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Gabriel Novaes,br BRA,FW,Goiás,23,1999,1.1,1.0,1,0.0,1.0,0.0,1.0,5.0,20.0,4.0,2.0,1.0,1.0,0,1.0,2.0,0.0,BrazilSerieA
Ruan Oliveira Ferreira,br BRA,"MF,FW",Corinthians,22,2000,9.8,24.0,15,13.0,10.0,1.0,12.0,35.0,34.3,23.0,12.0,1.0,11.0,8,32.0,13.0,1.0,BrazilSerieA
Luca Orellano,ar ARG,"FW,MF",Vasco da Gama,22,2000,6.9,14.0,7,7.0,5.0,2.0,8.0,18.0,44.4,10.0,10.0,1.0,9.0,3,17.0,3.0,0.0,BrazilSerieA
Pablinho,br BRA,FW,Cuiabá,19,2003,0.4,3.0,2,0.0,3.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,3.0,0.0,0.0,BrazilSerieA
Julián Palacios,ar ARG,"FW,MF",Goiás,23,1999,18.1,27.0,16,4.0,13.0,10.0,9.0,45.0,20.0,36.0,13.0,0.0,13.0,12,39.0,6.0,0.0,BrazilSerieA
Weslley Patati,br BRA,"FW,MF",Santos,19,2003,1.5,5.0,2,1.0,3.0,1.0,3.0,9.0,33.3,6.0,3.0,0.0,3.0,4,9.0,1.0,0.0,BrazilSerieA
Luan Patrick,br BRA,DF,RB Bragantino,21,2002,12.4,9.0,6,5.0,4.0,0.0,5.0,12.0,41.7,7.0,12.0,10.0,2.0,17,26.0,33.0,1.0,BrazilSerieA
Patryck,br BRA,DF,São Paulo,20,2003,4.2,6.0,4,4.0,1.0,1.0,3.0,7.0,42.9,4.0,5.0,1.0,4.0,7,13.0,13.0,0.0,BrazilSerieA
Jair Paula,br BRA,DF,Santos,17,2005,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,BrazilSerieA
Paulinho,br BRA,DF,América (MG),18,2004,0.3,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,BrazilSerieA
Paulinho,br BRA,"FW,MF",Atlético Mineiro,22,2000,33.2,43.0,31,14.0,24.0,5.0,18.0,37.0,48.6,19.0,25.0,1.0,24.0,17,60.0,17.0,0.0,BrazilSerieA
Marcos Paulo,br BRA,"FW,MF",São Paulo,21,2001,5.9,7.0,7,1.0,3.0,3.0,3.0,14.0,21.4,11.0,11.0,2.0,9.0,6,13.0,2.0,0.0,BrazilSerieA
Pedrinho,br BRA,"FW,MF",América (MG),23,1999,4.6,5.0,1,2.0,3.0,0.0,2.0,9.0,22.2,7.0,1.0,0.0,1.0,6,11.0,2.0,0.0,BrazilSerieA
Pedrinho,br BRA,FW,Flamengo,19,2003,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,BrazilSerieA
João Pedro,br BRA,FW,Cruzeiro,19,2003,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Jean Pedroso,br BRA,DF,Coritiba,19,2004,6.5,10.0,9,8.0,2.0,0.0,5.0,15.0,33.3,10.0,8.0,3.0,5.0,8,18.0,13.0,1.0,BrazilSerieA
Gabriel Pirani,br BRA,"MF,FW",Fluminense,20,2002,4.4,8.0,5,4.0,1.0,3.0,2.0,6.0,33.3,4.0,6.0,2.0,4.0,2,10.0,5.0,0.0,BrazilSerieA
Lucas Piton,br BRA,DF,Vasco da Gama,22,2000,36.5,45.0,25,24.0,18.0,3.0,20.0,48.0,41.7,28.0,27.0,7.0,20.0,41,86.0,89.0,0.0,BrazilSerieA
Isidro Pitta,py PAR,FW,Cuiabá,23,1999,9.1,2.0,1,0.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,2,4.0,5.0,0.0,BrazilSerieA
Wesley Pombo,br BRA,MF,Coritiba,20,2002,0.6,2.0,0,0.0,1.0,1.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,BrazilSerieA
Mateo Ponte,uy URU,DF,Botafogo (RJ),19,2003,0.2,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,BrazilSerieA
Bruno Praxedes,br BRA,MF,Vasco da Gama,20,2002,14.9,34.0,26,18.0,11.0,5.0,16.0,35.0,45.7,19.0,19.0,4.0,15.0,12,46.0,13.0,0.0,BrazilSerieA
Bruno Praxedes,br BRA,MF,RB Bragantino,20,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Nicolás Quagliata,uy URU,"FW,MF",Cuiabá,23,1999,2.6,3.0,2,3.0,0.0,0.0,2.0,12.0,16.7,10.0,7.0,0.0,7.0,0,3.0,1.0,0.0,BrazilSerieA
Du Queiroz,br BRA,"MF,DF",Corinthians,23,2000,2.0,2.0,1,1.0,1.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,3,5.0,4.0,0.0,BrazilSerieA
Yani Quintero,co COL,MF,RB Bragantino,20,2002,1.1,4.0,3,2.0,2.0,0.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,1,5.0,0.0,0.0,BrazilSerieA
Rai,br BRA,MF,Botafogo (RJ),20,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Eric Ramires,br BRA,MF,RB Bragantino,22,2000,15.3,18.0,10,3.0,12.0,3.0,9.0,35.0,25.7,26.0,27.0,1.0,26.0,12,30.0,7.0,0.0,BrazilSerieA
Lucas Ramos,br BRA,FW,Internacional,22,2001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Pedro Rangel,br BRA,GK,Fluminense,22,2000,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,BrazilSerieA
Leonardo Realpe,ec ECU,DF,RB Bragantino,21,2001,18.7,24.0,10,16.0,7.0,1.0,13.0,25.0,52.0,12.0,10.0,7.0,3.0,25,49.0,69.0,0.0,BrazilSerieA
Reinaldo,br BRA,FW,Ath Paranaense,21,2001,0.2,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,BrazilSerieA
Zé Ricardo,br BRA,MF,Goiás,23,1999,11.9,25.0,14,12.0,10.0,3.0,9.0,28.0,32.1,19.0,20.0,9.0,11.0,15,40.0,13.0,1.0,BrazilSerieA
Rikelme,br BRA,DF,Cuiabá,19,2003,26.0,61.0,46,39.0,15.0,7.0,39.0,78.0,50.0,39.0,33.0,7.0,26.0,40,101.0,87.0,1.0,BrazilSerieA
Richard Ríos,co COL,MF,Palmeiras,22,2000,20.6,45.0,33,19.0,21.0,5.0,19.0,60.0,31.7,41.0,39.0,3.0,36.0,19,64.0,23.0,1.0,BrazilSerieA
Robert,br BRA,"MF,FW",Cruzeiro,17,2005,2.1,5.0,2,4.0,1.0,0.0,3.0,8.0,37.5,5.0,4.0,0.0,4.0,1,6.0,2.0,0.0,BrazilSerieA
Kaique Rocha,br BRA,DF,Ath Paranaense,21,2001,7.2,6.0,3,3.0,2.0,1.0,3.0,4.0,75.0,1.0,8.0,3.0,5.0,13,19.0,46.0,0.0,BrazilSerieA
Rodrigo,br BRA,"MF,FW",São Paulo,18,2004,2.6,4.0,3,2.0,2.0,0.0,3.0,10.0,30.0,7.0,2.0,0.0,2.0,2,6.0,4.0,0.0,BrazilSerieA
Rodriguinho,br BRA,"DF,MF",América (MG),19,2003,13.9,24.0,16,17.0,7.0,0.0,13.0,38.0,34.2,25.0,18.0,2.0,16.0,9,33.0,21.0,0.0,BrazilSerieA
Rômulo,br BRA,"FW,MF",Ath Paranaense,20,2002,5.7,15.0,8,5.0,8.0,2.0,5.0,16.0,31.3,11.0,5.0,0.0,5.0,5,20.0,8.0,0.0,BrazilSerieA
Romulo,br BRA,"MF,DF",Internacional,22,2000,13.5,26.0,17,8.0,13.0,5.0,15.0,24.0,62.5,9.0,18.0,4.0,14.0,17,43.0,31.0,0.0,BrazilSerieA
Ronald,br BRA,MF,Grêmio,19,2003,4.6,11.0,4,3.0,6.0,2.0,8.0,14.0,57.1,6.0,4.0,3.0,1.0,3,14.0,10.0,0.0,BrazilSerieA
Budiga Roni,br BRA,MF,Corinthians,23,1999,7.5,23.0,13,12.0,11.0,0.0,10.0,26.0,38.5,16.0,15.0,6.0,9.0,6,29.0,12.0,0.0,BrazilSerieA
Lucas Ronier,br BRA,"FW,MF",Coritiba,18,2004,0.6,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,BrazilSerieA
Vitor Roque,br BRA,FW,Ath Paranaense,17,2005,19.0,19.0,10,8.0,8.0,3.0,7.0,18.0,38.9,11.0,12.0,2.0,10.0,2,21.0,2.0,0.0,BrazilSerieA
Diego Rosa,br BRA,"MF,DF",Bahia,20,2002,2.7,16.0,10,6.0,9.0,1.0,9.0,14.0,64.3,5.0,2.0,0.0,2.0,5,21.0,5.0,0.0,BrazilSerieA
Rubens,br BRA,"DF,MF",Atlético Mineiro,21,2001,15.0,80.0,48,47.0,22.0,11.0,30.0,56.0,53.6,26.0,16.0,3.0,13.0,19,99.0,58.0,0.0,BrazilSerieA
Daniel Ruiz Rivera,co COL,"FW,MF",Santos,21,2001,2.7,7.0,3,3.0,2.0,2.0,4.0,8.0,50.0,4.0,4.0,0.0,4.0,1,8.0,1.0,0.0,BrazilSerieA
Rwan,br BRA,"MF,FW",Vasco da Gama,21,2001,0.4,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,BrazilSerieA
Arthur Sales,br BRA,"FW,MF",Bahia,20,2002,3.2,3.0,3,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0,3.0,1.0,0.0,BrazilSerieA
Sandry,br BRA,MF,Santos,20,2002,2.1,6.0,3,4.0,1.0,1.0,2.0,6.0,33.3,4.0,4.0,3.0,1.0,2,8.0,0.0,0.0,BrazilSerieA
Andrey Santos,br BRA,MF,Vasco da Gama,18,2004,4.7,15.0,7,9.0,4.0,2.0,5.0,22.0,22.7,17.0,5.0,1.0,4.0,11,26.0,7.0,1.0,BrazilSerieA
Juan Santos,br BRA,FW,São Paulo,20,2002,14.2,20.0,15,9.0,10.0,1.0,6.0,13.0,46.2,7.0,11.0,1.0,10.0,6,26.0,13.0,0.0,BrazilSerieA
Pedrinho Santos,br BRA,"FW,MF",Corinthians,16,2006,6.9,9.0,4,7.0,2.0,0.0,6.0,14.0,42.9,8.0,6.0,2.0,4.0,5,14.0,3.0,0.0,BrazilSerieA
Matias Segovia,py PAR,FW,Botafogo (RJ),20,2003,7.2,22.0,18,11.0,11.0,0.0,16.0,33.0,48.5,17.0,4.0,1.0,3.0,8,30.0,7.0,0.0,BrazilSerieA
Gabriel Silva,br BRA,"FW,MF",Coritiba,20,2002,1.0,3.0,2,0.0,3.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,BrazilSerieA
Kauan Silva,br BRA,FW,Palmeiras,18,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Luan Silva,br BRA,MF,São Paulo,23,1999,6.8,13.0,5,6.0,6.0,1.0,6.0,13.0,46.2,7.0,8.0,2.0,6.0,9,22.0,6.0,0.0,BrazilSerieA
Simioni,br BRA,MF,Goiás,19,2003,0.5,2.0,1,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2,4.0,2.0,0.0,BrazilSerieA
Yago Souza,br BRA,MF,América (MG),16,2006,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Talisson,br BRA,FW,RB Bragantino,20,2002,1.7,4.0,1,2.0,1.0,1.0,2.0,2.0,100.0,0.0,2.0,1.0,1.0,2,6.0,2.0,0.0,BrazilSerieA
Miguel Terceros,bo BOL,"MF,FW",Santos,18,2004,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,BrazilSerieA
Thiago,br BRA,"FW,MF",Ath Paranaense,22,2000,2.5,5.0,3,3.0,2.0,0.0,3.0,7.0,42.9,4.0,1.0,0.0,1.0,1,6.0,0.0,0.0,BrazilSerieA
Stênio Toledo,br BRA,"FW,MF",Cruzeiro,19,2003,3.2,7.0,7,3.0,4.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,3,10.0,1.0,0.0,BrazilSerieA
Vanderlan,br BRA,DF,Palmeiras,20,2002,10.1,29.0,18,23.0,4.0,2.0,13.0,16.0,81.3,3.0,7.0,1.0,6.0,12,41.0,23.0,0.0,BrazilSerieA
Rodrigo Varanda,br BRA,"FW,MF",América (MG),20,2003,5.7,8.0,5,3.0,2.0,3.0,4.0,15.0,26.7,11.0,9.0,0.0,9.0,0,8.0,5.0,0.0,BrazilSerieA
Fausto Vera,ar ARG,MF,Corinthians,22,2000,15.3,27.0,12,13.0,11.0,3.0,14.0,47.0,29.8,33.0,28.0,10.0,18.0,17,44.0,30.0,0.0,BrazilSerieA
Patrick Verhon,br BRA,FW,Bahia,18,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Marcos Victor,br BRA,DF,Bahia,21,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Paulo Victor,br BRA,DF,Vasco da Gama,21,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Gustavo Vilar,br BRA,DF,Coritiba,22,2000,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,3.0,0.0,BrazilSerieA
Pedro Vilhena,br BRA,FW,São Paulo,20,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Marcos Vinicios Sorriso,br BRA,"FW,DF",RB Bragantino,21,2001,10.4,22.0,15,5.0,11.0,6.0,5.0,13.0,38.5,8.0,18.0,0.0,18.0,8,30.0,6.0,0.0,BrazilSerieA
Vinicius,br BRA,MF,Santos,23,1999,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,BrazilSerieA
Vitão,br BRA,DF,Internacional,22,2000,22.7,16.0,13,10.0,6.0,0.0,9.0,23.0,39.1,14.0,25.0,16.0,9.0,16,32.0,104.0,0.0,BrazilSerieA
Vitão,br BRA,DF,Cuiabá,22,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,1.0,0.0,BrazilSerieA
Vitinho,br BRA,"FW,MF",RB Bragantino,23,1999,22.8,35.0,21,12.0,18.0,5.0,10.0,43.0,23.3,33.0,28.0,1.0,27.0,11,46.0,10.0,0.0,BrazilSerieA
Paulo Vitor,br BRA,"MF,DF",Cruzeiro,23,1999,1.4,2.0,2,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0,2.0,1.0,0.0,BrazilSerieA
Paulo Vitor,br BRA,MF,Atlético Mineiro,18,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1.0,0.0,0.0,BrazilSerieA
Rayan Vitor,br BRA,"FW,MF",Vasco da Gama,16,2006,2.9,2.0,1,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,2.0,2.0,0.0,BrazilSerieA
Zé Vitor,br BRA,DF,Vasco da Gama,20,2002,1.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,0,0.0,4.0,0.0,BrazilSerieA
Talles Wander,br BRA,"FW,MF",São Paulo,19,2003,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,BrazilSerieA
Deivid Washington,br BRA,FW,Santos,17,2005,4.7,4.0,1,0.0,1.0,3.0,2.0,8.0,25.0,6.0,4.0,0.0,4.0,1,5.0,3.0,0.0,BrazilSerieA
Welington,br BRA,DF,São Paulo,21,2001,10.4,17.0,13,10.0,3.0,4.0,12.0,19.0,63.2,7.0,10.0,3.0,7.0,3,20.0,26.0,0.0,BrazilSerieA
João Wellington,br BRA,MF,Cruzeiro,19,2004,4.1,5.0,4,4.0,1.0,0.0,2.0,3.0,66.7,1.0,4.0,0.0,4.0,1,6.0,10.0,0.0,BrazilSerieA
Wesley,br BRA,"FW,MF",Cruzeiro,23,1999,19.7,36.0,23,12.0,20.0,4.0,17.0,47.0,36.2,30.0,17.0,0.0,17.0,12,48.0,9.0,0.0,BrazilSerieA
Wesley,br BRA,DF,Flamengo,19,2003,27.9,74.0,48,43.0,25.0,6.0,33.0,70.0,47.1,37.0,24.0,10.0,14.0,40,114.0,63.0,1.0,BrazilSerieA
Wesley,br BRA,"FW,MF",Corinthians,17,2005,9.6,15.0,11,8.0,5.0,2.0,9.0,22.0,40.9,13.0,8.0,0.0,8.0,6,21.0,4.0,0.0,BrazilSerieA
Wesley,br BRA,DF,Grêmio,19,2004,1.0,3.0,2,2.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1,4.0,0.0,1.0,BrazilSerieA
Estêvão Willian,br BRA,DF,Palmeiras,16,2006,0.1,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,BrazilSerieA
Xavier,br BRA,DF,Goiás,22,2000,0.7,5.0,4,3.0,2.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,1,6.0,1.0,0.0,BrazilSerieA
Vinícius Zanocelo,br BRA,"MF,FW",Fortaleza,22,2001,0.9,1.0,1,1.0,0.0,0.0,1.0,4.0,25.0,3.0,2.0,1.0,1.0,3,4.0,3.0,0.0,BrazilSerieA
Bruno Zapelli,ar ARG,"MF,FW",Ath Paranaense,20,2002,12.7,16.0,7,6.0,8.0,2.0,13.0,21.0,61.9,8.0,17.0,1.0,16.0,7,23.0,3.0,0.0,BrazilSerieA
Zinho,br BRA,"FW,MF",Grêmio,19,2003,2.7,2.0,2,1.0,0.0,1.0,0.0,8.0,0.0,8.0,1.0,0.0,1.0,1,3.0,1.0,0.0,BrazilSerieA
Paxten Aaronson,us USA,"MF,DF",Eint Frankfurt,18,2003,1.9,6.0,5,2.0,2.0,2.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,0,6.0,2.0,0.0,Bundesliga
Karim Adeyemi,de GER,"FW,MF",Dortmund,20,2002,15.4,16.0,11,6.0,6.0,4.0,8.0,30.0,26.7,22.0,18.0,1.0,17.0,7,23.0,3.0,0.0,Bundesliga
Amine Adli,ma MAR,"FW,MF",Leverkusen,22,2000,15.9,18.0,10,4.0,6.0,8.0,5.0,17.0,29.4,12.0,28.0,2.0,26.0,6,24.0,7.0,0.0,Bundesliga
Felix Agu,de GER,"DF,FW",Werder Bremen,22,1999,0.5,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,Bundesliga
Naouirou Ahamada,fr FRA,MF,Stuttgart,20,2002,15.5,17.0,11,7.0,7.0,3.0,8.0,20.0,40.0,12.0,16.0,5.0,11.0,8,25.0,7.0,0.0,Bundesliga
Faride Alidou,de GER,"DF,MF",Eint Frankfurt,21,2001,2.0,8.0,5,3.0,4.0,1.0,3.0,9.0,33.3,6.0,3.0,0.0,3.0,1,9.0,3.0,0.0,Bundesliga
Lukáš Ambros,cz CZE,MF,Wolfsburg,18,2004,0.2,1.0,0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,0,1.0,2.0,1.0,Bundesliga
Fisnik Asllani,xk KVX,FW,Hoffenheim,19,2002,1.9,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,3,3.0,3.0,0.0,Bundesliga
Mehmet Aydin,de GER,"DF,FW",Schalke 04,20,2002,6.3,25.0,18,14.0,9.0,2.0,11.0,24.0,45.8,13.0,11.0,0.0,11.0,10,35.0,15.0,0.0,Bundesliga
