Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
eng ENG,"MF,FW",Barnsley,23,1998,26,7,965,10.7,3,1,4,3,0,0,2,0,0.28,0.09,0.37,0.28,0.37,2.7,2.7,0.8,3.5,23.0,23.0,67.0,0.25,0.07,0.33,0.25,0.33,400000.0,Victor Adeboyejo,2606,V. Adeboyejo,23,64,70,178,63,Right,66,MF,6,925000,9000,277,43,63,59,58,54,248,65,42,37,42,62,357,73,74,72,64,74,335,65,74,68,72,56,237,52,17,62,49,57,69,32,19,18,55,12,9,13,11,10,3,High,Medium,1,10.0,6.0,3.0,4.0,3.0,5.0,13.0,38.5,8.0,6.0,2.0,4.0,5.0,15.0,4.0,0.0,Championship,17.0
eng ENG,"FW,MF",Reading,20,2001,13,5,557,6.2,2,0,2,2,0,0,0,0,0.32,0.0,0.32,0.32,0.32,2.0,2.0,0.0,2.0,16.0,9.0,53.0,0.32,0.0,0.33,0.32,0.33,250000.0,Femi Azeez,2604,F. Azeez,20,64,75,181,69,Left,66,MF,11,1300000,5000,279,56,59,60,63,41,280,64,58,46,47,65,357,79,82,69,55,72,342,70,74,62,72,64,244,54,22,61,54,53,93,25,35,33,60,14,13,6,13,14,2,Medium,Medium,1,6.0,4.0,0.0,2.0,4.0,4.0,7.0,57.1,3.0,3.0,1.0,2.0,1.0,7.0,4.0,0.0,Championship,22.0
cw CUW,"MF,FW",Birmingham City,23,1997,17,16,"1,304",14.5,2,3,5,2,0,0,4,0,0.14,0.21,0.35,0.14,0.35,2.5,2.5,2.9,5.4,22.0,57.0,45.0,0.17,0.2,0.37,0.17,0.37,4500000.0,Juninho Bacuna,1672,J. Bacuna,23,70,77,178,74,Right,73,MF,7,3200000,11000,329,71,65,61,71,61,351,74,68,64,72,73,347,72,69,71,67,68,374,80,75,73,74,72,345,84,65,67,70,59,190,68,66,56,49,6,11,8,14,10,3,Medium,Medium,1,26.0,15.0,7.0,15.0,4.0,11.0,21.0,52.4,10.0,20.0,1.0,19.0,17.0,43.0,8.0,0.0,Championship,65.0
ie IRL,"DF,MF",Cardiff City,21,2000,26,22,"2,053",22.8,3,2,5,3,0,0,5,0,0.13,0.09,0.22,0.13,0.22,2.8,2.8,1.8,4.7,31.0,70.0,67.0,0.12,0.08,0.2,0.12,0.2,600000.0,Joel Bagan,2439,J. Bagan,19,65,76,188,75,Left,65,MF,11,1500000,4000,246,62,36,59,59,30,256,58,58,23,55,62,308,64,65,48,65,66,282,43,65,69,67,38,241,55,63,43,47,33,188,59,66,63,49,5,6,13,12,13,2,Medium,Medium,1,53.0,36.0,37.0,14.0,2.0,29.0,42.0,69.0,13.0,27.0,11.0,16.0,19.0,72.0,71.0,0.0,Championship,63.0
fr FRA,"MF,FW",Barnsley,23,1997,15,14,"1,199",13.3,2,5,7,2,0,0,0,0,0.15,0.38,0.53,0.15,0.53,1.7,1.7,3.2,5.0,16.0,62.0,67.0,0.13,0.24,0.37,0.13,0.37,1500000.0,Amine Bassi,1593,A. Bassi,23,71,75,173,69,Right,73,MF,4,2700000,11000,316,65,65,59,70,57,349,73,68,68,65,75,364,72,67,76,66,83,326,68,57,72,56,73,314,59,51,66,72,66,145,41,53,51,48,7,13,5,9,14,4,High,Low,1,9.0,5.0,2.0,6.0,1.0,4.0,9.0,44.4,5.0,9.0,0.0,9.0,6.0,15.0,4.0,0.0,Championship,51.0
eng ENG,"MF,DF",Birmingham City,15,2005,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.13,0.04,0.17,0.13,0.17,80000000.0,Jobe Bellingham,35,J. Bellingham,18,82,90,186,75,Right,84,MF,8,64000000,25000,351,64,73,64,83,67,356,84,63,47,79,83,395,78,73,81,84,79,388,77,76,88,73,74,378,84,79,76,83,56,236,79,78,79,48,14,11,10,5,8,4,High,High,2,52.0,34.0,15.0,31.0,6.0,21.0,53.0,39.6,32.0,50.0,4.0,46.0,42.0,94.0,32.0,0.0,Bundesliga,79.0
eng ENG,"MF,DF",Birmingham City,15,2005,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.13,0.04,0.17,0.13,0.17,80000000.0,Jobe Bellingham,35,J. Bellingham,18,82,90,186,75,Right,84,MF,8,64000000,25000,351,64,73,64,83,67,356,84,63,47,79,83,395,78,73,81,84,79,388,77,76,88,73,74,378,84,79,76,83,56,236,79,78,79,48,14,11,10,5,8,4,High,High,2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Championship,79.0
eng ENG,"MF,DF",Bristol City,18,2003,11,7,604,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,16.0,16.0,19.0,0.04,0.04,0.09,0.04,0.09,300000.0,Ayman Benarous,3235,A. Benarous,17,60,74,175,66,Left,62,MF,14,550000,700,226,45,46,35,61,39,297,69,60,51,54,63,360,75,69,81,54,81,244,52,50,50,42,50,229,40,33,53,57,46,122,39,40,43,53,6,14,10,9,14,2,High,Low,1,17.0,8.0,9.0,7.0,1.0,4.0,21.0,19.0,17.0,14.0,1.0,13.0,19.0,36.0,11.0,0.0,Championship,33.0
eng ENG,MF,Barnsley,21,1999,25,14,"1,362",15.1,0,1,1,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07,0.8,0.8,1.7,2.5,25.0,69.0,26.0,0.06,0.11,0.17,0.06,0.17,300000.0,Josh Benson,2607,J. Benson,21,64,73,178,76,Right,66,MF,9,1300000,7000,283,61,54,48,68,52,318,63,64,62,63,66,332,69,54,74,60,75,323,64,67,71,62,59,290,61,61,54,62,52,179,59,65,55,45,10,12,5,5,13,3,Medium,Medium,1,23.0,18.0,13.0,9.0,1.0,12.0,30.0,40.0,18.0,8.0,0.0,8.0,13.0,36.0,13.0,0.0,Championship,61.0
no NOR,MF,Sheffield Utd,23,1998,31,22,"2,082",23.1,5,3,8,5,0,0,2,0,0.22,0.13,0.35,0.22,0.35,4.8,4.8,3.2,8.0,94.0,139.0,109.0,0.21,0.14,0.35,0.21,0.35,16000000.0,Sander Berge,1404,S. Berge,23,75,81,195,96,Right,77,MF,6,8000000,22000,320,65,52,79,76,48,345,75,71,50,74,75,308,55,72,56,71,54,376,75,73,79,91,58,332,72,73,68,73,46,213,73,74,66,51,14,9,10,8,10,3,Medium,Medium,1,35.0,21.0,16.0,14.0,5.0,12.0,25.0,48.0,13.0,18.0,2.0,16.0,8.0,43.0,16.0,1.0,Championship,73.0
pl POL,MF,Derby County,23,1998,15,12,"1,003",11.1,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.9,0.9,0.8,1.7,10.0,62.0,10.0,0.08,0.07,0.15,0.08,0.15,4000000.0,Krystian Bielik,1514,K. Bielik,23,72,80,194,78,Right,73,MF,8,4900000,9000,269,49,33,70,71,46,307,72,48,45,73,69,298,54,63,65,68,48,323,62,65,65,79,52,315,73,73,59,68,42,209,71,71,67,50,15,7,12,8,8,3,Medium,High,1,16.0,10.0,10.0,6.0,0.0,11.0,17.0,64.7,6.0,12.0,5.0,7.0,14.0,30.0,16.0,0.0,Championship,73.0
eng ENG,MF,Derby County,20,2000,42,41,"3,614",40.2,2,2,4,2,0,0,2,1,0.05,0.05,0.1,0.05,0.1,2.0,2.0,3.2,5.2,47.0,211.0,37.0,0.05,0.08,0.13,0.05,0.13,4000000.0,Max Bird,1674,M. Bird,20,70,78,183,68,Left,71,MF,8,3300000,6000,288,62,54,48,73,51,319,66,62,48,72,71,338,69,67,66,68,68,312,60,58,77,59,58,284,53,68,48,68,47,203,67,69,67,48,12,10,7,7,12,3,Medium,Medium,1,61.0,35.0,23.0,33.0,5.0,33.0,56.0,58.9,23.0,33.0,6.0,27.0,43.0,104.0,41.0,1.0,Championship,68.0
wls WAL,MF,Cardiff City,20,2001,4,3,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.0,8.0,6.0,0.18,0.03,0.21,0.18,0.21,200000.0,Sam Bowen,3549,S. Bowen,20,57,72,178,76,Right,59,MF,15,375000,4000,248,50,50,47,62,39,259,53,47,43,59,57,336,72,70,70,52,72,264,50,48,63,60,43,258,51,53,50,56,48,153,51,52,50,31,6,8,6,5,6,3,Medium,Medium,1,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Championship,53.0
eng ENG,MF,Blackpool,22,1999,42,30,"2,824",31.4,7,3,10,7,0,0,6,0,0.22,0.1,0.32,0.22,0.32,6.4,6.4,4.8,11.2,158.0,93.0,157.0,0.21,0.15,0.36,0.21,0.36,2000000.0,Josh Bowler,1680,J. Bowler,22,70,75,175,75,Left,71,MF,5,2400000,7000,288,66,66,34,66,56,325,79,63,52,59,72,364,75,68,74,65,82,284,66,45,66,46,61,249,40,24,66,58,61,110,32,38,40,55,14,13,8,13,7,3,High,Medium,1,39.0,24.0,15.0,13.0,11.0,20.0,57.0,35.1,37.0,16.0,0.0,16.0,16.0,55.0,7.0,0.0,Championship,24.0
eng ENG,"DF,MF",Barnsley,23,1998,36,34,"3,073",34.1,0,3,3,0,0,0,8,0,0.0,0.09,0.09,0.0,0.09,2.3,2.3,4.5,6.8,60.0,105.0,125.0,0.07,0.13,0.2,0.07,0.2,800000.0,Callum Brittain,1681,C. Brittain,23,70,76,181,68,Right,70,MF,6,2400000,18000,276,67,50,52,65,42,292,70,51,48,56,67,376,78,81,79,65,73,300,50,59,75,63,53,275,52,65,56,52,50,196,65,69,62,58,10,8,14,11,15,4,High,Medium,1,71.0,42.0,38.0,24.0,9.0,40.0,67.0,59.7,27.0,65.0,14.0,51.0,40.0,111.0,82.0,1.0,Championship,65.0
eng ENG,"MF,FW",Blackburn,21,1999,42,39,"3,133",34.8,3,7,10,3,0,0,13,0,0.09,0.2,0.29,0.09,0.29,3.7,3.7,6.6,10.3,55.0,138.0,128.0,0.11,0.19,0.3,0.11,0.3,1000000.0,John Buckley,1576,J. Buckley,21,71,79,173,63,Right,73,MF,8,4200000,20000,287,55,59,52,74,47,308,71,51,45,74,67,387,79,74,80,72,82,333,66,62,81,62,62,328,72,73,64,73,46,194,63,65,66,54,8,5,14,14,13,4,High,High,1,84.0,52.0,30.0,45.0,9.0,32.0,82.0,39.0,50.0,47.0,7.0,40.0,41.0,125.0,15.0,0.0,Championship,73.0
eng ENG,"FW,MF",Millwall,19,2001,15,6,618,6.9,2,0,2,2,0,0,2,0,0.29,0.0,0.29,0.29,0.29,1.5,1.5,0.2,1.6,21.0,6.0,33.0,0.22,0.02,0.24,0.22,0.24,200000.0,Tyler Burey,2777,T. Burey,20,63,76,187,78,Right,65,MF,13,1200000,3000,279,54,64,50,56,55,292,61,63,57,49,62,363,80,78,78,64,63,326,65,70,67,64,60,263,66,25,63,55,54,123,39,40,44,39,10,6,7,7,9,3,Medium,Low,1,4.0,2.0,3.0,1.0,0.0,2.0,6.0,33.3,4.0,4.0,1.0,3.0,1.0,5.0,0.0,0.0,Championship,25.0
eng ENG,"DF,MF",P'borough Utd,19,2002,37,29,"2,614",29.0,3,7,10,3,0,0,4,0,0.1,0.24,0.34,0.1,0.34,2.8,2.8,4.6,7.4,59.0,87.0,145.0,0.1,0.16,0.25,0.1,0.25,600000.0,Harrison Burrows,2258,H. Burrows,19,66,77,168,55,Left,66,MF,11,1800000,2000,273,61,55,54,64,39,286,65,57,41,58,65,374,76,76,80,61,81,264,55,53,73,34,49,284,62,57,59,63,43,184,59,63,62,57,12,13,6,15,11,3,High,Medium,1,74.0,38.0,45.0,25.0,4.0,48.0,92.0,52.2,44.0,24.0,1.0,23.0,36.0,110.0,39.0,0.0,Championship,57.0
gw GNB,"FW,MF",Reading,17,2003,6,0,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,4.0,2.0,0.18,0.1,0.28,0.18,0.28,200000.0,Mamadi Camará,2939,Mamadi Camará,17,62,77,174,67,Right,64,MF,15,900000,650,242,48,54,34,65,41,275,65,48,41,58,63,368,78,77,80,50,83,238,52,53,57,33,43,262,54,37,56,66,49,127,44,45,38,55,14,12,7,10,12,2,Medium,Medium,1,5.0,4.0,3.0,2.0,0.0,4.0,5.0,80.0,1.0,3.0,0.0,3.0,5.0,10.0,2.0,0.0,Championship,37.0
sct SCO,MF,Luton Town,23,1998,33,31,"2,583",28.7,4,2,6,4,0,0,8,0,0.14,0.07,0.21,0.14,0.21,4.6,4.6,1.6,6.2,19.0,71.0,55.0,0.16,0.06,0.22,0.16,0.22,1500000.0,Allan Campbell,1789,A. Campbell,22,69,75,175,74,Right,72,MF,6,2200000,6000,300,55,63,59,68,55,322,66,62,57,69,68,368,74,75,69,70,80,354,65,66,84,74,65,337,77,69,68,68,55,207,70,70,67,57,13,14,8,15,7,3,High,High,1,57.0,33.0,23.0,28.0,6.0,17.0,45.0,37.8,28.0,43.0,6.0,37.0,22.0,79.0,15.0,0.0,Championship,69.0
eng ENG,MF,Bournemouth,23,1998,11,8,639,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.9,25.0,34.0,30.0,0.07,0.19,0.26,0.07,0.26,18000000.0,Todd Cantwell,1406,T. Cantwell,23,75,80,177,70,Right,77,MF,5,8500000,31000,319,67,71,43,76,62,364,77,73,66,68,80,374,74,72,80,74,74,294,66,46,68,45,69,292,48,36,73,77,58,116,40,45,31,63,10,8,14,15,16,3,High,Medium,1,6.0,3.0,3.0,3.0,0.0,4.0,6.0,66.7,2.0,6.0,1.0,5.0,4.0,10.0,1.0,0.0,Championship,36.0
eng ENG,"MF,FW",Blackpool,20,2001,11,5,491,5.5,1,0,1,1,0,0,2,0,0.18,0.0,0.18,0.18,0.18,1.3,1.3,0.9,2.2,14.0,16.0,21.0,0.24,0.17,0.4,0.24,0.4,200000.0,Sonny Carey,3360,S. Carey,20,59,69,184,74,Right,61,MF,10,500000,2000,244,44,50,42,65,43,287,55,52,59,63,58,294,58,66,57,53,60,269,52,55,42,60,60,234,38,26,56,62,52,122,31,40,51,46,9,6,12,12,7,2,High,Low,1,3.0,3.0,1.0,1.0,1.0,1.0,10.0,10.0,9.0,6.0,0.0,6.0,3.0,6.0,1.0,0.0,Championship,26.0
pt POR,MF,Fulham,18,2002,36,33,"2,831",31.5,10,7,17,10,0,0,5,0,0.32,0.22,0.54,0.32,0.54,8.6,8.6,9.5,18.2,97.0,127.0,230.0,0.27,0.3,0.58,0.27,0.58,12000000.0,Fabio Carvalho,1468,F. Carvalho,18,73,86,175,66,Right,75,MF,13,7000000,15000,304,60,73,43,72,56,330,73,65,53,64,75,396,80,78,81,71,86,301,64,59,65,48,65,276,42,39,75,71,49,130,49,49,32,47,14,5,8,10,10,4,High,Medium,1,39.0,22.0,8.0,23.0,8.0,15.0,36.0,41.7,21.0,20.0,0.0,20.0,19.0,58.0,3.0,1.0,Championship,39.0
ma MAR,"MF,FW",QPR,23,1997,39,37,"3,148",35.0,9,5,14,9,0,0,5,0,0.26,0.14,0.4,0.26,0.4,6.4,6.4,6.8,13.2,132.0,170.0,219.0,0.18,0.2,0.38,0.18,0.38,4000000.0,Ilias Chair,1581,I. Chair,23,71,77,164,64,Right,73,MF,6,3000000,11000,292,62,64,40,72,54,334,71,64,61,67,71,393,76,74,86,69,88,305,72,45,74,41,73,245,33,22,66,72,52,90,34,34,22,55,11,15,10,6,13,2,High,Medium,1,18.0,6.0,2.0,10.0,6.0,6.0,29.0,20.7,23.0,17.0,0.0,17.0,11.0,29.0,3.0,0.0,Championship,22.0
nl NED,"FW,MF",Birmingham City,21,1999,20,18,"1,555",17.3,1,2,3,1,0,0,2,0,0.06,0.12,0.17,0.06,0.17,3.1,3.1,2.8,5.9,40.0,31.0,92.0,0.18,0.16,0.34,0.18,0.34,3500000.0,Tahith Chong,1673,T. Chong,21,70,80,185,75,Left,71,MF,10,3600000,35000,302,68,62,46,67,59,338,72,67,62,67,70,349,80,83,74,56,56,314,73,55,65,59,62,294,65,42,67,69,51,134,43,48,43,53,13,7,14,8,11,3,High,High,1,20.0,7.0,9.0,7.0,4.0,9.0,32.0,28.1,23.0,12.0,0.0,12.0,4.0,24.0,3.0,0.0,Championship,42.0
wls WAL,MF,Barnsley,23,1997,2,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,6.0,0.0,0.06,0.1,0.15,0.06,0.15,300000.0,Isaac Christie-Davies,3462,I. Christie-Davies,23,58,65,187,72,Right,60,MF,7,400000,6000,250,55,51,38,63,43,268,57,38,56,57,60,314,63,66,64,56,65,295,61,56,59,63,56,250,45,52,53,58,42,119,34,48,37,41,10,9,5,9,8,3,Medium,Medium,1,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,Championship,52.0
eng ENG,MF,Blackburn,19,2001,7,4,328,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,4.0,9.0,9.0,0.11,0.12,0.22,0.11,0.22,800000.0,Leighton Clarkson,881,L. Clarkson,19,63,78,175,66,Right,65,MF,15,1100000,10000,266,56,44,48,70,48,313,65,58,57,68,65,344,70,65,71,59,79,266,53,57,61,48,47,274,51,54,53,66,50,168,54,58,56,59,14,15,14,7,9,2,Medium,Medium,1,7.0,4.0,4.0,2.0,1.0,6.0,7.0,85.7,1.0,2.0,0.0,2.0,2.0,9.0,5.0,0.0,Championship,54.0
wls WAL,"MF,FW",Cardiff City,19,2002,34,15,"1,668",18.5,5,1,6,5,0,0,1,0,0.27,0.05,0.32,0.27,0.32,3.0,3.0,3.4,6.4,69.0,80.0,90.0,0.16,0.18,0.35,0.16,0.35,1500000.0,Rubin Colwill,2083,R. Colwill,19,67,79,189,79,Right,69,MF,12,2400000,7000,299,51,66,61,66,55,311,67,57,60,59,68,329,74,73,62,65,55,337,69,62,65,73,68,266,55,33,68,65,45,121,29,48,44,52,6,13,7,12,14,3,Medium,Medium,1,30.0,14.0,9.0,17.0,4.0,15.0,31.0,48.4,16.0,17.0,1.0,16.0,4.0,34.0,8.0,0.0,Championship,33.0
eng ENG,"DF,MF",Blackpool,23,1997,31,25,"2,217",24.6,2,1,3,2,0,0,10,1,0.08,0.04,0.12,0.08,0.12,3.0,3.0,1.9,4.9,17.0,71.0,22.0,0.12,0.08,0.2,0.12,0.2,1000000.0,Callum Connolly,2253,C. Connolly,23,66,71,183,70,Right,68,MF,5,1200000,3000,284,65,54,66,67,32,301,61,59,53,63,65,320,61,59,68,62,70,332,59,71,69,74,59,291,69,64,49,59,50,196,64,66,66,50,5,9,15,7,14,3,Medium,Medium,1,35.0,24.0,19.0,14.0,2.0,18.0,39.0,46.2,21.0,25.0,11.0,14.0,25.0,60.0,45.0,0.0,Championship,64.0
sct SCO,"MF,DF",Bristol City,18,2002,4,0,29,0.3,0,1,1,0,0,0,0,0,0.0,3.1,3.1,0.0,3.1,0.0,0.0,0.9,0.9,1.0,0.0,7.0,0.08,2.7,2.78,0.08,2.78,50000.0,Tommy Conway,3359,T. Conway,18,59,75,178,68,Right,61,MF,16,575000,2000,242,31,59,58,50,44,227,60,37,36,33,61,345,79,80,58,56,72,284,54,70,50,56,54,211,29,15,57,50,60,44,16,16,12,49,9,9,8,12,11,3,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Championship,15.0
pl POL,"FW,MF",Derby County,18,2002,4,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.4,0.0,1.0,4.0,1.81,0.0,1.81,1.81,1.81,150000.0,Bartosz Cybulski,3689,B. Cybulski,18,54,67,196,87,Right,56,MF,13,250000,1000,235,25,56,60,43,51,169,42,28,23,23,53,239,50,58,46,49,36,299,56,68,56,78,41,233,52,16,55,47,63,63,20,21,22,61,13,13,11,13,11,3,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Championship,16.0
eng ENG,"MF,FW",Blackpool,22,1998,15,7,704,7.8,2,1,3,2,0,0,0,0,0.26,0.13,0.38,0.26,0.38,0.9,0.9,0.4,1.3,17.0,16.0,51.0,0.11,0.06,0.17,0.11,0.17,400000.0,Owen Dale,2254,O. Dale,22,66,72,175,65,Right,67,MF,6,1400000,4000,277,60,63,53,59,42,274,65,48,47,51,63,392,83,84,82,59,84,319,63,65,79,52,60,229,36,19,63,60,51,78,33,25,20,51,11,11,9,6,14,3,High,Medium,1,15.0,7.0,7.0,3.0,5.0,6.0,12.0,50.0,6.0,6.0,1.0,5.0,7.0,22.0,9.0,0.0,Championship,19.0
eng ENG,MF,Blackburn,22,1998,9,2,257,2.9,0,1,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,0.1,0.1,0.1,0.2,1.0,8.0,2.0,0.04,0.04,0.08,0.04,0.08,300000.0,Jacob Davenport,2240,J. Davenport,22,66,74,177,73,Left,67,MF,8,1800000,10000,233,53,36,45,71,28,281,57,48,53,65,58,328,63,64,68,62,71,305,59,71,70,61,44,270,74,62,41,52,41,193,58,70,65,33,5,5,9,7,7,2,Medium,High,1,6.0,5.0,2.0,2.0,2.0,2.0,8.0,25.0,6.0,4.0,0.0,4.0,9.0,15.0,10.0,0.0,Championship,62.0
wls WAL,"FW,MF",Cardiff City,19,2001,28,10,"1,200",13.3,2,3,5,2,0,0,1,0,0.15,0.23,0.37,0.15,0.37,2.5,2.5,1.2,3.7,28.0,10.0,89.0,0.19,0.09,0.27,0.19,0.27,400000.0,Isaak Davies,2786,I. Davies,19,63,75,175,65,Right,65,MF,12,1100000,5000,274,50,65,47,57,55,236,66,48,30,27,65,372,82,81,77,62,70,278,61,54,58,52,53,248,52,28,65,47,56,56,13,21,22,48,14,7,7,7,13,4,Medium,Medium,1,12.0,5.0,3.0,4.0,5.0,4.0,12.0,33.3,8.0,13.0,0.0,13.0,3.0,15.0,6.0,0.0,Championship,28.0
ng NGA,"MF,FW",Reading,21,1999,38,27,"2,442",27.1,4,2,6,4,0,0,2,0,0.15,0.07,0.22,0.15,0.22,4.1,4.1,1.3,5.4,49.0,57.0,102.0,0.15,0.05,0.2,0.15,0.2,2500000.0,Tom Dele-Bashiru,2067,T. Dele-Bashiru,21,67,76,178,68,Right,70,MF,9,2300000,12000,283,49,61,48,66,59,311,70,59,51,63,68,384,80,76,80,64,84,328,74,56,74,55,69,310,56,66,66,67,55,181,59,64,58,47,6,11,13,7,10,3,Medium,Medium,1,22.0,16.0,13.0,6.0,3.0,12.0,33.0,36.4,21.0,26.0,6.0,20.0,21.0,43.0,26.0,0.0,Championship,66.0
eng ENG,MF,Swansea City,22,1998,3,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,800000.0,Yan Dhanda,2079,Y. Dhanda,22,67,74,171,63,Right,69,MF,7,2100000,9000,282,60,62,34,71,55,330,71,65,58,66,70,361,69,69,80,63,80,296,60,73,54,42,67,254,50,27,48,68,61,148,45,51,52,45,6,10,9,12,8,3,Medium,Medium,1,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Championship,27.0
cd COD,"FW,MF",West Brom,23,1998,41,22,"1,915",21.3,2,1,3,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,3.7,3.7,4.0,7.7,74.0,92.0,161.0,0.17,0.19,0.36,0.17,0.36,6000000.0,Grady Diangana,1582,G. Diangana,23,71,77,180,73,Left,73,MF,6,3000000,25000,285,68,64,37,68,48,306,76,53,49,55,73,391,87,79,78,68,79,295,55,52,66,56,66,257,48,27,64,68,50,75,26,26,23,45,9,13,11,5,7,3,High,Medium,1,27.0,11.0,9.0,14.0,4.0,12.0,36.0,33.3,24.0,31.0,3.0,28.0,8.0,35.0,8.0,0.0,Championship,27.0
eng ENG,"FW,MF",Blackburn,19,2001,34,20,"1,785",19.8,4,3,7,4,0,0,5,0,0.2,0.15,0.35,0.2,0.35,4.8,4.8,2.8,7.6,58.0,37.0,151.0,0.24,0.14,0.38,0.24,0.38,2200000.0,Tyrhys Dolan,1664,T. Dolan,19,70,81,164,63,Right,71,MF,11,3400000,15000,296,67,62,47,65,55,307,74,63,42,58,70,405,85,79,91,63,87,295,60,70,68,40,57,274,54,45,65,65,45,120,40,42,38,31,5,9,6,6,5,3,High,Medium,1,16.0,6.0,3.0,7.0,6.0,5.0,11.0,45.5,6.0,13.0,2.0,11.0,9.0,25.0,4.0,0.0,Championship,45.0
eng ENG,"MF,DF",Swansea City,22,1999,37,34,"2,871",31.9,1,2,3,1,0,0,12,1,0.03,0.06,0.09,0.03,0.09,0.7,0.7,1.2,1.9,44.0,118.0,27.0,0.02,0.04,0.06,0.02,0.06,2000000.0,Flynn Downes,1795,F. Downes,22,69,75,173,70,Right,70,MF,6,2100000,11000,275,61,52,58,72,32,304,65,49,55,68,67,349,67,68,75,62,77,320,59,65,72,69,55,310,76,65,56,65,48,198,67,66,65,56,13,12,14,11,6,3,Medium,High,1,49.0,36.0,23.0,19.0,7.0,23.0,45.0,51.1,22.0,32.0,14.0,18.0,39.0,88.0,44.0,0.0,Championship,65.0
