Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
eng ENG,"FW,MF",Barnsley,22,1998,32,9,"1,213",13.5,2,0,2,2,0,0,0,0,0.15,0.0,0.15,0.15,0.15,1.9,1.9,0.2,2.1,26.0,20.0,94.0,0.14,0.01,0.15,0.14,0.15,500000.0,Victor Adeboyejo,2592,V. Adeboyejo,22,64,70,178,63,Right,66,MF,6,950000,3000,277,43,63,59,58,54,245,65,42,34,42,62,357,73,74,72,64,74,335,65,74,68,72,56,237,52,17,62,49,57,69,32,19,18,55,12,9,13,11,10,3,High,Medium,1,13.0,8.0,5.0,3.0,5.0,8.0,18.0,44.4,10.0,27.0,0.0,27.0,10.0,23.0,7.0,0.0,Championship,17.0
eng ENG,MF,Wycombe,21,1999,21,18,"1,478",16.4,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.5,0.5,0.3,0.8,17.0,47.0,12.0,0.03,0.02,0.05,0.03,0.05,400000.0,Dennis Adeniran,2748,D. Adeniran,21,63,72,180,75,Right,64,MF,9,1000000,2000,259,44,52,56,67,40,245,60,31,28,64,62,312,61,60,60,62,69,313,65,61,67,72,48,275,68,63,51,57,36,157,53,55,49,59,8,13,11,13,14,3,Medium,High,1,24.0,14.0,6.0,13.0,5.0,4.0,14.0,28.6,10.0,15.0,6.0,9.0,32.0,56.0,18.0,0.0,Championship,63.0
eng ENG,MF,QPR,23,1997,5,5,397,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,3.0,11.0,15.0,0.14,0.14,0.28,0.14,0.28,1000000.0,Luke Amos,2075,L. Amos,23,67,75,179,72,Left,68,MF,8,2100000,3000,253,57,45,44,71,36,305,65,54,48,71,67,315,57,58,66,64,70,307,57,65,66,57,62,293,67,65,50,66,45,194,62,68,64,54,11,8,14,12,9,4,Medium,Medium,1,11.0,7.0,3.0,5.0,3.0,3.0,10.0,30.0,7.0,6.0,2.0,4.0,4.0,15.0,4.0,0.0,Championship,65.0
eng ENG,"FW,MF",Bournemouth,20,1999,5,0,71,0.8,0,1,1,0,0,0,0,0,0.0,1.27,1.27,0.0,1.27,0.1,0.1,0.4,0.5,5.0,1.0,15.0,0.16,0.46,0.61,0.16,0.61,300000.0,Jaidon Anthony,3170,J. Anthony,20,60,73,183,68,Right,62,MF,13,600000,2000,267,44,64,53,51,55,255,65,55,34,40,61,338,70,71,68,54,75,311,59,68,64,66,54,233,42,21,57,51,62,49,15,17,17,52,8,9,7,13,15,3,High,Medium,1,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,Championship,21.0
cw CUW,"MF,FW",Huddersfield,22,1997,43,37,"3,314",36.8,5,4,9,5,0,1,5,0,0.14,0.11,0.24,0.14,0.24,4.9,4.1,3.2,7.4,55.0,160.0,123.0,0.13,0.09,0.22,0.11,0.2,5000000.0,Juninho Bacuna,1725,J. Bacuna,22,70,77,178,74,Right,72,MF,7,3200000,14000,328,71,65,61,70,61,350,74,68,64,71,73,347,72,69,71,67,68,374,80,75,73,74,72,342,84,65,65,69,59,190,68,66,56,49,6,11,8,14,10,3,Medium,Medium,1,43.0,28.0,15.0,24.0,4.0,22.0,70.0,31.4,48.0,49.0,3.0,46.0,26.0,69.0,36.0,0.0,Championship,65.0
eng ENG,MF,Bristol City,21,1998,34,20,"2,065",22.9,4,1,5,4,0,0,2,0,0.17,0.04,0.22,0.17,0.22,1.2,1.2,0.8,2.0,13.0,138.0,28.0,0.05,0.04,0.09,0.05,0.09,1000000.0,Tyreeq Bakinson,2267,T. Bakinson,21,66,75,191,82,Right,70,MF,9,1900000,9000,273,45,51,61,70,46,288,64,48,43,65,68,321,64,65,63,68,61,339,67,60,72,78,62,298,63,69,57,63,46,197,66,66,65,48,8,8,11,13,8,3,Medium,High,1,30.0,17.0,11.0,17.0,2.0,12.0,40.0,30.0,28.0,21.0,9.0,12.0,29.0,59.0,34.0,1.0,Championship,69.0
cd COD,MF,Derby County,21,1998,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,4.0,1.0,0.04,0.03,0.07,0.04,0.07,1000000.0,Beni Baningime,2079,B. Baningime,21,67,76,178,70,Right,68,MF,9,2200000,15000,248,51,36,55,69,37,286,66,45,47,66,62,306,53,57,64,62,70,297,61,63,60,58,55,296,68,69,45,66,48,201,66,66,69,59,9,14,10,12,14,3,Medium,High,1,6.0,2.0,2.0,3.0,1.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,Championship,69.0
eng ENG,"MF,FW",Coventry City,17,2002,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,100000.0,Will Bapaga,3044,W. Bapaga,17,61,80,176,69,Right,62,MF,19,825000,2000,224,51,49,27,53,44,263,71,49,40,39,64,386,83,80,88,49,86,246,41,69,54,41,41,238,59,18,56,57,48,79,28,29,22,52,14,6,13,10,9,3,High,Medium,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Championship,18.0
gd GRN,MF,Brentford,22,1998,1,0,10,0.1,0,1,1,0,0,0,0,0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.68,0.68,0.0,0.68,800000.0,Shandon Baptiste,2422,S. Baptiste,22,65,73,175,67,Right,67,MF,8,1600000,9000,273,53,54,61,67,38,290,66,51,41,64,68,337,67,68,70,67,65,301,53,63,66,68,51,291,61,65,59,65,41,189,63,65,61,57,5,13,10,15,14,3,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Championship,65.0
tr TUR,MF,Rotherham Utd,23,1997,33,29,"2,394",26.6,3,4,7,0,3,3,3,0,0.11,0.15,0.26,0.0,0.15,3.2,0.8,5.5,6.3,8.0,120.0,24.0,0.12,0.21,0.33,0.03,0.24,1200000.0,Daniel Barlaser,1812,D. Barlaser,23,69,74,184,62,Right,71,MF,5,2100000,17000,304,67,56,56,68,57,343,66,66,67,73,71,308,56,53,63,69,67,338,68,64,77,67,62,325,60,71,61,71,62,190,64,65,61,46,11,7,10,7,11,3,Medium,Medium,1,46.0,29.0,23.0,22.0,1.0,25.0,49.0,51.0,24.0,38.0,8.0,30.0,41.0,87.0,22.0,1.0,Championship,71.0
eng ENG,"MF,FW",Preston,21,1999,11,2,257,2.9,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35,1.1,1.1,0.1,1.2,2.0,11.0,6.0,0.39,0.03,0.42,0.39,0.42,700000.0,Tom Bayliss,2743,T. Bayliss,21,63,74,183,78,Right,67,MF,11,1100000,5000,272,58,51,53,68,42,319,68,59,60,63,69,333,79,65,81,56,52,301,56,59,74,66,46,272,53,52,60,63,44,161,51,56,54,43,9,7,8,11,8,3,Medium,Low,1,6.0,5.0,3.0,3.0,0.0,3.0,4.0,75.0,1.0,4.0,3.0,1.0,1.0,7.0,2.0,0.0,Championship,52.0
eng ENG,MF,QPR,20,2000,6,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,7.0,5.0,0.09,0.0,0.09,0.09,0.09,200000.0,Faysal Bettache,3690,F. Bettache,19,52,63,185,73,Right,54,MF,11,170000,950,214,36,32,47,60,39,227,50,37,33,57,50,300,61,65,56,59,59,261,58,62,59,48,34,245,57,44,53,44,47,129,37,43,49,46,7,6,14,8,11,3,Medium,Medium,1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,Championship,44.0
dk DEN,"MF,FW",Brentford,19,2001,4,1,115,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,7.0,2.0,0.07,0.05,0.12,0.07,0.12,900000.0,Mads Bidstrup,3046,M. Bidstrup,19,61,77,178,74,Right,63,MF,16,850000,4000,291,63,52,58,66,52,288,63,54,42,63,66,341,65,59,69,60,88,266,55,49,60,52,50,266,59,55,48,62,42,172,53,64,55,55,11,14,11,6,13,3,Medium,Medium,1,4.0,3.0,0.0,4.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,Championship,55.0
pl POL,MF,Derby County,22,1998,13,13,"1,091",12.1,2,0,2,2,0,0,4,0,0.16,0.0,0.16,0.16,0.16,0.7,0.7,1.4,2.1,21.0,93.0,8.0,0.06,0.12,0.18,0.06,0.18,5000000.0,Krystian Bielik,1552,K. Bielik,22,72,80,194,78,Right,73,MF,8,5000000,16000,269,49,33,70,71,46,304,70,48,45,73,68,300,55,64,65,68,48,322,62,65,65,78,52,316,74,73,59,68,42,209,71,71,67,50,15,7,12,8,8,3,Medium,High,1,27.0,19.0,12.0,14.0,1.0,5.0,15.0,33.3,10.0,15.0,4.0,11.0,26.0,53.0,29.0,0.0,Championship,73.0
eng ENG,MF,Derby County,19,2000,33,21,"2,071",23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.5,2.8,16.0,94.0,28.0,0.06,0.06,0.12,0.06,0.12,4000000.0,Max Bird,2080,M. Bird,19,67,81,183,68,Left,68,MF,14,2300000,5000,277,58,50,48,70,51,312,63,62,48,70,69,337,69,67,66,67,68,298,58,58,71,57,54,272,49,62,48,66,47,195,65,65,65,48,12,10,7,7,12,2,Medium,Medium,1,55.0,33.0,22.0,28.0,5.0,24.0,51.0,47.1,27.0,27.0,9.0,18.0,29.0,84.0,20.0,0.0,Championship,62.0
eng ENG,"DF,MF",Barnsley,22,1998,40,40,"3,547",39.4,0,4,4,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1,2.2,2.2,4.4,6.6,75.0,144.0,187.0,0.06,0.11,0.17,0.06,0.17,1200000.0,Callum Brittain,1724,C. Brittain,22,70,76,181,68,Right,70,MF,6,2400000,7000,276,67,50,52,65,42,292,70,51,48,56,67,374,77,80,79,65,73,296,50,59,71,63,53,276,53,65,56,52,50,196,65,69,62,58,10,8,14,11,15,4,High,Medium,1,65.0,45.0,34.0,19.0,12.0,32.0,62.0,51.6,30.0,59.0,7.0,52.0,33.0,98.0,96.0,1.0,Championship,65.0
wls WAL,"FW,MF",Bournemouth,23,1997,32,25,"2,146",23.8,5,5,10,5,0,0,3,0,0.21,0.21,0.42,0.21,0.42,4.8,4.8,5.0,9.8,61.0,104.0,156.0,0.2,0.21,0.41,0.2,0.41,16000000.0,David Brooks,1407,D. Brooks,22,76,83,183,62,Left,78,MF,7,15000000,13000,346,75,71,61,78,61,364,80,73,65,67,79,373,73,73,78,72,77,338,70,64,69,62,73,323,64,43,75,76,65,140,47,49,44,51,8,14,9,13,7,4,Medium,Medium,1,26.0,13.0,8.0,13.0,5.0,11.0,27.0,40.7,16.0,18.0,3.0,15.0,14.0,40.0,5.0,0.0,Championship,43.0
eng ENG,MF,Sheffield Weds,23,1997,19,4,542,6.0,0,1,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,0.2,0.2,1.1,1.3,15.0,32.0,29.0,0.04,0.18,0.21,0.04,0.21,1600000.0,Izzy Brown,1722,I. Brown,23,70,75,182,70,Right,72,MF,5,2400000,10000,317,69,65,59,68,56,327,73,60,55,66,73,356,73,72,80,60,71,322,64,69,59,65,65,293,50,43,66,74,60,125,40,45,40,51,9,7,14,7,14,3,Medium,Low,1,18.0,8.0,5.0,11.0,2.0,5.0,11.0,45.5,6.0,11.0,0.0,11.0,14.0,32.0,6.0,0.0,Championship,43.0
eng ENG,"DF,MF",Derby County,19,2001,35,28,"2,579",28.7,0,3,3,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1,1.3,1.3,3.2,4.5,69.0,92.0,110.0,0.05,0.11,0.16,0.05,0.16,2500000.0,Lee Buchanan,2255,L. Buchanan,19,66,78,175,73,Left,66,MF,12,1900000,4000,242,64,40,53,57,28,223,59,35,26,42,61,335,70,70,68,63,64,268,43,69,70,60,26,245,52,62,51,40,40,194,62,66,66,42,8,5,12,8,9,2,Medium,Medium,1,55.0,29.0,36.0,14.0,5.0,28.0,39.0,71.8,11.0,37.0,8.0,29.0,33.0,88.0,100.0,2.0,Championship,62.0
eng ENG,"MF,FW",Blackburn,20,1999,28,7,997,11.1,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.7,1.7,2.3,3.9,23.0,75.0,40.0,0.15,0.21,0.35,0.15,0.35,400000.0,John Buckley,2071,J. Buckley,20,67,79,173,63,Right,69,MF,12,2400000,11000,274,52,55,48,72,47,282,70,47,32,68,65,374,79,73,74,66,82,301,66,62,71,43,59,288,61,59,58,72,38,175,56,58,61,54,8,5,14,14,13,3,High,Medium,1,31.0,20.0,13.0,15.0,3.0,13.0,35.0,37.1,22.0,14.0,1.0,13.0,8.0,39.0,7.0,0.0,Championship,59.0
eng ENG,"FW,MF",Millwall,18,2001,13,0,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,8.0,0.0,14.0,0.03,0.13,0.16,0.03,0.16,200000.0,Tyler Burey,3558,T. Burey,19,56,72,187,74,Right,57,MF,16,375000,2000,228,42,57,39,51,39,255,53,45,47,49,61,340,66,69,78,64,63,286,54,70,62,61,39,224,50,25,52,49,48,123,39,40,44,39,10,6,7,7,9,3,Medium,Low,1,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,Championship,25.0
gw GNB,MF,Reading,16,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50000.0,Mamadi Camará,3562,Mamadi Camará,16,56,73,172,61,Right,57,MF,17,350000,500,226,45,52,34,54,41,257,63,48,41,46,59,350,79,77,79,36,79,231,56,47,50,36,42,209,35,27,49,45,53,82,22,31,29,55,14,12,7,10,12,3,High,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Championship,27.0
eng ENG,"FW,MF",Stoke City,20,1999,16,13,"1,087",12.1,6,5,11,6,0,0,1,0,0.5,0.41,0.91,0.5,0.91,2.7,2.7,2.2,4.9,35.0,18.0,104.0,0.22,0.18,0.4,0.22,0.4,6000000.0,Tyrese Campbell,1721,T. Campbell,20,70,82,183,75,Left,72,MF,12,3900000,13000,323,59,71,63,66,64,296,71,56,54,46,69,369,84,80,69,69,67,338,67,73,59,74,65,288,58,28,68,61,73,86,31,31,24,58,6,13,13,12,14,4,High,Medium,1,4.0,4.0,0.0,2.0,2.0,0.0,13.0,0.0,13.0,9.0,0.0,9.0,4.0,8.0,5.0,0.0,Championship,28.0
ma MAR,"MF,FW",QPR,22,1997,45,43,"3,497",38.9,8,4,12,8,0,0,6,0,0.21,0.1,0.31,0.21,0.31,8.4,8.4,6.3,14.8,130.0,185.0,264.0,0.22,0.16,0.38,0.22,0.38,4000000.0,Ilias Chair,1713,I. Chair,22,70,77,171,64,Right,72,MF,7,3200000,6000,290,62,64,40,70,54,330,71,64,61,64,70,383,76,74,83,68,82,294,70,45,70,41,68,229,33,22,64,71,39,90,34,34,22,55,11,15,10,6,13,2,High,Medium,1,37.0,22.0,12.0,8.0,17.0,11.0,41.0,26.8,30.0,29.0,3.0,26.0,12.0,49.0,8.0,0.0,Championship,22.0
eng ENG,"FW,MF",Barnsley,23,1997,34,31,"2,113",23.5,4,3,7,4,0,0,2,0,0.17,0.13,0.3,0.17,0.3,4.9,4.9,4.3,9.2,18.0,77.0,185.0,0.21,0.19,0.39,0.21,0.39,1000000.0,Conor Chaplin,1932,C. Chaplin,23,68,74,168,69,Left,70,MF,6,1900000,6000,308,52,70,55,64,67,316,69,60,68,51,68,392,80,77,82,69,84,341,72,75,72,58,64,265,45,30,67,64,59,106,33,33,40,65,13,16,10,14,12,3,High,Medium,1,26.0,19.0,9.0,11.0,6.0,11.0,45.0,24.4,34.0,39.0,2.0,37.0,20.0,46.0,11.0,0.0,Championship,30.0
ie IRL,"DF,MF",Rotherham Utd,22,1998,9,1,195,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,8.0,4.0,2.0,0.21,0.07,0.27,0.21,0.27,150000.0,Trevor Clarke,2587,T. Clarke,22,64,73,175,65,Left,65,MF,9,1300000,8000,250,61,49,44,61,35,292,66,55,48,59,64,380,86,82,81,51,80,325,60,81,66,63,55,277,65,54,56,56,46,178,57,62,59,44,8,11,10,7,8,3,High,Medium,1,9.0,5.0,6.0,3.0,0.0,5.0,6.0,83.3,1.0,0.0,0.0,0.0,7.0,16.0,4.0,0.0,Championship,54.0
wls WAL,MF,Cardiff City,18,2002,6,3,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,4.0,9.0,18.0,0.21,0.03,0.24,0.21,0.24,500000.0,Rubin Colwill,3677,R. Colwill,18,53,71,183,75,Right,56,MF,18,240000,1000,239,39,45,51,57,47,248,53,44,51,51,49,294,65,72,58,50,49,302,65,53,61,68,55,233,56,33,49,50,45,101,29,37,35,52,6,13,7,12,14,3,Medium,Medium,1,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,Championship,33.0
sct SCO,"FW,MF",Bristol City,17,2002,5,3,269,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,0.9,0.9,0.0,0.9,3.0,2.0,12.0,0.32,0.0,0.32,0.32,0.32,50000.0,Tommy Conway,3565,T. Conway,17,56,72,178,68,Right,58,MF,16,350000,1000,234,28,59,58,45,44,208,55,37,30,32,54,319,72,67,55,53,72,275,52,66,50,53,54,212,31,15,56,50,60,44,16,16,12,49,9,9,8,12,11,3,Medium,Medium,1,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,5.0,1.0,4.0,0.0,1.0,1.0,0.0,Championship,15.0
eng ENG,MF,Bournemouth,23,1997,31,30,"2,506",27.8,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,0.8,0.8,2.2,3.1,27.0,169.0,34.0,0.03,0.08,0.11,0.03,0.11,9000000.0,Lewis Cook,1432,L. Cook,23,75,80,175,71,Right,77,MF,5,8500000,13000,317,70,61,50,79,57,370,77,71,65,79,78,367,71,65,75,73,83,328,66,68,68,61,65,350,78,69,68,74,61,204,64,72,68,61,6,15,12,15,13,4,Medium,Medium,1,39.0,22.0,16.0,18.0,5.0,20.0,53.0,37.7,33.0,36.0,6.0,30.0,47.0,86.0,12.0,1.0,Championship,69.0
eng ENG,"FW,MF",Middlesbrough,22,1998,17,5,632,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.9,17.0,16.0,33.0,0.08,0.05,0.12,0.08,0.12,1200000.0,Hayden Coulson,2073,H. Coulson,22,67,75,172,70,Left,68,MF,8,2200000,5000,241,65,39,49,59,29,256,68,46,30,47,65,364,78,77,68,66,75,253,45,57,68,57,26,272,58,64,60,56,34,191,61,66,64,54,14,13,11,9,7,3,High,Medium,1,9.0,3.0,7.0,2.0,0.0,3.0,11.0,27.3,8.0,9.0,0.0,9.0,5.0,14.0,3.0,0.0,Championship,64.0
eng ENG,"FW,MF",Huddersfield,19,2001,5,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,6.0,0.11,0.0,0.11,0.11,0.11,250000.0,Matty Daly,3299,M. Daly,19,59,76,176,73,Right,63,MF,17,575000,3000,278,55,57,50,64,52,302,62,61,57,62,60,302,61,52,61,59,69,249,55,54,42,49,49,268,46,39,58,67,58,155,39,59,57,55,9,12,10,10,14,3,Medium,Medium,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Championship,39.0
eng ENG,MF,Brentford,21,1998,30,26,"2,135",23.7,5,4,9,5,0,0,2,0,0.21,0.17,0.38,0.21,0.38,2.8,2.8,4.3,7.1,90.0,128.0,103.0,0.12,0.18,0.3,0.12,0.3,10000000.0,Josh Dasilva,1502,J. Dasilva,21,73,82,184,75,Left,76,MF,9,7000000,25000,319,68,67,50,77,57,335,75,71,39,75,75,363,72,76,72,71,72,357,78,48,75,78,78,326,68,59,68,76,55,189,63,64,62,56,11,13,8,10,14,3,High,Medium,1,11.0,9.0,5.0,5.0,1.0,6.0,16.0,37.5,10.0,9.0,1.0,8.0,9.0,20.0,15.0,0.0,Championship,59.0
eng ENG,MF,Brentford,21,1998,30,26,"2,135",23.7,5,4,9,5,0,0,2,0,0.21,0.17,0.38,0.21,0.38,2.8,2.8,4.3,7.1,90.0,128.0,103.0,0.12,0.18,0.3,0.12,0.3,10000000.0,Josh Dasilva,1502,J. Dasilva,21,73,82,184,75,Left,76,MF,9,7000000,25000,319,68,67,50,77,57,335,75,71,39,75,75,363,72,76,72,71,72,357,78,48,75,78,78,326,68,59,68,76,55,189,63,64,62,56,11,13,8,10,14,3,High,Medium,1,20.0,10.0,7.0,10.0,3.0,8.0,22.0,36.4,14.0,15.0,2.0,13.0,6.0,26.0,19.0,0.0,Championship,59.0
eng ENG,MF,Blackburn,21,1998,15,6,613,6.8,1,0,1,1,0,0,3,0,0.15,0.0,0.15,0.15,0.15,0.4,0.4,0.4,0.8,1.0,35.0,6.0,0.05,0.06,0.11,0.05,0.11,300000.0,Jacob Davenport,2249,J. Davenport,21,66,76,177,73,Left,67,MF,10,1800000,8000,233,53,36,45,71,28,281,57,48,53,65,58,328,63,64,68,62,71,304,59,70,70,61,44,271,75,62,41,52,41,193,58,70,65,33,5,5,9,7,7,2,Medium,High,1,18.0,13.0,6.0,10.0,2.0,9.0,15.0,60.0,6.0,7.0,2.0,5.0,17.0,35.0,12.0,0.0,Championship,62.0
ng NGA,MF,Sheffield Weds,19,2001,8,2,288,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,8.0,1.0,11.0,0.03,0.01,0.04,0.03,0.04,300000.0,Fisayo Dele-Bashiru,3399,F. Dele-Bashiru,19,58,73,176,76,Right,60,MF,15,475000,2000,221,45,32,40,65,39,255,60,40,29,62,64,312,65,67,66,52,62,295,50,55,71,68,51,247,58,39,62,48,40,150,43,57,50,53,6,8,15,11,13,3,Medium,Medium,1,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,7.0,0.0,0.0,Championship,39.0
ng NGA,MF,Watford,20,1999,2,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,5.0,0.18,0.0,0.18,0.18,0.18,700000.0,Tom Dele-Bashiru,3396,T. Dele-Bashiru,20,58,72,183,68,Right,61,MF,14,500000,2000,245,39,49,48,62,47,270,62,42,49,58,59,329,66,59,73,57,74,283,53,66,59,59,46,278,57,52,57,57,55,154,52,53,49,47,6,11,13,7,10,2,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Championship,52.0
eng ENG,MF,Luton Town,21,1998,39,36,"3,222",35.8,3,6,9,3,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.6,2.6,6.0,8.6,105.0,247.0,87.0,0.07,0.17,0.24,0.07,0.24,2000000.0,Kiernan Dewsbury-Hall,1639,K. Dewsbury-Hall,21,71,78,177,70,Left,73,MF,7,3800000,31000,283,55,59,52,73,44,333,72,63,55,71,72,329,64,61,68,69,67,330,66,60,73,63,68,318,64,65,63,74,52,189,62,67,60,53,12,15,9,10,7,3,High,Medium,1,61.0,32.0,22.0,33.0,6.0,34.0,71.0,47.9,37.0,41.0,8.0,33.0,47.0,108.0,40.0,1.0,Championship,65.0
eng ENG,MF,Swansea City,21,1998,26,14,"1,313",14.6,1,3,4,1,0,0,2,0,0.07,0.21,0.27,0.07,0.27,1.4,1.4,1.6,3.0,42.0,69.0,66.0,0.09,0.11,0.21,0.09,0.21,1000000.0,Yan Dhanda,2101,Y. Dhanda,21,67,75,173,65,Right,69,MF,8,2300000,7000,282,60,62,34,71,55,330,71,65,58,66,70,363,70,70,80,63,80,298,60,73,56,42,67,253,50,27,48,67,61,148,45,51,52,45,6,10,9,12,8,3,Medium,Medium,1,9.0,3.0,2.0,5.0,2.0,6.0,15.0,40.0,9.0,5.0,1.0,4.0,5.0,14.0,6.0,0.0,Championship,27.0
eng ENG,"MF,FW",Norwich City,22,1997,24,12,932,10.4,5,1,6,5,0,0,1,0,0.48,0.1,0.58,0.48,0.58,2.4,2.4,3.2,5.6,21.0,60.0,68.0,0.23,0.31,0.54,0.23,0.54,3000000.0,Kieran Dowell,1633,K. Dowell,22,71,76,185,70,Left,73,MF,5,2900000,7000,316,64,68,53,73,58,353,73,68,71,68,73,333,62,66,69,66,70,296,68,48,56,51,73,286,48,33,68,73,64,143,45,46,52,50,8,13,7,14,8,3,Medium,Low,1,16.0,9.0,3.0,11.0,2.0,3.0,14.0,21.4,11.0,12.0,1.0,11.0,5.0,21.0,5.0,1.0,Championship,33.0
